from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date 
Perkins Coie LLP,95502,New York State Bar Association (NYSBA),256477,Brendon Fowler,1951835,Partner (Non-Brd),2017-01-01,,Member,,
Simpson Thacher & Bartlett LLP,82286,New York State Bar Association (NYSBA),256477,Sas Mehrara,1933793,Attorney (Non-Brd),2000-01-01,2007-01-01,Member,,
GLOBAL SELF STORAGE INC (Self Storage Group Inc prior to 01/2016),2395496,New York State Bar Association (NYSBA),256477,Don Klimoski II,1936859,VP/Chief Compliance Officer/General Counsel/Secretary (Non-Brd),2017-09-01,,Member,,
Simpson Thacher & Bartlett LLP,82286,New York State Bar Association (NYSBA),256477,Gary Mandel,1933785,Associate (Non-Brd),1997-01-01,2003-01-01,Executive Committee Member,,
Orrick Herrington & Sutcliffe LLP,484431,New York State Bar Association (NYSBA),256477,Bob Lawrence,1935375,Partner (Non-Brd),2003-07-01,2011-11-01,Member,,
Nixon Peabody LLP,246637,New York State Bar Association (NYSBA),256477,Lindsay Maleson,1934607,Partner (Non-Brd),2011-02-01,,Member,,
Cahill Gordon & Reindel LLP,80214,New York State Bar Association (NYSBA),256477,Nathan Sevilla,1937206,Associate (Non-Brd),2001-01-01,2003-01-01,Member,,
MARSH & MCLENNAN COMPANIES INC,19713,New York State Bar Association (NYSBA),256477,Professor Patricia Agnello,1952182,Director -  Non-Brd (Non-Brd),,,Member,,
Mayer Brown LLP (Mayer Brown Rowe & Maw LLP prior to 09/2007),483619,New York State Bar Association (NYSBA),256477,Mark Wojciechowski,1948924,Partner (Non-Brd),1988-01-01,2007-08-01,Member,,
Fitzpatrick Cella Harper & Scinto LLP,792802,New York State Bar Association (NYSBA),256477,Lisa Pensabene,1949764,Partner (Non-Brd),1991-09-01,2014-04-01,Member,,
Wachtell Lipton Rosen & Katz,93992,New York State Bar Association (NYSBA),256477,Arthur Greenspan,1968283,Associate (Non-Brd),1991-03-01,1994-05-01,Committee Member,,
Greenberg Traurig LLP,113127,New York State Bar Association (NYSBA),256477,Linda D'Onofrio,1966452,Shareholder (Non-Brd),2015-06-10,,Member,,
Foxby Corp,916954,New York State Bar Association (NYSBA),256477,Don Klimoski II,1936859,Assistant Chief Compliance Officer/Assistant Secretary/Assistant General Counsel (Non-Brd),2017-09-01,,Member,,
Nixon Peabody LLP,246637,New York State Bar Association (NYSBA),256477,Gina McCreadie,1934610,Associate (Non-Brd),2004-09-01,2014-01-01,Member,,
Ropes & Gray LLP,89706,New York State Bar Association (NYSBA),256477,Vincent Wang,1940958,Associate (Non-Brd),2006-09-01,2016-10-31,Member,,
Paul Hastings LLP (Paul Hastings Janofsky & Walker LLP prior to 07/2011),50924,New York State Bar Association (NYSBA),256477,Robert Wertheimer,1949004,Partner (Non-Brd),2000-06-01,,Member,,
Morrison & Foerster LLP,39234,New York State Bar Association (NYSBA),256477,Jessica Kaufman,1948793,Partner (Non-Brd),2017-01-01,,Member,,
Ballard Spahr LLP (Ballard Spahr Andrews & Ingersoll LLP prior to 2009),631619,New York State Bar Association (NYSBA),256477,Ariel Stern,1959447,Partner (Non-Brd),,2010-03-01,Member,,
Weil Gotshal & Manges LLP,262182,New York State Bar Association (NYSBA),256477,Marc Silberberg,1940909,Partner (Non-Brd),1987-01-01,,Executive Committee Member,,
Cleary Gottlieb Steen & Hamilton LLP,39236,New York State Bar Association (NYSBA),256477,JeanYves Garaud,1957558,Associate (Non-Brd),1990-01-01,1998-01-01,Member,,
Akerman LLP (Akerman Senterfitt LLP prior to 11/2013),836305,New York State Bar Association (NYSBA),256477,Ariel Stern,1959447,Managing Partner (Non-Brd),2010-03-01,,Member,,
SAVARIA CORPORATION (Jessian Capital Corp prior to 12/2001),1986745,New York State Bar Association (NYSBA),256477,Caroline Brub,1936561,Independent Director (Brd) (SD),2017-09-20,,Member,,
Squire Patton Boggs (US) LLP (Squire Sanders (US) LLP prior to 05/2014),79403,New York State Bar Association (NYSBA),256477,Aaron Knights,1956374,Partner (Non-Brd),2017-01-01,,Member,,
Willkie Farr & Gallagher LLP,645279,New York State Bar Association (NYSBA),256477,Hillel Jacobson,1941132,Partner (Non-Brd),2017-01-03,,Member,,
Hodgson Russ LLP (Hodgson Russ Andrews Woods & Goodyear LLP prior to 01/2001),608040,New York State Bar Association (NYSBA),256477,Peter Godfrey,1955433,Partner (Non-Brd),1996-09-01,,Member,,
Wilson Elser Moskowitz Edelman & Dicker LLP,936338,New York State Bar Association (NYSBA),256477,Frank Manchisi,1954401,Partner (Non-Brd),2017-01-01,,Member,,
Sullivan & Cromwell LLP,489314,New York State Bar Association (NYSBA),256477,Jiang Liu,1948839,Associate (Non-Brd),2006-06-01,2010-12-01,Member,,
Cleary Gottlieb Steen & Hamilton LLP,39236,New York State Bar Association (NYSBA),256477,Marco D'Ostuni,1957539,Partner (Non-Brd),2009-01-01,,Member,,
Orrick Herrington & Sutcliffe LLP,484431,New York State Bar Association (NYSBA),256477,Tom Myers,1940702,Partner (Non-Brd),2002-01-01,,Executive Committee Member,,
Simpson Thacher & Bartlett LLP,82286,New York State Bar Association (NYSBA),256477,Jonathan Karen,1933531,Partner (Non-Brd),2011-01-01,,Member,,
Orrick Herrington & Sutcliffe LLP,484431,New York State Bar Association (NYSBA),256477,Seth Cohen,1944329,Managing Associate (Non-Brd),2005-09-01,2011-05-01,Member,,
Sullivan & Cromwell LLP,489314,New York State Bar Association (NYSBA),256477,Robinson Lacy,1934499,Of Counsel (Non-Brd),,,Member,,
Wilmer Cutler Pickering Hale and Dorr LLP (WilmerHale),59077,New York State Bar Association (NYSBA),256477,Bob Woll,1937242,Partner (Non-Brd),2007-03-14,2013-03-01,Member,,
Davis Polk & Wardwell LLP,43959,New York State Bar Association (NYSBA),256477,Kyoko Lin,1943336,Partner (Non-Brd),2006-07-01,,Member,,
Sullivan & Cromwell LLP,489314,New York State Bar Association (NYSBA),256477,Jiang Liu,1948839,Associate (Non-Brd),2001-09-01,2005-05-01,Member,,
Nixon Peabody LLP,246637,New York State Bar Association (NYSBA),256477,Ed Puerta,1934626,Partner (Non-Brd),2017-02-01,,Member,,
Wachtell Lipton Rosen & Katz,93992,New York State Bar Association (NYSBA),256477,David Neill,1941085,Partner (Non-Brd),1991-01-01,2015-01-01,Committee Member,,
Fried Frank Harris Shriver & Jacobson LLP,48048,New York State Bar Association (NYSBA),256477,Paul Reinstein,1934413,Of Counsel (Non-Brd),2013-01-01,,Member,,
Simpson Thacher & Bartlett LLP,82286,New York State Bar Association (NYSBA),256477,Gary Mandel,1933785,Partner (Non-Brd),2003-01-01,,Executive Committee Member,,
McDermott Will & Emery LLP,639301,New York State Bar Association (NYSBA),256477,Scott Bowman,1960522,Partner (Non-Brd),2018-04-09,,Member,,
Duane Morris LLP (Formerly known as Duane Morris & Heckscher LLP),91111,New York State Bar Association (NYSBA),256477,Ken Lazaruk,1963765,Partner (Non-Brd),2008-12-01,,Member,,
Cleary Gottlieb Steen & Hamilton LLP,39236,New York State Bar Association (NYSBA),256477,Jinduk Han,1957567,Associate (Non-Brd),1991-01-01,1997-01-01,Member,,
Proskauer Rose LLP (Formerly known as Proskauer Rose Goetz & Mendelsohn LLP),89727,New York State Bar Association (NYSBA),256477,Scott Bowman,1960522,Partner (Non-Brd),2016-03-01,2018-04-01,Member,,
Boies Schiller & Flexner LLP,730666,New York State Bar Association (NYSBA),256477,Ansgar Simon,1955824,Tax Partner (Non-Brd),2013-08-01,2017-02-01,Committee Co-Chairman,,
Smith Gambrell & Russell LLP (Formerly known as Smith Cohen Ringel Kohler & Martin),103872,New York State Bar Association (NYSBA),256477,Steve O'Connell,1943127,Managing Partner (Brd) (ED),2017-01-01,,Division Chairman,,
Cleary Gottlieb Steen & Hamilton LLP,39236,New York State Bar Association (NYSBA),256477,Nallini Puri,1969388,Partner (Non-Brd),2018-01-01,,Member,,
MERRILL LYNCH & CO INC (De-listed 01/2009),20349,New York State Bar Association (NYSBA),256477,Dan Goldfried,1951697,Assistant General Counsel (Non-Brd),2007-03-01,2009-01-01,Committee Member,,
Curtis Mallet-Prevost Colt & Mosle LLP,104167,New York State Bar Association (NYSBA),256477,Michael Schwartz,1939691,Associate (Non-Brd),2012-01-01,2016-09-01,Member,,
Orrick Herrington & Sutcliffe LLP,484431,New York State Bar Association (NYSBA),256477,Bob Lawrence,1935375,Partner (Non-Brd),2017-01-01,,Member,,
Smith Gambrell & Russell LLP (Formerly known as Smith Cohen Ringel Kohler & Martin),103872,New York State Bar Association (NYSBA),256477,Steve O'Connell,1943127,Managing Partner (Brd) (ED),2012-10-01,2017-01-01,Division Chairman,,
O'Melveny & Myers LLP,34918,New York State Bar Association (NYSBA),256477,Andrew Escobar,1963563,Associate (Non-Brd),2004-09-01,2010-06-01,Member,,
Morrison & Foerster LLP,39234,New York State Bar Association (NYSBA),256477,Jiang Liu,1948839,Partner (Non-Brd),2015-04-01,,Member,,
Wilson Elser Moskowitz Edelman & Dicker LLP,936338,New York State Bar Association (NYSBA),256477,Frank Manchisi,1954401,Partner (Non-Brd),2013-01-01,2017-01-01,Member,,
Sullivan & Cromwell LLP,489314,New York State Bar Association (NYSBA),256477,Don Klimoski II,1936859,Associate (Non-Brd),2008-09-01,2014-03-01,Member,,
Akin Gump Strauss Hauer & Feld LLP,51437,New York State Bar Association (NYSBA),256477,Jacqueline Yecies,1969533,Partner (Non-Brd),2018-01-01,,Member,,
Hughes Hubbard & Reed LLP (Formerly known as Hughes Hubbard Blair & Reed LLP),34489,New York State Bar Association (NYSBA),256477,Eric Kluger,1959190,Associate (Non-Brd),2011-08-01,2014-08-01,Member,,
URBAN ONE INC (Radio One Inc prior to 05/2017),25670,New York State Bar Association (NYSBA),256477,Karen Wishart,1940434,Executive VP (Non-Brd),2017-10-02,2018-01-01,Member,,
Ivanhoe Cambridge Inc,605460,New York State Bar Association (NYSBA),256477,Denis Boulianne,1945264,Senior VP/Corporate Secretary (Non-Brd),2016-12-01,2017-07-01,Member,,
SCIENTIFIC GAMES CORP,27312,New York State Bar Association (NYSBA),256477,Xia Xia Terranova,1943736,Chief of Staff (Non-Brd),2017-10-17,,Member,,
Morgan Lewis & Bockius LLP,250597,New York State Bar Association (NYSBA),256477,Dean Fanelli,1947492,Associate (Non-Brd),2004-01-01,2009-10-01,Member,,
Duane Morris LLP (Formerly known as Duane Morris & Heckscher LLP),91111,New York State Bar Association (NYSBA),256477,Allen Ross,1964601,Partner (Non-Brd),2008-12-01,,Member,,
URBAN ONE INC (Radio One Inc prior to 05/2017),25670,New York State Bar Association (NYSBA),256477,Karen Wishart,1940434,Executive VP/Chief Administrative Officer/Assistant Secretary (Non-Brd),2018-01-01,,Member,,
Jenner & Block LLP,68552,New York State Bar Association (NYSBA),256477,Emily Loeb,1967648,Special Counsel (Non-Brd),2016-05-18,2018-01-01,Member,,
Akerman LLP (Akerman Senterfitt LLP prior to 11/2013),836305,New York State Bar Association (NYSBA),256477,Ed Murphy,1959006,Partner (Non-Brd),2016-07-01,,Member,,
Nixon Peabody LLP,246637,New York State Bar Association (NYSBA),256477,Bob Burgdorf,1934473,Partner (Non-Brd),,,Member,,
Ivanhoe Cambridge Inc,605460,New York State Bar Association (NYSBA),256477,Denis Boulianne,1945264,Vice President - Legal Affairs (Non-Brd),2013-12-01,2016-12-01,Member,,
Locke Lord LLP (Locke Lord Bissell & Liddell LLP prior to 09/2011),1220302,New York State Bar Association (NYSBA),256477,Marc Heller,1958706,Of Counsel (Non-Brd),2014-01-01,2017-01-01,Member,,
Intellectual Property Owners Association (IPO),535034,New York State Bar Association (NYSBA),256477,Louis Ederer,1962339,Committee Member,,,Member,,
Wilson Elser Moskowitz Edelman & Dicker LLP,936338,New York State Bar Association (NYSBA),256477,Frank Manchisi,1954401,Partner (Brd) (ED),2017-01-01,,Member,,
Paul Weiss Rifkind Wharton & Garrison LLP,54197,New York State Bar Association (NYSBA),256477,Robert Britton,1942556,Partner (Non-Brd),2019-01-01,,Member,,
Seyfarth Shaw LLP,421472,New York State Bar Association (NYSBA),256477,Richard Schwartz,1963930,Partner (Non-Brd),2009-03-16,,Member,,
Paul Weiss Rifkind Wharton & Garrison LLP,54197,New York State Bar Association (NYSBA),256477,Robert Britton,1942556,Partner Elect (Non-Brd),2018-12-07,2019-01-01,Member,,
Seyfarth Shaw LLP,421472,New York State Bar Association (NYSBA),256477,Timothy Rusche,1963926,Partner (Non-Brd),2007-08-01,,Member,,
Patterson Belknap Webb & Tyler LLP,77346,New York State Bar Association (NYSBA),256477,Scott Sukenick,1952642,Associate (Non-Brd),2010-09-01,2012-10-01,Member,,
Simpson Thacher & Bartlett LLP,82286,New York State Bar Association (NYSBA),256477,Marcy Geller,1933502,Attorney (Non-Brd),1997-01-01,2005-01-01,Committee Member,,
Cozen O'Connor PC,625633,New York State Bar Association (NYSBA),256477,Paul Zola,1953544,Associate (Non-Brd),2010-09-01,2017-04-03,Committee Member,,
Squire Patton Boggs (US) LLP (Squire Sanders (US) LLP prior to 05/2014),79403,New York State Bar Association (NYSBA),256477,Linda D'Onofrio,1966452,Partner (Non-Brd),2014-02-01,2015-06-01,Member,,
Skadden Arps Slate Meagher & Flom LLP,76614,New York State Bar Association (NYSBA),256477,Dan Shamgar,1943314,Associate (Non-Brd),1994-01-01,1997-01-01,Member,,
COMMVAULT SYSTEMS INC,115527,New York State Bar Association (NYSBA),256477,Don Klimoski II,1936859,Associate General Counsel (Non-Brd),2014-03-01,2017-05-01,Member,,
Akerman LLP (Akerman Senterfitt LLP prior to 11/2013),836305,New York State Bar Association (NYSBA),256477,Angela de Cespedes Wenke,1955759,Partner (Non-Brd),2004-01-01,2018-05-01,Member,,
Weil Gotshal & Manges LLP,262182,New York State Bar Association (NYSBA),256477,Chayim Neubort,1941080,Partner (Non-Brd),2012-01-01,,Member,,
Grow Solutions Holdings Inc (GRSO) (LightTouch Vein & Laser Inc prior to 06/2015),1660857,New York State Bar Association (NYSBA),256477,Alyce Schreiber,1951133,President/CEO/CFO/Secretary (Brd) (ED),2017-11-20,2019-03-05,Member,,
Weil Gotshal & Manges LLP,262182,New York State Bar Association (NYSBA),256477,Jared Friedmann,1946641,Partner (Non-Brd),2017-01-01,,Member,,
Akerman LLP (Akerman Senterfitt LLP prior to 11/2013),836305,New York State Bar Association (NYSBA),256477,Lisa Lim,1956323,Partner (Non-Brd),2014-09-01,,Member,,
Baker Botts LLP (Baker & Botts LLP prior to 2000),82219,New York State Bar Association (NYSBA),256477,Jonathan Bobinger,1954793,Partner (Non-Brd),2018-01-01,,Member,,
Orrick Herrington & Sutcliffe LLP,484431,New York State Bar Association (NYSBA),256477,Rob Moyle,1940700,Partner (Non-Brd),2015-01-01,,Member,,
Orrick Herrington & Sutcliffe LLP,484431,New York State Bar Association (NYSBA),256477,Carl Lyon Jr,1940351,Partner (Non-Brd),1995-01-01,,Member,,
Bracewell LLP (Bracewell & Giuliani LLP prior to 01/2016),944782,New York State Bar Association (NYSBA),256477,W Kastner,1962013,Senior Counsel (Non-Brd),2013-10-01,2014-10-01,Member,,
Clark Hill PLC (Clark Hill Thorp Reed PLC prior to 2014),550987,New York State Bar Association (NYSBA),256477,Josh Wu,1953351,Partner (Non-Brd),2018-04-11,,Member,,
Cleary Gottlieb Steen & Hamilton LLP,39236,New York State Bar Association (NYSBA),256477,Serena Tan,1948889,Associate (Non-Brd),2009-09-01,2011-01-01,Member,,
Morrison & Foerster LLP,39234,New York State Bar Association (NYSBA),256477,Carrie Cohen,1948453,Partner (Non-Brd),2016-05-09,,Committee Member,,
LeClairryan PLLC (LeClairRyan PC prior to 2018),1327444,New York State Bar Association (NYSBA),256477,Victoria Burk,1933901,Partner (Non-Brd),2017-07-01,2018-01-01,Member,,
Simpson Thacher & Bartlett LLP,82286,New York State Bar Association (NYSBA),256477,Steven DeLott,1941107,Senior Counsel (Non-Brd),1988-09-26,,Member,,
Goulston & Storrs PC,1011616,New York State Bar Association (NYSBA),256477,Marc Heller,1958706,Director -  Non-Brd (Non-Brd),,,Member,,
Akerman LLP (Akerman Senterfitt LLP prior to 11/2013),836305,New York State Bar Association (NYSBA),256477,Marc Heller,1958706,Partner (Non-Brd),2017-02-01,,Member,,
Torys LLP,256497,New York State Bar Association (NYSBA),256477,Ernest Goodwin,1953786,Associate (Non-Brd),2005-09-01,2008-07-01,Member,,
Sullivan & Cromwell LLP,489314,New York State Bar Association (NYSBA),256477,Rebecca Coccaro,1941130,Special Counsel (Non-Brd),,,Member,,
Holland & Knight LLP,464601,New York State Bar Association (NYSBA),256477,Alan Cohen,1945493,Partner (Non-Brd),2017-03-01,,Member,,
Sidley Austin LLP (Sidley Austin Brown & Wood LLP prior to 01/2006),836052,New York State Bar Association (NYSBA),256477,Santosh Gujadhur,1965184,Associate (Non-Brd),2006-01-01,2011-01-01,Member,,
Grow Solutions Holdings Inc (GRSO) (LightTouch Vein & Laser Inc prior to 06/2015),1660857,New York State Bar Association (NYSBA),256477,Alyce Schreiber,1951133,Director -  SD (Brd) (SD),,,Member,,
Sidley Austin LLP (Sidley Austin Brown & Wood LLP prior to 01/2006),836052,New York State Bar Association (NYSBA),256477,Wendy Lazerson,1966189,Partner (Non-Brd),2012-03-01,,Member,,
Schnader Harrison Segal & Lewis LLP,78842,New York State Bar Association (NYSBA),256477,Cynthia Fischer,1962018,Partner (Non-Brd),2005-11-16,2018-01-01,Member,,
Jones Day (Jones Day Reavis & Pogue prior to 01/2003),1204724,New York State Bar Association (NYSBA),256477,W Kastner,1962013,Senior Counsel (Non-Brd),2003-12-01,2006-02-01,Member,,
Mayer Brown LLP (Mayer Brown Rowe & Maw LLP prior to 09/2007),483619,New York State Bar Association (NYSBA),256477,Mark Leeds,1940605,Partner (Non-Brd),2013-01-01,,Member,,
Fried Frank Harris Shriver & Jacobson LLP,48048,New York State Bar Association (NYSBA),256477,Bonnie Kayatta-Steingart,1968313,Of Counsel (Non-Brd),2013-01-01,,Member,,
Duane Morris LLP (Formerly known as Duane Morris & Heckscher LLP),91111,New York State Bar Association (NYSBA),256477,Arthur Silverman,1964605,Partner (Non-Brd),2008-12-01,2018-01-01,Committee Member,,
DLA Piper LLP (US),931739,New York State Bar Association (NYSBA),256477,Andrew Escobar,1963563,Partner (Non-Brd),2017-01-01,,Member,,
Smith Gambrell & Russell LLP (Formerly known as Smith Cohen Ringel Kohler & Martin),103872,New York State Bar Association (NYSBA),256477,Christopher FitzPatrick,1955195,Partner (Non-Brd),2010-01-01,2018-01-01,Member,,
