name,name_id,dob,dod,age,gender,nationality
Carlos Rodriguez-Pastor Persivale Jr,1093552,1959,n.a.,60,M,
Binoo Krishna,1093559,1970,n.a.,49,M,
Shai Stern,1093561,1975,n.a.,44,M,American
Miriam Brittle,1093563,n.a.,n.a.,,F,
Adam Tankersley,1093564,n.a.,n.a.,,M,
Imran Haider,1093565,n.a.,n.a.,,M,
Jim Davenport,1093566,n.a.,n.a.,,M,
Greg Dahms,1093568,n.a.,n.a.,,M,
Nick Graves,1093569,n.a.,n.a.,,M,
Josh Schwartz,1093571,n.a.,n.a.,,M,
Ulzii Chuluun,1093572,n.a.,n.a.,,M,
Marcel VanDerwal,1093573,n.a.,n.a.,,M,
Kelly Johnson,1093574,n.a.,n.a.,,M,
Doctor Bob Boorstein,1093577,n.a.,n.a.,,M,
Harry Pforzheimer III,1093580,n.a.,n.a.,,M,
Steve Malik,1093581,1965,n.a.,54,M,American
James Salem,1093582,n.a.,n.a.,,M,
Henry Cheng,1093584,1968,n.a.,51,M,
Bill Rock,1093586,n.a.,n.a.,,M,American
Jerry Natoli,1093592,n.a.,n.a.,,M,
Doctor Dorota Schranz,1093604,n.a.,n.a.,,F,
Doctor Edwin Merrifield,1093605,n.a.,n.a.,,M,
Dave Swezey,1093606,n.a.,n.a.,,M,
Jason Ray,1093607,n.a.,n.a.,,M,
Guido Bressani,1093635,n.a.,n.a.,,M,
Jeffrey Deuel,1093654,1958,n.a.,61,M,
Jeff Kwitowski,1093655,n.a.,n.a.,,M,
Sandy Kwan,1093656,n.a.,n.a.,,F,
Sarah Nixon-Suggitt,1093657,n.a.,n.a.,,F,
David Hodgson,1093658,n.a.,n.a.,,M,
Dave Smith,1093659,n.a.,n.a.,,M,
Christine Tan,1093660,n.a.,n.a.,,F,
Bill White,1093661,1967,n.a.,52,M,American
Ben Wilson,1093662,29 Jun 1951,n.a.,68,M,
Geordie Young,1093663,n.a.,n.a.,,M,
Mohamed Donia,1093664,n.a.,n.a.,,M,
Gregory Anderson,1093665,1963,n.a.,56,M,
Ryan Dearborn,1093666,n.a.,n.a.,,M,
Jim Schroer,1093668,1952,n.a.,67,M,
Gerry Komlofske,1093669,1957,n.a.,62,M,
Yaacov Heidingsfeld,1093670,n.a.,n.a.,,M,
Peter Bowie,1093671,1946,n.a.,73,M,
Mark Mayerfeld,1093673,1967,n.a.,52,M,American
Matt Bonaccorso,1093674,1952,n.a.,67,M,
Gaylin Anderson,1093675,1966,n.a.,53,M,
Joseph Abraham,1093676,n.a.,n.a.,,M,
Rob Hallett,1093678,n.a.,n.a.,,M,
Elaine Holland,1093679,n.a.,n.a.,,F,
Dirk Groe Wrdemann,1093680,1962,n.a.,57,M,
Jay Morakis,1093681,n.a.,n.a.,,M,
Ambassador Martha Lara-Alatorre,1093682,n.a.,n.a.,,F,
Denis Healy Sr,1093686,n.a.,n.a.,,M,
Steve Sibert,1093687,n.a.,n.a.,,M,
William Becker,1093689,1929,n.a.,90,M,
Michael Scott,1093690,1958,n.a.,61,M,
Doctor Jonathan Koon-shum,1093691,1958,n.a.,61,M,
Bruce Nicholson,1093695,n.a.,n.a.,,M,
Bill Mcknight Jr,1093697,1938,n.a.,81,M,
Greg Kroll,1093699,n.a.,n.a.,,M,
Bob Gaston,1093700,n.a.,n.a.,,M,
Rick Edge,1093701,n.a.,n.a.,,M,
Jared Newsom,1093702,n.a.,n.a.,,M,
Eugene Donnelly,1093703,1958,n.a.,61,M,
Doctor Ernest Stern,1093705,n.a.,n.a.,,M,
David Stileman,1093707,1951,n.a.,68,M,
Adam Cooper,1093708,18 Sep 1962,n.a.,56,M,
Alex Lurye,1093709,05 Feb 1969,n.a.,50,M,
Jaine Mehring,1093710,n.a.,n.a.,,F,
Tom Miglis,1093712,n.a.,n.a.,,M,
Doctor Kaveh Alamouti,1093713,12 Oct 1954,n.a.,64,M,Iranian
Marty Weiland,1093714,1949,n.a.,70,M,
Ryan Garino,1093715,1976,n.a.,43,M,
David Grossman,1093717,n.a.,n.a.,,M,
Brandon Haley,1093719,1974,n.a.,45,M,
David Hensle,1093721,1981,n.a.,38,M,
Derek Kaufman,1093723,n.a.,n.a.,,M,
Bill King,1093724,n.a.,n.a.,,M,
Jeff Runnfeldt,1093725,1965,n.a.,54,M,
Mark Stainton,1093727,n.a.,n.a.,,M,
Jon Venetos,1093730,n.a.,n.a.,,M,
Steve Weller,1093732,n.a.,n.a.,,M,
Becket Wolf,1093733,n.a.,n.a.,,M,
Andy Kolinsky,1093736,1960,n.a.,59,M,
Brian Maier,1093738,n.a.,n.a.,,M,
Greg Waring,1093740,1968,n.a.,51,M,
Carl Mayer,1093741,n.a.,n.a.,,M,
Paul Pepe,1093743,1958,n.a.,61,M,
Doctor Brian Lawrence,1093747,1970,n.a.,49,M,
Heribert Stumpf,1093751,27 Feb 1962,n.a.,57,M,
Phil Facchina,1093754,1961,n.a.,58,M,
Michael Becker,1093759,1962,n.a.,57,M,
Steve Conner,1093762,1964,n.a.,55,M,
Klaus Stegemann,1093769,1955,n.a.,64,M,
Paul Zimmerman,1093770,n.a.,n.a.,,M,
Michel de Zeeuw,1093781,n.a.,n.a.,,M,
Karlis Cerbulis,1093783,1959,n.a.,60,M,
Sue Suckling,1093791,n.a.,n.a.,,F,
Hiro Mitsuchi,1093792,1938,n.a.,81,M,
Bill Albrecht,1093793,n.a.,n.a.,,M,
Lisa Boksenbaum,1093794,1973,n.a.,46,F,
Steve Wigley,1093796,1956,n.a.,63,M,
Doctor Peter Pronovost,1093797,1965,n.a.,54,M,
Eric Bret,1093798,n.a.,n.a.,,M,
Dean Schauer,1093799,1963,n.a.,56,M,
John Watson,1093800,1959,n.a.,60,M,
Jon Koch,1093801,n.a.,n.a.,,M,
Lisa Uthgenannt,1093802,1960,n.a.,59,F,
Colin Savoy,1093803,n.a.,n.a.,,M,
The Hon. Jim Prentice,1093812,20 Jul 1956,n.a.,62,M,Canadian
Jane Judd,1093813,1947,n.a.,72,F,
Jeffrey Fox,1093814,1955,n.a.,64,M,
Neysa Alecu,1093815,1964,n.a.,55,F,
George Newman,1093816,n.a.,n.a.,,M,
Brian Cejka,1093818,1973,n.a.,46,M,
Fred Furry,1093819,1968,n.a.,51,M,American
Arshad Sayed,1093820,n.a.,n.a.,,M,
Sherrill Corbett,1093821,1970,n.a.,49,F,
Mike Garber,1093823,1957,n.a.,62,M,
Keith Mayer,1093826,1965,n.a.,54,M,
Sujeet Kini,1093827,1962,n.a.,57,M,
James Latham,1093829,1958,n.a.,61,M,
Doctor Chris Boerner,1093830,1970,n.a.,49,M,
Chang Liu,1093832,1967,n.a.,52,M,
Randy Hedrick,1093833,n.a.,n.a.,,M,
Julia Steyn,1093836,n.a.,n.a.,,F,Russian
George King,1093838,n.a.,n.a.,,M,
Steve Muscato,1093842,n.a.,n.a.,,M,
Dave Ginsburg,1093847,1963,n.a.,56,M,
Lori Varlas,1093850,1962,n.a.,57,F,
Doctor Stephen Price,1093852,n.a.,n.a.,,M,
Alan Trees,1093856,n.a.,n.a.,,M,
Michelle Morey,1093868,n.a.,n.a.,,F,
Scott Williams,1093877,n.a.,n.a.,,M,
Ramsey Hashem,1093878,n.a.,n.a.,,M,
Izzy Azeri,1093881,n.a.,n.a.,,M,
Jonathan Skaines,1093885,n.a.,n.a.,,M,
Tom Nawara,1093886,n.a.,n.a.,,M,
Paul McMahon,1093887,1969,n.a.,50,M,
Matt Manley,1093888,n.a.,n.a.,,M,
John Klein,1093889,n.a.,n.a.,,M,
Suelyn Kim,1093890,n.a.,n.a.,,F,
Andrew Hsu,1093892,1975,n.a.,44,M,
Dave Harrelson,1093893,n.a.,n.a.,,M,
Kevin Doohan,1093894,n.a.,n.a.,,M,
Laura Formusa,1093895,1955,n.a.,64,F,
Mike Oliver,1093897,1948,n.a.,71,M,
Aaron Hoffman,1093898,n.a.,n.a.,,M,
Richard Lumb,1093900,06 Apr 1961,n.a.,58,M,
Dave Wareham,1093901,1966,n.a.,53,M,
Paul O'Donnell,1093902,1958,n.a.,61,M,
Tom Colvin,1093903,n.a.,n.a.,,M,
Jim Saladin,1093904,n.a.,n.a.,,M,
Dave Fenty,1093906,n.a.,n.a.,,M,
Julian Ludlow,1093908,n.a.,n.a.,,M,
Paul Jasko,1093909,n.a.,n.a.,,M,
Scott Leveridge,1093910,n.a.,n.a.,,M,
Robert Brennan,1093911,n.a.,n.a.,,M,
Chris Higham,1093912,n.a.,n.a.,,M,
Doris Oloton,1093913,n.a.,n.a.,,F,
Andre Smith,1093914,n.a.,n.a.,,M,
Walt Smith,1093915,n.a.,n.a.,,M,
Yoav Kirmayer,1093916,1972,n.a.,47,M,
Connie Johnston,1093917,n.a.,n.a.,,F,
Bob McMillan,1093918,1952,n.a.,67,M,
Andy Argento,1093919,n.a.,n.a.,,M,
Andrew Pardue,1093920,n.a.,n.a.,,M,
Ron Turner,1093926,1945,n.a.,74,M,
David Olund,1093927,n.a.,n.a.,,M,
Doctor Iman El-Hariry,1093928,n.a.,n.a.,,F,
Todd Langusch,1093929,1971,n.a.,48,M,
Joy Nyberg,1093931,n.a.,n.a.,,F,
David Morton Jr,1093932,1972,n.a.,47,M,
Barbara Becker,1093933,n.a.,n.a.,,F,
Dennis Meulemans,1093938,1950,n.a.,69,M,
Elizabeth Dreyer,1093939,1962,n.a.,57,F,
Paul Tibbits,1093940,1941,n.a.,78,M,
Gregory Hazlett,1093941,1965,n.a.,54,M,
Frank Alberto Jr,1093942,n.a.,n.a.,,M,
Neal Lehman,1093943,29 Jun 1943,n.a.,76,M,American
Christy Pambianchi,1093944,1968,n.a.,51,F,
Doctor Gary Calabrese,1093945,1957,n.a.,62,M,
Holly McComb,1093946,25 Mar 1975,n.a.,44,F,British
Mike Brand,1093960,1958,n.a.,61,M,
Dave Castagnola,1093961,1957,n.a.,62,M,
Sandy Macfarlane,1093964,27 Nov 1954,n.a.,64,M,American
Pat Harper,1093965,1964,n.a.,55,M,
Joachim Braun,1093967,1961,n.a.,58,M,
Brian Murphy,1093970,n.a.,n.a.,,M,
David Brown,1093972,1962,n.a.,57,M,
Steve Robinson,1093973,n.a.,n.a.,,M,
John Carlson Sr,1093982,n.a.,01 Feb 2014,,M,
Marty Hedlund,1093983,n.a.,n.a.,,M,
Rich Block,1093984,n.a.,n.a.,,M,
Monica Holec,1093985,n.a.,n.a.,,F,
Ronnie Kaplan,1093986,n.a.,n.a.,,M,
David Burcham,1093987,n.a.,n.a.,,M,
Sean Gartland,1093988,1963,n.a.,56,M,
Maura Hart,1093992,n.a.,n.a.,,F,
Steven Gallacher,1093994,n.a.,n.a.,,M,
Doctor Dan Arvizu,1093996,n.a.,n.a.,,M,
Marie Chandoha,1093999,n.a.,n.a.,,F,
Mary Crego,1094002,n.a.,n.a.,,F,
Mufit Cinali,1094004,1958,n.a.,61,M,
Doctor Klaus Moosmayer,1094005,n.a.,n.a.,,M,
Jason Rabbino,1094007,n.a.,n.a.,,M,
Harry Briggs,1094008,Feb 1977,n.a.,42,M,British
Doctor Cormac Kilty,1094010,Nov 1953,n.a.,65,M,Irish
Ron Lombardi,1094011,1964,n.a.,55,M,
Tanya Jamison,1094014,n.a.,n.a.,,F,
Tatyana Seredyuk,1094018,n.a.,n.a.,,F,
Russell Goodman,1094024,May 1953,n.a.,66,M,Canadian
Jeff Osborne,1094029,1965,n.a.,54,M,
Sherri Rodriguez,1094030,n.a.,n.a.,,F,
Marc Cramer,1094035,1958,n.a.,61,M,
Allan Rose,1094038,n.a.,n.a.,,M,
Charles Quick,1094041,1986,n.a.,33,M,
Greg Faherty,1094042,1943,n.a.,76,M,
Myron Gramelspacher,1094043,n.a.,n.a.,,M,
Rob Gellings,1094044,n.a.,n.a.,,M,
Mike Gavin,1094045,n.a.,n.a.,,M,
Dave Smith,1094046,1947,n.a.,72,M,
Bill Stewart,1094047,n.a.,n.a.,,M,
Dave Loesche,1094048,n.a.,n.a.,,M,
Don Dickson,1094049,n.a.,n.a.,,M,
James Carroll Jr,1094051,n.a.,n.a.,,M,
Craig Henderson,1094053,n.a.,n.a.,,M,American
Doctor Michael Lowenstein,1094054,n.a.,n.a.,,M,
Mike Dailey,1094058,n.a.,n.a.,,M,
Dave Beckwith,1094059,n.a.,n.a.,,M,
Walt Cholawsky,1094060,n.a.,n.a.,,M,
Bob Biolchini,1094062,22 Sep 1939,n.a.,79,M,American
John Gilbert,1094063,n.a.,n.a.,,M,
David Rintoul,1094064,1957,n.a.,62,M,American
William Grace Jr,1094065,21 Mar 1950,n.a.,69,M,
Vasu Balakrishnan,1094067,n.a.,n.a.,,M,
Doctor Tim Fischell,1094069,n.a.,n.a.,,M,
Saji Kumar,1094072,n.a.,n.a.,,M,
Linda Brzezinski,1094073,n.a.,n.a.,,F,
Victor Li,1094075,n.a.,n.a.,,M,
Mike Walts,1094076,n.a.,n.a.,,M,
Mark Williamson,1094078,1963,n.a.,56,M,
Doctor Denis Bosc,1094079,n.a.,n.a.,,M,
Wendy Chapman,1094082,1965,n.a.,54,F,
Michael Moon,1094083,n.a.,n.a.,,M,
Ted Hellard,1094084,1954,n.a.,65,M,American
Doctor Mark Kowalski,1094085,1954,n.a.,65,M,
Doctor Gregg Smith,1094086,n.a.,n.a.,,M,
Doctor Ernest Wong,1094087,1968,n.a.,51,M,
Andy Stenovec,1094088,n.a.,n.a.,,M,
Elena Logan,1094090,1963,n.a.,56,F,American
Doctor Bill Jones,1094091,1955,n.a.,64,M,
John Armstrong,1094094,1949,n.a.,70,M,
Christian Cook,1094096,1970,n.a.,49,M,
Alyson Jackson,1094097,n.a.,n.a.,,F,
Rick Tullio,1094098,n.a.,n.a.,,M,
Alan Straus,1094101,n.a.,n.a.,,M,
Sherry Isenberg,1094102,1950,n.a.,69,F,
Richard Seager,1094104,1957,n.a.,62,M,
Greg Saunders,1094105,1963,n.a.,56,M,
Doctor Benjamin Yeung,1094106,1957,n.a.,62,M,
Doctor Charles Huang,1094107,1965,n.a.,54,M,
Vincent Wang,1094109,1973,n.a.,46,M,
Stewart Teaver,1094122,1956,n.a.,63,M,
Mick Spach,1094123,1958,n.a.,61,M,American
Gary Gilbert,1094124,n.a.,n.a.,,M,
Fred Hazzan,1094126,n.a.,n.a.,,M,
Doctor Francisco Ros,1094128,1950,n.a.,69,M,Spanish
Patti Poppe,1094129,1969,n.a.,50,F,
Michele Parsons,1094130,1963,n.a.,56,F,
Virginia McAuliffe,1094131,n.a.,n.a.,,F,
Joe McCabe,1094132,n.a.,n.a.,,M,
Niki Parris,1094133,n.a.,n.a.,,F,
Karen Ethington,1094134,Nov 1958,n.a.,60,F,American
Bonnie Lockwood,1094135,n.a.,n.a.,,F,
Martin McGuinness,1094138,n.a.,n.a.,,M,
Whitney Ashley,1094139,n.a.,n.a.,,F,
Joan Berg,1094141,29 Dec 1965,n.a.,53,F,American
Jeff Halldin,1094142,n.a.,n.a.,,M,
Ken Janosick,1094145,1961,n.a.,58,M,
