name,name_id,dob,dod,age,gender,nationality
Ravi Subramanian,1472417,n.a.,n.a.,,M,
Yaniv Tepper,1472418,n.a.,n.a.,,M,
Chip Cale III,1472419,09 Sep 1963,n.a.,55,M,American
Doctor Zaher Andraus,1472420,n.a.,n.a.,,M,
Kjell Andreassen,1472422,n.a.,n.a.,,M,
Ram Varadarajan,1472423,Jun 1959,n.a.,60,M,Indian
Leslie Barrett,1472424,n.a.,n.a.,,F,
Nigel Brooks,1472425,n.a.,n.a.,,M,
Dawn Hocking,1472426,n.a.,n.a.,,F,American
Sam Veazey,1472427,1961,n.a.,58,M,
Dave Long,1472428,n.a.,n.a.,,M,American
Doctor Paul Mittman,1472430,n.a.,n.a.,,M,
Mary Palomino,1472431,1954,n.a.,65,F,
Aqeel Shahid,1472433,n.a.,n.a.,,M,
Steve Skirvin,1472434,n.a.,n.a.,,M,
Melody Johnson,1472436,n.a.,n.a.,,F,
Meghan Dorn,1472437,n.a.,n.a.,,F,
Courtney McIntyre,1472438,n.a.,n.a.,,F,
Julie Flanigan,1472439,n.a.,n.a.,,F,
Cristiana Camisotti,1472440,Aug 1981,n.a.,37,F,British
Martin Smith,1472441,n.a.,n.a.,,M,
Tom McDonough,1472442,1968,n.a.,51,M,
Emmett McGee Jr,1472443,1959,n.a.,60,M,
Gerard McInnis,1472444,1964,n.a.,55,M,
James McKenna,1472445,1952,n.a.,67,M,
Susan McKenna,1472446,1955,n.a.,64,F,
Wendy Mellk,1472447,1966,n.a.,53,F,
Tracey Merwise,1472448,n.a.,n.a.,,F,
Avi Meyerstein,1472449,1977,n.a.,42,M,
Shannon Miller,1472450,n.a.,n.a.,,F,
Kirsten Milton,1472451,n.a.,n.a.,,F,
David Montgomery,1472452,1958,n.a.,61,M,
Victor Montoya,1472453,n.a.,n.a.,,M,
Lillian Moon,1472454,1974,n.a.,45,F,
Mary Moore,1472455,1958,n.a.,61,F,
Jody Moran,1472456,1958,n.a.,61,F,
Kathryn Moran,1472457,n.a.,n.a.,,F,
Colby Morgan Jr,1472458,n.a.,n.a.,,M,
Catharine Morisset,1472459,1971,n.a.,48,F,
Ryan Morley,1472460,1976,n.a.,43,M,
Robert Morsilli,1472461,n.a.,n.a.,,M,
Peter Moskowitz,1472462,1964,n.a.,55,M,
Gary Moss,1472463,n.a.,n.a.,,M,
Doctor Louis Civitarese,1472464,n.a.,n.a.,,M,
Peter Moss,1472465,1966,n.a.,53,M,
Misti Mukherjee,1472466,1967,n.a.,52,F,
Patrick Mullin,1472467,n.a.,n.a.,,M,
James Mulroy II,1472468,n.a.,n.a.,,M,
Peter Munger,1472469,1953,n.a.,66,M,
Stephen Munger,1472470,1956,n.a.,63,M,
Maggie Murphy,1472471,n.a.,n.a.,,F,
Robert Murphy,1472472,n.a.,n.a.,,M,
Rhonda Nabors,1472473,1971,n.a.,48,F,
David Nagle,1472474,1954,n.a.,65,M,
Joy Napier-Joyce,1472475,n.a.,n.a.,,F,
Robert Neale,1472477,n.a.,n.a.,,M,
Michael Neifach,1472478,1967,n.a.,52,M,
Matt Nieman,1472479,1976,n.a.,43,M,
Peter Nohle,1472480,1971,n.a.,48,M,
John Nolan,1472481,1957,n.a.,62,M,
O Norris III,1472482,n.a.,n.a.,,M,
David Novak,1472484,n.a.,n.a.,,M,
Mindy Novick,1472485,1952,n.a.,67,F,
Stan Erickson,1472486,1950,n.a.,69,M,
Mike Weatherly,1472488,n.a.,n.a.,,M,
Gilad Walden,1472490,n.a.,n.a.,,M,
Kelly Lunder,1472492,n.a.,n.a.,,F,
Scott Roth,1472494,n.a.,n.a.,,M,
Ali Alshadokhi,1472495,n.a.,n.a.,,M,
Alejandro Reynal Ample,1472497,1973,n.a.,46,M,
Anthony Cioffi,1472508,n.a.,n.a.,,M,
Linda Topping,1472512,n.a.,n.a.,,F,
Scott Waynebern,1472516,n.a.,n.a.,,M,
Mike Kramer,1472517,1972,n.a.,47,M,
Rob Gollhofer,1472518,n.a.,n.a.,,M,
Darryl Johnson,1472519,n.a.,n.a.,,M,
Dan Kearney,1472520,n.a.,n.a.,,M,
Sharon Keyser,1472521,n.a.,n.a.,,F,
Nicole Knell,1472522,n.a.,n.a.,,F,
Randall Martinez,1472523,n.a.,n.a.,,M,
Chris Park,1472525,n.a.,n.a.,,M,
Phil Recht,1472526,n.a.,n.a.,,M,
Dennis Rodriguez,1472527,n.a.,n.a.,,M,
Ron Rogers,1472528,n.a.,n.a.,,M,
Michael Rouse,1472529,n.a.,n.a.,,M,
J Scheeringa,1472530,n.a.,n.a.,,M,
Sandra Seville-Jones,1472531,n.a.,n.a.,,F,
Mike Silacci,1472532,n.a.,n.a.,,M,
Cameron Smith,1472533,n.a.,n.a.,,M,
Elizabeth Stephenson,1472535,n.a.,n.a.,,F,
Doctor Christopher Thornberg,1472536,17 Oct 1967,n.a.,51,M,American
James Williams,1472537,n.a.,n.a.,,M,
George Warren Jr,1472540,1969,n.a.,50,M,American
John Sullivan,1472542,n.a.,n.a.,,M,
Andy Hixson,1472543,1983,n.a.,36,M,
Barry Gernstetter,1472544,n.a.,n.a.,,M,
Pam Bolton,1472545,n.a.,n.a.,,F,
Kim Bauer,1472546,n.a.,n.a.,,F,
Dennis Callier,1472547,n.a.,n.a.,,M,
Matt D'Rion,1472548,n.a.,n.a.,,M,
Mark Evans,1472550,n.a.,n.a.,,M,
Pat McDermott,1472551,n.a.,n.a.,,M,
Deborah Russell,1472552,n.a.,n.a.,,F,
Brenda Tucker,1472553,n.a.,n.a.,,F,
Debbie Ward,1472554,n.a.,n.a.,,F,
Tony White,1472555,n.a.,n.a.,,M,
Deb Pinson,1472556,n.a.,n.a.,,F,
Darlene Horton,1472557,n.a.,n.a.,,F,
Shannon Drohan,1472558,n.a.,n.a.,,F,
Sherry Menor-McNamara,1472560,1972,n.a.,47,F,American
Kimi-Anne Houston-Sur,1472561,n.a.,n.a.,,F,
Jennifer Domaloan,1472562,n.a.,n.a.,,F,
Haley Evans,1472563,n.a.,n.a.,,F,
Tracey Saiki,1472564,n.a.,n.a.,,F,
Pono Chong,1472565,n.a.,n.a.,,M,
Lori Abe,1472566,n.a.,n.a.,,F,
Bianca Mordasini,1472567,n.a.,n.a.,,F,
Matt Spencer,1472568,n.a.,n.a.,,M,
Pat McMahon,1472569,1962,n.a.,57,M,
Keenan Porter,1472570,n.a.,n.a.,,M,
Jim Young,1472571,n.a.,n.a.,,M,
Dennis Francis,1472572,n.a.,n.a.,,M,
Kevin Brown,1472573,1967,n.a.,52,M,
Patti Carroll,1472574,n.a.,n.a.,,F,
Jeff Hilimire,1472575,n.a.,n.a.,,M,
Arnie Birmingham,1472576,n.a.,n.a.,,M,
Dave Trosper,1472577,n.a.,n.a.,,M,
Bryant Tong,1473923,1957,n.a.,62,M,
Doctor Robert Bussenger,1472578,n.a.,n.a.,,M,
Kippen de alba Chu,1472582,n.a.,n.a.,,M,
Bob Mathews,1472583,n.a.,n.a.,,M,
Helen McSwain,1472584,n.a.,n.a.,,F,
Jimmy Chan,1472585,n.a.,n.a.,,M,
Rich Perkey,1472587,n.a.,n.a.,,M,
Bernie Coleman,1472588,n.a.,n.a.,,M,
Signe Godfrey,1472589,n.a.,n.a.,,F,
Chris Spears,1472590,n.a.,n.a.,,M,
Jeffery Harris,1472591,n.a.,n.a.,,M,
Jennifer Hee,1472592,n.a.,n.a.,,F,
Mike Russell,1472593,n.a.,n.a.,,M,
Dutch Kuyper,1472594,n.a.,n.a.,,M,
Scott Selig,1472595,n.a.,n.a.,,M,
Jeff Sharritts,1472596,n.a.,n.a.,,M,
Louise Wells,1472598,n.a.,n.a.,,F,
Linda Larkin,1472608,n.a.,n.a.,,F,
Ralph Peperoni,1472609,n.a.,n.a.,,M,
Bill Rapp,1472610,1944,n.a.,75,M,
Doctor Melanie Galloway,1472611,n.a.,n.a.,,F,
Aaron Armstrong,1472612,n.a.,n.a.,,M,
Diane Presley,1472613,n.a.,n.a.,,F,
Jimmy Jordan,1472614,n.a.,n.a.,,M,
Kim Morris,1472615,n.a.,n.a.,,F,
Doctor DeAnna Elsea,1472616,n.a.,n.a.,,F,
Pattie Krepela,1472617,1976,n.a.,43,F,
Bryan Luke,1472620,n.a.,n.a.,,M,
Kurt Matsumoto,1472621,n.a.,n.a.,,M,
Alicia Moy,1472622,1978,n.a.,41,F,
Cameron Nekota,1472623,1976,n.a.,43,M,American
Mitchell Nishimoto,1472624,n.a.,n.a.,,M,
V Roley,1472625,n.a.,n.a.,,M,
David Tumilowicz,1472626,n.a.,n.a.,,M,
Gayle Adams,1472627,n.a.,n.a.,,F,
Chris van Bergeijk,1472628,n.a.,n.a.,,F,
Jaime Alvarez,1472630,n.a.,n.a.,,M,
Mike Wright,1472631,n.a.,n.a.,,M,
Neal Yokota,1472632,n.a.,n.a.,,M,
Robert Barrett,1472633,n.a.,n.a.,,M,
Randy Cogar,1472634,n.a.,n.a.,,M,
Kurt Osaki,1472635,n.a.,n.a.,,M,
