name,name_id,dob,dod,age,gender,nationality
Lanny Yeates,761975,02 Dec 1945,n.a.,73,M,American
Paul Risberg,761976,1959,n.a.,60,M,
Dave Colburn,761979,1947,n.a.,72,M,
Cery Perle,761980,1962,n.a.,57,M,
Ed O'Brien,761981,1956,n.a.,63,M,
Paul Thompson,761982,1948,n.a.,71,M,
Edward Hagen,761983,1973,n.a.,46,M,
Tom Furr,761984,1967,n.a.,52,M,
Harvey Schneider,761985,1963,n.a.,56,M,
Fred Conte,761986,1952,n.a.,67,M,
Robert Binkele,761987,n.a.,n.a.,,M,
Ivor Newman,761988,1965,n.a.,54,M,
Aleatha Denton,761989,1960,n.a.,59,F,
Darryl Adams,761990,1975,n.a.,44,M,
Jenell Fontes,761991,1966,n.a.,53,F,
Andrew Zoreff,761993,1946,n.a.,73,M,
Neile King,761995,1971,n.a.,48,M,
Jim Collord,761996,1946,n.a.,73,M,
George Cahill,761997,1948,n.a.,71,M,
Pete Parsley,761998,1960,n.a.,59,M,
Tim Krist,761999,1968,n.a.,51,M,
Dennis Nouri,762000,Dec 1953,n.a.,65,M,American
Manuel Vierra,762001,n.a.,n.a.,,M,
Eric Jones,762003,1962,n.a.,57,M,
Doctor Robin McRae,762004,1941,n.a.,78,M,
Jeff LeRose,762005,1944,n.a.,75,M,
Ed Fields,762006,1938,n.a.,81,M,
Jiangyong Ji,762008,1955,n.a.,64,M,
Nicholas Sinigaglia,762009,1969,n.a.,50,M,
Jing Long,762010,1953,n.a.,66,F,
Mark Western,762011,1963,n.a.,56,M,British
Francis Clear,762012,Nov 1954,n.a.,64,M,South African
Gerald Goodman,762013,1949,n.a.,70,M,
Jack Bodziak Jr,762014,1974,n.a.,45,M,
Mike Stuart,762016,1968,n.a.,51,M,
Mike Vosbein,762017,1947,n.a.,72,M,
Jim Ji,762018,1980,n.a.,39,M,
Donna Parsons,762020,1968,n.a.,51,F,
William Ottens,762021,1950,n.a.,69,M,
Marty Horge,762023,n.a.,n.a.,,F,
Edward Handler III,762024,1937,n.a.,82,M,
Ji Ling,762025,1959,n.a.,60,F,
Patrick Downey,762027,1941,15 Jan 2009,72,M,
Mike Turber,762028,1967,n.a.,52,M,
Doctor Donald Mowbray,762029,1937,n.a.,82,M,
Sam Schwartz,762030,1919,n.a.,100,M,
Doctor Christopher Coccio,762031,1941,n.a.,78,M,
Philip Strasburg,762032,1938,n.a.,81,M,
Anju Tandon,762033,n.a.,n.a.,,F,
John Barton,762034,n.a.,n.a.,,M,
Stephen Bagley,762035,1963,n.a.,56,M,
Nicole Wright,762036,1950,n.a.,69,F,
Rene Gomez,762037,n.a.,n.a.,,M,
David Frankel,762038,1947,n.a.,72,M,
Terri Wiest,762039,1946,n.a.,73,F,
Michael Repetto,762040,1961,n.a.,58,M,
Martin Chaput,762041,1968,n.a.,51,M,
Tony Souza,762042,1940,n.a.,79,M,
Don Walters,762043,n.a.,n.a.,,M,
Dean Andal,762044,23 Oct 1959,n.a.,59,M,American
Sun Po,762045,1951,n.a.,68,M,Canadian
Matt Kerper,762046,1976,n.a.,43,M,
Vincent Demaio,762047,1937,n.a.,82,M,
Bob Silva,762048,1944,n.a.,75,M,
George Chua,762049,1958,n.a.,61,M,
Bryan Kenyon,762050,1971,n.a.,48,M,
Felix Chung,762053,1958,n.a.,61,M,
Alan Knitowski,762054,1971,n.a.,48,M,American
Art Holdsworth III,762055,1949,n.a.,70,M,
Luan Dang,762056,1972,n.a.,47,M,
Don Burrell,762057,1955,n.a.,64,M,Canadian
James Milano,762058,n.a.,n.a.,,M,
Randy Cherkas,762060,1964,n.a.,55,M,
Crystal Poe,762061,1981,n.a.,38,F,
Andrew Mayer Jr,762064,1956,n.a.,63,M,
Lowell Faulkenberry,762065,1952,n.a.,67,M,
Robert Lang,762066,1969,n.a.,50,M,
Doctor Paul Loeffler,762068,1948,n.a.,71,M,
Gordon Jones,762069,n.a.,n.a.,,M,
Henry Nouri,762071,1956,n.a.,63,M,
Sep Kamjoo,762072,n.a.,n.a.,,M,
Clarence Foo,762073,n.a.,n.a.,,M,
Doctor Louis Ortmann,762074,1936,n.a.,83,M,
Alex McClure,762075,n.a.,n.a.,,M,
Derek Mathieson,762076,1970,n.a.,49,M,
Dennis Cossey,762077,1946,n.a.,73,M,
Bryan Green,762079,n.a.,n.a.,,M,
Andrew Melton,762080,1947,n.a.,72,M,Vietnamese
Alex Fassbender,762081,1954,n.a.,65,M,
Todd Drummond,762083,n.a.,n.a.,,M,
Ian Bootle,762084,n.a.,n.a.,,M,
David Gelbaum,762086,1949,n.a.,70,M,
Shawn Hughes,762087,1960,n.a.,59,M,
Clayton Barlow,762088,1971,n.a.,48,M,
Joe Bartlett,762089,1958,n.a.,61,M,
Walter Pera,762090,1945,n.a.,74,M,
David Lahaie,762091,1960,n.a.,59,M,
Mary Foster,762092,n.a.,n.a.,,F,
Doctor David Simchi-Levi,762100,n.a.,n.a.,,M,
Eric Baden,762101,n.a.,n.a.,,M,
Scott Ullem,762105,1966,n.a.,53,M,
Hans Planken,762107,n.a.,n.a.,,M,
Scott McCune,762109,1956,n.a.,63,M,
Bob Bartels,762111,1948,n.a.,71,M,
Anil Gupta,762112,1958,n.a.,61,M,
John Koutras,762119,1962,n.a.,57,M,
Oded Cohen,762120,n.a.,n.a.,,M,
Susan Clark,762125,1949,n.a.,70,F,
Professor Shengli Zheng,762127,1942,n.a.,77,M,
Trevor Jones,762129,06 Apr 1941,n.a.,78,M,South African
Dave Blackwood,762134,10 Mar 1954,n.a.,65,M,British
J Bateman,762138,n.a.,n.a.,,M,
David Cohen,762142,1961,n.a.,58,M,
David Eckert,762143,1954,n.a.,65,M,
Colin Farmer,762144,1973,n.a.,46,M,
Steve Hovde,762148,n.a.,n.a.,,M,
Harry Lopes,762150,Oct 1977,n.a.,41,M,British
Patrick Osinski,762151,n.a.,n.a.,,M,
Bill Brett Jr,762153,n.a.,n.a.,,M,
Kevin Toomy,762161,1953,n.a.,66,M,
Joop Ruijgrok,762163,n.a.,n.a.,,M,
David Sincox,762166,1939,n.a.,80,M,
Madhava Narayanan,762168,08 Aug 1962,n.a.,56,M,
Scott Gyure,762179,1955,01 Sep 2007,56,M,
Troy Reitsma,762180,n.a.,n.a.,,M,
Tanya Hackle,762184,n.a.,n.a.,,F,
Tom Euverman,762185,n.a.,n.a.,,M,
Kevin Horsnell,762186,n.a.,n.a.,,M,
John Sullivan,762187,n.a.,n.a.,,M,
Bill Sullivan,762188,n.a.,n.a.,,M,
Lisa Turcotte,762189,n.a.,n.a.,,F,
Maureen Czirfusz,762190,n.a.,n.a.,,F,
Jackie Veillette,762191,n.a.,n.a.,,F,
Joanne Dickenson,762192,n.a.,n.a.,,F,
Gilbert Van der Woerd,762193,n.a.,n.a.,,M,
Mike Stice,762194,05 Apr 1959,n.a.,60,M,
Peter Whalen,762195,n.a.,n.a.,,M,
David Nakajima,762196,1966,n.a.,53,M,
Doctor Elaine Alexander,762197,1953,n.a.,66,F,
Craig Scott,762198,n.a.,n.a.,,M,
Barry Johnson,762199,n.a.,n.a.,,M,
Karen Echols,762200,n.a.,n.a.,,F,
John Beifuss,762201,1968,n.a.,51,M,
Steve Harshbarger,762202,1968,n.a.,51,M,
Gary Siconolfi,762204,1951,n.a.,68,M,
James Gleasman,762206,1941,n.a.,78,M,
Keith Gleasman,762207,1947,n.a.,72,M,
Doctor Herbert Dobbs Jr,762209,1932,n.a.,87,M,
Dan Lee,762210,n.a.,n.a.,,M,American
Daniel Bickel,762211,1948,n.a.,71,M,
Bob Pico,762212,1945,n.a.,74,M,
Bernay Box,762213,1962,n.a.,57,M,
Joe Rizzo,762214,17 Jan 1965,n.a.,54,M,American
Meir Segev,762215,1953,n.a.,66,M,
Don Nicholson Jr,762216,1967,n.a.,52,M,
Andrew Meikle,762220,1963,n.a.,56,M,
Charles Brewer,762221,1949,n.a.,70,M,
Russ Crawford,762222,1948,n.a.,71,M,
Gayle Tinsley,762223,21 Oct 1930,25 Jun 2010,83,M,
Professor  Dr Giuseppe Remuzzi,762224,03 Apr 1949,n.a.,70,M,Italian
Doctor Abraham Shaked,762225,n.a.,n.a.,,M,
Diane Harrison,762227,1958,n.a.,61,F,
Don Merrill Jr,762229,1959,n.a.,60,M,
David Patterson,762230,1955,n.a.,64,M,
Jeff Bailey,762232,1978,n.a.,41,M,
Ed Spink,762234,Aug 1954,n.a.,64,M,
Stephen Diakow,762235,1950,n.a.,69,M,Canadian
Rachna Khanna,762236,n.a.,n.a.,,F,
Richard Carr,762237,1953,n.a.,66,M,
Doctor Ray Armstrong,762238,1933,n.a.,86,M,
Henry Mandell,762239,1957,n.a.,62,M,
Byung Yim,762240,1941,n.a.,78,M,
Christopher Keese,762241,1968,n.a.,51,M,
Carlo Civelli,762243,1951,n.a.,68,M,
Katrin Braun,762244,n.a.,n.a.,,F,Canadian
Bobbie Keese,762245,1950,n.a.,69,F,
Albert Veldhuizen,762247,1929,n.a.,90,M,
Gregg Schneider,762249,1975,n.a.,44,M,
Kimberly Lee,762252,1959,n.a.,60,F,
Marn Seol,762253,1938,n.a.,81,M,
Tom Ploeg,762254,n.a.,n.a.,,M,
Patrick Carman,762255,1950,n.a.,69,M,
Murrey Wanstrath,762256,1974,n.a.,45,M,
Jim Pace,762257,1956,n.a.,63,M,
Robert Bloch,762258,1948,n.a.,71,M,
Yin Kong,762259,1971,n.a.,48,F,
Wang Zhao,762262,1976,n.a.,43,M,
Michael Crimmins,762264,1952,n.a.,67,M,
Steve Watson,762265,1947,n.a.,72,M,
Michael Nolan,762266,1969,n.a.,50,M,
Lou DiFabio,762267,1964,n.a.,55,M,
Melinda Sartori,762268,1958,n.a.,61,F,
William Burnham,762269,1942,n.a.,77,M,
August Rheem,762270,1934,n.a.,85,M,
Hakim Bangash,762272,1969,n.a.,50,M,
Jo Painter,762273,n.a.,n.a.,,F,
Egbert Van Everdingen,762274,Jun 1961,n.a.,58,M,
Alice Burnham,762275,1948,n.a.,71,F,
Fred Filoon,762276,1943,n.a.,76,M,
Brad Mead,762277,1952,n.a.,67,M,
Joon Moon,762279,1980,n.a.,39,M,
Patty Sullivan,762280,1958,n.a.,61,F,
Fell Herdeg,762281,1970,n.a.,49,M,
Mike Wayne,762282,1960,n.a.,59,M,
Carl Palmer,762283,1934,n.a.,85,M,
Ashley Zantop,762284,1973,n.a.,46,F,
Dick Parsons,762286,1934,n.a.,85,M,
Jim Place,762287,1938,n.a.,81,M,
John Adams,762289,1940,n.a.,79,M,
Debi Kokinos,762290,1953,n.a.,66,F,
Anthony Barclae,762291,1922,n.a.,97,M,
Thomas Prusinski,762292,n.a.,n.a.,,M,
Ken Koock,762293,1945,n.a.,74,M,American
Doctor Stephen Holditch,762295,1946,n.a.,73,M,
David Bradshaw,762297,1954,n.a.,65,M,
Jerald Kallas,762298,1958,n.a.,61,M,
Randal Matkaluk,762299,1957,n.a.,62,M,
John Demoleas,762301,1959,n.a.,60,M,
AL Case Jr,762302,02 Mar 1955,n.a.,64,M,
Cris Doloc,762303,1964,n.a.,55,M,
Alexander Yim,762304,1977,n.a.,42,M,
Carmine Como,762305,1971,n.a.,48,M,
Ray Gaytan,762306,1954,n.a.,65,M,
Carl Young,762308,1942,n.a.,77,M,
John Wilk,762309,1927,n.a.,92,M,
Antonio Sticca,762310,1963,n.a.,56,M,
Lee Mendelson,762312,1972,n.a.,47,M,
James Reindl,762313,1959,n.a.,60,M,
Mary Kane,762314,n.a.,n.a.,,F,
Doug Gravink,762315,1957,n.a.,62,M,
Richard Hurd,762316,1937,n.a.,82,M,
Steven Wilk,762317,1958,n.a.,61,M,
Mary Desmond,762318,1964,n.a.,55,F,
Gary Hewitt,762319,1958,n.a.,61,M,
Stanley Youtt,762320,1946,n.a.,73,M,
Jay Smolyn,762322,1956,n.a.,63,M,
John Genesi,762323,1966,n.a.,53,M,
Raymond Burley,762324,1967,n.a.,52,M,
Steven Weber,762325,n.a.,n.a.,,M,
Vincent Cusumano,762326,1936,n.a.,83,M,
John Beck,762327,n.a.,n.a.,,M,
Ian Brodie,762328,1956,n.a.,63,M,
Thomas Monahan,762329,1947,n.a.,72,M,
Donald Spink Sr,762330,1923,n.a.,96,M,
Earle Kunzig,762331,1939,Oct 2009,74,M,
Doctor John Swint,762332,1945,n.a.,74,M,
Raymond Rekuc,762333,1946,n.a.,73,M,
Catherine Balloqui,762334,1949,n.a.,70,F,
Michael Antonopolos,762335,1952,n.a.,67,M,
Frank Erhartic Jr,762336,1968,n.a.,51,M,
Susan Wilk,762337,n.a.,n.a.,,F,
David Hong,762338,1950,n.a.,69,M,British
Julia Erhartic,762339,1967,n.a.,52,F,
Michael Holly,762341,1946,n.a.,73,M,
Jim MacKay,762342,1960,n.a.,59,M,British
Larry Steinbrueck,762343,1952,n.a.,67,M,
Dan Judd,762344,1956,n.a.,63,M,
Julien Hradecky,762347,1958,n.a.,61,M,
Lou Winoski,762348,1959,n.a.,60,M,
Marvin Loeb,762349,1927,n.a.,92,M,
Vanessa Avila,762350,1977,n.a.,42,F,
Frank Anderson,762353,1958,n.a.,61,M,
Bill Berry,762357,1938,n.a.,81,M,
Sandro Natale,762358,1969,n.a.,50,M,
Luis Abarca,762359,n.a.,n.a.,,M,
Glenn Yeik,762360,1968,n.a.,51,M,
William Dunavant,762361,n.a.,n.a.,,M,
Glen Wright,762362,1949,n.a.,70,M,
Doctor Todd Pitcher,762364,1969,n.a.,50,M,
Scott Cook,762365,1962,n.a.,57,M,
Brian Kenney,762366,1957,n.a.,62,M,
Darren Breitkreuz,762367,1970,n.a.,49,M,
Wilson Hendricks III,762368,n.a.,n.a.,,M,
Alan Stier,762369,1956,n.a.,63,M,
Jami Nachtsheim,762373,1958,n.a.,61,F,
Sergio Luz,762374,n.a.,n.a.,,M,
Tony Chiarenza,762375,n.a.,n.a.,,M,
Rick Ono,762376,1961,n.a.,58,M,
Ken Kivenko,762377,1942,n.a.,77,M,Canadian
Paul Gulyas,762378,1958,n.a.,61,M,
Richard Horowitz,762379,1941,11 Sep 2008,71,M,
McCune McCune,762381,1979,n.a.,40,M,
Doug Johnson,762382,1959,n.a.,60,M,
John Dupont,762383,1947,n.a.,72,M,
Robb Engle,762384,1971,n.a.,48,M,
David Rane,762385,1954,n.a.,65,M,
Jim Druck,762387,1942,n.a.,77,M,
Don Baker,762388,1930,n.a.,89,M,
Ed Bozydaj,762390,n.a.,n.a.,,M,
Sylvia Kamenski,762391,1953,n.a.,66,F,
J Quinn,762392,1960,n.a.,59,M,
Jordan Calvert,762393,n.a.,n.a.,,M,
Paul Desjourdy,762394,1962,n.a.,57,M,
David Abramson,762395,1941,n.a.,78,M,
Dennis Capovilla,762396,1960,n.a.,59,M,
Jean Perrotti,762397,1963,n.a.,56,M,
David Reichman,762398,1945,n.a.,74,M,American
Kent Hellebust,762399,1958,n.a.,61,M,
Mike Vargas,762400,1959,n.a.,60,M,
Chirag Patel,762401,1968,n.a.,51,M,
Chris Cecil,762402,1982,n.a.,37,M,
Bob Allan,762403,1941,n.a.,78,M,
Gus Chafoulias,762406,1935,n.a.,84,M,
Mike Valle,762407,1958,n.a.,61,M,
Doctor Neil Bergstrom,762408,1950,n.a.,69,M,
Clive Massey,762409,1960,n.a.,59,M,
Frank Benintendo,762410,1947,n.a.,72,M,
Ke Wang,762411,n.a.,n.a.,,M,
Jim Holmes,762412,1943,n.a.,76,M,
Doctor Don Gilbert,762413,1934,n.a.,85,M,
Michael Jackson,762414,1941,n.a.,78,M,
David Hobson,762415,1947,n.a.,72,M,
Greg Schatzman,762419,1954,n.a.,65,M,
Bruce Lang,762421,n.a.,n.a.,,M,
Graham Norton-Standen,762422,Feb 1957,n.a.,62,M,British
Rob Arnold,762424,n.a.,n.a.,,M,
Jerry Knight,762425,n.a.,n.a.,,M,
Rick Gimpel,762427,1947,n.a.,72,M,
Alex Radulovic,762428,n.a.,n.a.,,M,
Hemant Sonawala,762429,1937,30 May 2015,82,M,
Tom Fox,762430,1948,n.a.,71,M,
Mike Fischer,762431,n.a.,n.a.,,M,
Nancy Ross,762432,n.a.,n.a.,,F,
Chandru Jagwani,762433,1945,n.a.,74,M,
J Vaughn,762434,n.a.,n.a.,,M,
Jeff Halpern,762436,1943,n.a.,76,M,
Doctor Caili Su,762437,n.a.,n.a.,,F,
Martin Schacker,762438,1957,n.a.,62,M,
Professor  Dr Hikmet Akin,762439,1948,n.a.,71,M,
David Abel,762440,1943,n.a.,76,M,
Doctor George Kosanovich,762441,1945,n.a.,74,M,
Robert Budetti,762442,1941,n.a.,78,M,
Alexis Korybut,762443,1966,n.a.,53,M,
Doctor Kenneth Cartwright,762444,1936,n.a.,83,M,
Brian Foster,762445,1969,n.a.,50,M,
Alf Akerman,762446,1964,n.a.,55,M,
Michael Raftery,762447,n.a.,n.a.,,M,
Bruce Bergman,762448,1946,n.a.,73,M,American
Craig Wesley,762450,n.a.,n.a.,,M,
Lee Boman,762451,n.a.,n.a.,,M,
Tracie Wilson,762452,1967,n.a.,52,F,
Ditch Miller,762453,1966,n.a.,53,M,
Neil Martucci,762455,1973,n.a.,46,M,
Linda Watson,762456,1944,n.a.,75,F,
Will Martinez,762457,1953,n.a.,66,M,
Doctor Jack Kessler,762459,1951,n.a.,68,M,
Doctor Joseph Hlavka,762460,n.a.,n.a.,,M,
Fred Daniels,762461,1942,n.a.,77,M,
Doctor Gabriela Nicolau,762462,n.a.,n.a.,,F,
Christopher Paton-Gay,762463,1959,n.a.,60,M,
Mark Daniels,762464,1966,n.a.,53,M,
Jack Hamlin,762465,n.a.,n.a.,,M,
Bob Hickey,762466,1946,n.a.,73,M,
William Watson,762467,1949,n.a.,70,M,
Mark Gayman,762468,1953,n.a.,66,M,
Doctor James Craig Jr,762470,1934,n.a.,85,M,
Robert Patterson,762471,1940,n.a.,79,M,
Doctor Harry Johnston,762472,1937,n.a.,82,M,
Mark Sirangelo,762473,1961,n.a.,58,M,
Teresa Nuckols,762474,n.a.,n.a.,,F,
Donald Wells,762475,1946,n.a.,73,M,
Ron Hietala,762476,n.a.,n.a.,,M,
Don Goldstein,762477,1943,n.a.,76,M,
Joseph Kane,762478,1945,n.a.,74,M,
Richard Slansky,762479,1958,n.a.,61,M,
John Farley,762481,1949,n.a.,70,M,
Scott Oglum,762482,1957,n.a.,62,M,
J Anderson,762483,n.a.,n.a.,,M,
Francis Biscan Jr,762484,1960,n.a.,59,M,
Scott Tibbitts,762485,1958,n.a.,61,M,
Doctor Jim Richards,762487,1948,n.a.,71,M,
Jeff Shank,762489,1956,n.a.,63,M,
Fred Frederick,762491,1957,n.a.,62,M,
Linda Struble,762492,1953,n.a.,66,F,
Cliff Brown,762493,1952,n.a.,67,M,
Shaun Toker,762494,n.a.,n.a.,,M,
Ramiro Ledezma,762495,1956,n.a.,63,M,
Lois Easton,762496,1936,n.a.,83,F,
Richard Maradie,762498,1948,n.a.,71,M,
Seid Sadat,762500,1960,n.a.,59,M,
Jim Benson,762501,1945,10 Oct 2008,67,M,
Terry Randall,762502,1948,n.a.,71,M,
Rene Hamouth,762504,n.a.,n.a.,,M,
Theodore Tsagkaris,762505,1947,n.a.,72,M,
Kermit Hicks,762506,1936,n.a.,83,M,
David Browne,762508,1956,n.a.,63,M,
Eugene Lieberstein,762509,1939,n.a.,80,M,
Jon Lehmann,762510,n.a.,n.a.,,M,
William Jacobson,762512,1947,n.a.,72,M,
Henry Huber,762513,1943,n.a.,76,M,
S Karsanbhai,762515,1940,n.a.,79,M,
Doctor Ralph Thomson,762516,15 Aug 1937,23 Dec 2011,78,M,
Pat Carbaugh,762517,1944,n.a.,75,F,
Clarence Campbell,762518,n.a.,n.a.,,M,
John McDowell Sr,762520,1950,n.a.,69,M,
Brad Affleck,762522,n.a.,n.a.,,M,
