name,name_id,dob,dod,age,gender,nationality
Brigitte Gwyn,1192820,n.a.,n.a.,,F,
Kris Charles,1192821,n.a.,n.a.,,F,American
Steve Jones,1192822,1958,n.a.,61,M,
Professor  Dr Per Strmberg,1192823,14 Mar 1968,n.a.,51,M,
M Haberbusch,1192826,n.a.,n.a.,,F,
Bradley Little,1192827,n.a.,n.a.,,M,
Dwight Grimestad,1192828,n.a.,n.a.,,M,
Wade Jaques,1192829,1972,n.a.,47,M,
Sue Gerard,1192830,n.a.,n.a.,,F,
Julie Doyle,1192831,20 Apr 1963,n.a.,56,F,American
Karl Johannson,1192832,1960,n.a.,59,M,
Sacha DeGroot,1192833,n.a.,n.a.,,F,
Brandon Farmer,1192834,n.a.,n.a.,,M,
Angelia Johnson,1192835,n.a.,n.a.,,F,
Rhonda Buracker,1192836,n.a.,n.a.,,F,
Shirley Deen,1192837,n.a.,n.a.,,F,
Alice Lara,1192839,n.a.,n.a.,,F,Mexican
Tee Green III,1192840,1972,n.a.,47,M,
D Morrison,1192841,1961,n.a.,58,M,
Greg Schulenburg,1192842,1965,n.a.,54,M,
Wendy Lucio,1192843,n.a.,n.a.,,F,
Bill Esslinger Jr,1192844,1970,n.a.,49,M,
Jane Grant,1192845,n.a.,n.a.,,F,
Mike Hairston,1192846,n.a.,n.a.,,M,
Justin Barnes,1192847,n.a.,n.a.,,M,
Greg Shilling,1192848,n.a.,n.a.,,M,
John McGhee,1192849,n.a.,n.a.,,M,
Jared Lisenby,1192850,n.a.,n.a.,,M,
Graeme Hennessey,1192851,n.a.,n.a.,,M,
Scott Snapp,1192852,n.a.,n.a.,,M,
Donna Guthrie,1192853,n.a.,n.a.,,F,
Eric Grunden,1192854,n.a.,n.a.,,M,
John Ayers,1192855,n.a.,n.a.,,M,
Doctor Jim Ingram,1192856,n.a.,n.a.,,M,
D Van Marks,1192857,n.a.,n.a.,,M,
Brad Tuggle,1192858,n.a.,n.a.,,M,
Bryan Koch,1192859,n.a.,n.a.,,M,
Randy Nexsen,1192860,n.a.,n.a.,,M,
Johnathan Samples,1192861,n.a.,n.a.,,M,
Tim Bell,1192862,n.a.,n.a.,,M,
Scott Fannin,1192863,n.a.,n.a.,,M,
Rob Newman,1192864,n.a.,n.a.,,M,
Venisa Hardin,1192865,n.a.,n.a.,,F,
Katrina Rice,1192866,n.a.,n.a.,,F,
Chris Taylor,1192867,n.a.,n.a.,,M,
Bill Bruno,1192868,n.a.,n.a.,,M,
Bobby Walker Jr,1192869,n.a.,n.a.,,M,
Bick Bicknell,1192870,n.a.,n.a.,,M,American
Greg Gilbert,1192871,n.a.,n.a.,,M,
Brenda Gray,1192872,1947,n.a.,72,F,
Debbie Hutcherson,1192873,n.a.,n.a.,,F,
Claudia Pollard,1192874,n.a.,n.a.,,F,
Allen Puckett,1192875,n.a.,n.a.,,M,
Wilma Rucker,1192876,n.a.,n.a.,,F,
Vickie Spencer,1192877,n.a.,n.a.,,M,
Jason Witt,1192878,n.a.,n.a.,,M,
M Wright,1192879,n.a.,n.a.,,M,
Brian Cash,1192880,n.a.,n.a.,,M,
Betsey Bayless,1192881,10 Jan 1944,n.a.,75,F,American
Rhonda Mills,1192882,n.a.,n.a.,,F,
Karl Miller,1192883,1951,n.a.,68,M,
Pl Angell-Hansen,1192887,1969,n.a.,50,M,Norwegian
