name,name_id,dob,dod,age,gender,nationality
Deepak Chopra,1252998,n.a.,n.a.,,M,
Tom Barsi,1252999,1968,n.a.,51,M,
Marcel DePaolis,1253000,n.a.,n.a.,,M,
Andrs Kohn,1253001,n.a.,n.a.,,M,
Robert Lee,1253003,1966,n.a.,53,M,
Andrew Funderburk,1253005,n.a.,n.a.,,M,
Les Funtleyder,1253006,n.a.,n.a.,,M,
Kieran Furlong,1253007,n.a.,n.a.,,M,
Doctor Federico Goodsaid,1253008,n.a.,n.a.,,M,
Doctor Eric Furman,1253009,n.a.,n.a.,,M,
Kalim Fuzail,1253010,n.a.,n.a.,,M,
Julia Gaebler,1253011,n.a.,n.a.,,F,
Susan Garfield,1253012,n.a.,n.a.,,F,
Steven Dean,1253013,n.a.,n.a.,,M,
Doctor David Gollaher,1253015,1949,n.a.,70,M,
Michael Yang,1253017,n.a.,n.a.,,M,
Germaine Yokoyama-Heiliger,1253021,n.a.,n.a.,,F,
John Lawlor,1253022,n.a.,n.a.,,M,
Wade Chambers,1253023,1968,n.a.,51,M,
Mark Fishwick,1253024,1958,n.a.,61,M,
David Knight,1253025,1967,n.a.,52,M,
David Gass,1253026,n.a.,n.a.,,M,
Megan Gates,1253027,n.a.,n.a.,,F,
David Gilman,1253028,n.a.,n.a.,,M,
Glen Giovannetti,1253029,n.a.,n.a.,,M,
Rita Glaze,1253030,n.a.,n.a.,,F,
Tom Cooper,1253031,1959,n.a.,60,M,
Dean Hickman-Smith,1253032,1966,n.a.,53,M,
Orlando De Bruce,1253033,n.a.,n.a.,,M,
Sanjay Goorachurn,1253037,n.a.,n.a.,,M,
Jennifer Gordon,1253038,n.a.,n.a.,,F,
Kent Gossett,1253039,01 Jun 1953,08 Jun 2013,64,M,
F Goudsmit,1253040,n.a.,n.a.,,M,
Ira Rheingold,1253054,n.a.,n.a.,,M,
Grant Rogers,1253055,n.a.,n.a.,,M,
Professor Sanjit Roy,1253056,02 Aug 1945,n.a.,73,M,Indian
Patrick Joggerst,1253063,1957,n.a.,62,M,
Michael Conroy,1253065,n.a.,n.a.,,M,
Ron Steenblik,1253072,n.a.,n.a.,,M,
Matina Stevis,1253073,n.a.,n.a.,,F,Greek
Rich Trumka,1253079,24 Jul 1949,n.a.,69,M,American
Karen Wilson,1253091,n.a.,n.a.,,F,
Jody Freeman,1253092,1964,n.a.,55,F,
JT Taylor,1253093,n.a.,n.a.,,M,American
Bill White,1253094,17 May 1943,n.a.,76,M,
William Kirby,1253096,1950,n.a.,69,M,
Whitney Kegley,1253098,1975,n.a.,44,F,
Michael Vaughn,1253102,n.a.,n.a.,,M,
Oliver Dange,1253104,1968,n.a.,51,M,
Carl Austin,1253105,1939,n.a.,80,M,
Aryn Gruneisen,1253110,n.a.,n.a.,,F,
Rosemberg Araujo,1253114,n.a.,n.a.,,M,
Ariel Chaus,1253115,n.a.,n.a.,,M,
Vincent Camuto,1253116,04 Jun 1936,21 Jan 2015,82,M,American
Alex Del Cielo,1253118,n.a.,n.a.,,M,
Michael Patsalos-Fox,1253121,1952,n.a.,67,M,Cypriot
Liz Lynch,1253122,n.a.,n.a.,,F,
Matt Jenkins,1253123,1976,n.a.,43,M,
Marcus Daley,1253125,n.a.,n.a.,,M,
Megan McCormick,1253126,n.a.,n.a.,,F,
Sukhi Jagpal,1253127,1974,n.a.,45,M,
Sherri Summers,1253128,n.a.,n.a.,,F,
Christie Scott,1253129,n.a.,n.a.,,F,
Sharon Blanchette,1253130,n.a.,n.a.,,F,
Stefanie Bacher,1253131,n.a.,n.a.,,F,
Alfredo Schwarz,1253132,n.a.,n.a.,,M,
Vladimir Gomez,1253133,n.a.,n.a.,,M,
Adir Katzav,1253135,1970,n.a.,49,M,
Matt Schuffert,1253136,1972,n.a.,47,M,
J Sykes,1253137,n.a.,n.a.,,M,
Toni Pepper,1253138,n.a.,n.a.,,F,
Margaret Pattison,1253139,n.a.,n.a.,,F,
Vladimir Lenski,1253140,26 Oct 1960,n.a.,58,M,Russian
Daniel Brewer,1253142,1962,n.a.,57,M,
Mark Francois,1253143,n.a.,n.a.,,M,
Jim Lynde,1253146,1956,n.a.,63,M,
Jake Filene,1253147,1971,n.a.,48,M,
Edmundo Miranda,1253148,1977,n.a.,42,M,
Jim Taylor Jr,1253149,1966,n.a.,53,M,
Orlando Vidali,1253150,n.a.,n.a.,,M,
Ken Scipta,1253152,1941,n.a.,78,M,
Doctor Avi Katz,1253160,1958,n.a.,61,M,
Vikas Goyal,1253161,n.a.,n.a.,,M,
Tedd Green,1253163,n.a.,n.a.,,M,
Paul Greenland,1253164,n.a.,n.a.,,M,
Andrea Betti-Berutto,1253165,1966,n.a.,53,M,
Julie Tipton,1253167,1966,n.a.,53,F,
Padraig O'Mathuna,1253168,n.a.,n.a.,,M,
Anil Chaudhry,1253169,n.a.,n.a.,,M,
Parker Martineau,1253170,n.a.,n.a.,,F,
Kathleen Grinnell,1253176,n.a.,n.a.,,F,
Doctor Amy Grogg,1253178,n.a.,n.a.,,F,
M Hobbs,1253179,n.a.,n.a.,,M,
JC Gutierrez-Ramos,1253180,n.a.,n.a.,,M,
Doctor Magali Haas,1253181,n.a.,n.a.,,F,
Jim Haley Jr,1253184,n.a.,n.a.,,M,
Jim Hall,1253185,n.a.,n.a.,,M,
Robert Halligan,1253186,n.a.,n.a.,,M,
Laurie Halloran,1253187,n.a.,n.a.,,F,
Erik Halvorsen,1253188,n.a.,n.a.,,M,
Laura Hamill,1253190,n.a.,n.a.,,F,
Doctor Joe Hammang,1253191,n.a.,n.a.,,M,
Peter Handrinos,1253195,n.a.,n.a.,,M,
Lynn Hanessian,1253196,n.a.,n.a.,,F,
Doctor Jennifer Hanneschlager,1253198,n.a.,n.a.,,F,
Gary Harpenau,1253199,n.a.,n.a.,,M,
Doctor Steve Harr,1253200,1971,n.a.,48,M,
Sheela Hegde,1253201,n.a.,n.a.,,F,
Andrew Held,1253202,n.a.,n.a.,,M,
Arthur Hiller,1253204,n.a.,n.a.,,M,
Doctor Philip Hipskind,1253205,n.a.,n.a.,,M,
Steve Carchedi,1253215,n.a.,n.a.,,M,
Rick Spotts,1253218,n.a.,n.a.,,M,
Heidi Hoffmann,1253228,n.a.,n.a.,,F,
Kay Holcombe,1253229,n.a.,n.a.,,F,
Chris Holdgreve,1253230,n.a.,n.a.,,M,
Mitch Horowitz,1253231,n.a.,n.a.,,M,
Doctor Gokhan Hotamisligil,1253232,n.a.,n.a.,,M,
Ellyn Raftery,1253234,n.a.,n.a.,,F,
Andrew Bhak,1253235,n.a.,n.a.,,M,
Adam Feuerstein,1253237,n.a.,n.a.,,M,
Doctor Sara Nayeem,1253239,n.a.,n.a.,,F,
Terrence Ronan,1253243,1959,n.a.,60,M,
