name,name_id,dob,dod,age,gender,nationality
Jay Blau,1313133,1946,n.a.,73,M,
Albert Buzzetti,1313135,20 Apr 1969,n.a.,50,M,
Steve Crevani,1313137,1942,n.a.,77,M,
John Daily,1313138,1958,n.a.,61,M,
Aurlie Pols,1313140,n.a.,n.a.,,F,
Michael Lesler,1313141,1971,n.a.,48,M,
Tapiwa Gurupira,1313143,1976,n.a.,43,M,
John Ghio,1313145,1968,n.a.,51,M,
Barb Pak,1313146,n.a.,n.a.,,F,
Danielle Cima,1313147,n.a.,n.a.,,F,
Ashwin Khemani,1313153,1975,n.a.,44,M,
Craig MacGibbon,1313154,n.a.,n.a.,,M,
Oscar Meyer,1313155,n.a.,n.a.,,M,
Brent Miller,1313157,n.a.,n.a.,,M,
Ted Nieman,1313158,1950,n.a.,69,M,
Jennifer Muldoon,1313159,1966,n.a.,53,F,
Mike Bernsteen,1313160,n.a.,n.a.,,M,
Ron Hicks,1313162,1940,n.a.,79,M,
David Kostek,1313163,1969,n.a.,50,M,
Diane Vanasse,1313164,n.a.,n.a.,,F,
Bob Kowalishin,1313165,1939,n.a.,80,M,
Bryan Beal,1313166,1959,n.a.,60,M,
Terri Blake,1313167,1953,n.a.,66,F,
George Brookins,1313168,1953,n.a.,66,M,
John Cline,1313169,1952,n.a.,67,M,
Scott Davis,1313170,1956,n.a.,63,M,
Richard Gettys,1313171,1962,n.a.,57,M,
The Hon. Pamela Huskey,1313172,1951,n.a.,68,F,
Glenn Jones,1313173,1946,n.a.,73,M,
Nancy Paschall,1313174,1961,n.a.,58,F,
Jody Rhyne III,1313175,1971,n.a.,48,M,
Johnathan Rhyne Jr,1313176,1956,n.a.,63,M,
Fred Spach Jr,1313177,1967,n.a.,52,M,
Maria Stavrides,1313178,n.a.,n.a.,,F,
Stacey Todd,1313179,n.a.,n.a.,,F,
Jim Watson,1313180,1954,n.a.,65,M,
Rosalind Welder,1313181,1950,n.a.,69,F,
Roger Williams,1313182,1947,n.a.,72,M,
Don Boyer,1313183,1953,n.a.,66,M,
Richard Rager,1313184,1957,n.a.,62,M,
Treva Carey,1313185,n.a.,n.a.,,F,
