name,name_id,dob,dod,age,gender,nationality
Daud Santosa,1275212,n.a.,n.a.,,M,
Simon Szykman,1275213,n.a.,n.a.,,M,
Dan Slivjanovski,1275215,n.a.,n.a.,,M,
Rami Rahim,1275216,1970,n.a.,49,M,
Tammy Pirmann,1275237,n.a.,n.a.,,F,
Mark Solovy,1275238,n.a.,n.a.,,M,
Derek Jensen,1275241,n.a.,n.a.,,M,
Ben Bang,1275244,n.a.,n.a.,,M,
Sophie Durham,1275245,n.a.,n.a.,,F,
Tom Rampone,1275248,n.a.,n.a.,,M,
Doctor Eva Thorne,1275259,n.a.,n.a.,,F,
Renada Poteat,1275260,n.a.,n.a.,,F,
Sir Paul Collier,1275265,23 Apr 1949,n.a.,70,M,British
Vicky Raya,1275267,n.a.,n.a.,,F,
Dave Reed,1275271,n.a.,n.a.,,M,
Stuart Reges,1275272,1959,n.a.,60,M,
Ricky Roy,1275274,n.a.,n.a.,,M,
Professor  Dr Don Slater,1275276,n.a.,n.a.,,M,
Gilberto Sosa,1275277,n.a.,n.a.,,M,
Emmanuel Schanzer,1275278,n.a.,n.a.,,M,
Doctor Troy Vasiga,1275279,n.a.,n.a.,,M,
Hillary Crowe,1275282,n.a.,n.a.,,F,American
Paul Roldan,1275283,1944,n.a.,75,M,American
Sren Hffer,1275284,n.a.,n.a.,,M,
Howard Bubb,1275286,1955,n.a.,64,M,
Howard Ellin,1275287,1963,n.a.,56,M,American
Marti Rodamaker,1275288,1962,n.a.,57,F,
Claudia Blassneck,1275289,n.a.,n.a.,,F,
Katherine Stever,1275290,n.a.,n.a.,,F,
Tom Redman,1275291,1968,n.a.,51,M,
Zachary Knapp,1275293,n.a.,n.a.,,M,
Sakinah Garland,1275294,n.a.,n.a.,,F,
Vishnu Dusad,1275299,1957,n.a.,62,M,
Doctor Bruce Kogut,1275301,n.a.,n.a.,,M,
Denyse Moore,1275307,n.a.,n.a.,,F,
Jeba Kingsley,1275309,n.a.,n.a.,,M,
Rob Hitchcock,1275310,1966,n.a.,53,M,
Lonnie McDade,1275311,n.a.,n.a.,,M,
Paddy Iyer,1275316,Oct 1963,n.a.,55,M,Indian
Mekonnen Asrat,1275317,1968,n.a.,51,M,
Jony Hartono,1275319,n.a.,n.a.,,M,
Alan Hallberg,1275320,n.a.,n.a.,,M,
Michael Bennett,1275324,n.a.,n.a.,,M,
Mark Cipriano,1275327,n.a.,n.a.,,M,
Kumar Ganesan,1275328,n.a.,n.a.,,M,
Doctor Don Straus,1275329,n.a.,n.a.,,M,
Steve Delity,1275330,n.a.,n.a.,,M,
Julie Sperry,1275335,n.a.,n.a.,,F,
Sarath Krishnaswamy,1275336,n.a.,n.a.,,M,
Manish Arora,1275337,1971,n.a.,48,M,
Doctor David Jones,1275338,n.a.,n.a.,,M,
Mark Severns,1275344,1972,n.a.,47,M,
Kim Chiodi,1275346,n.a.,n.a.,,F,
Luc Sicotte,1275347,n.a.,n.a.,,M,
Doctor R Giuffre,1275351,n.a.,n.a.,,M,
Maurice van Rijn,1275354,n.a.,n.a.,,M,
Sripat Pandey,1275355,1966,n.a.,53,M,Indian
Mike Ferney,1275356,n.a.,n.a.,,M,
Alexandre Conde,1275357,n.a.,n.a.,,M,
Mike Burns,1275358,n.a.,n.a.,,M,
Sunil Mundhra,1275359,n.a.,n.a.,,M,
M Battliwala,1275361,n.a.,n.a.,,M,
Crandall Deery,1275368,n.a.,n.a.,,M,
Lawrence Chua,1275371,n.a.,n.a.,,M,
Sharon Murphy,1275374,n.a.,n.a.,,F,
Jennifer McCredie,1275376,n.a.,n.a.,,F,
Stephan Schmitt,1275394,1961,n.a.,58,M,
Andreas Bauer,1275414,n.a.,n.a.,,M,
Jamie Salter,1275419,n.a.,n.a.,,M,
Kenny Finkelstein,1275420,n.a.,n.a.,,M,
Terri DiPaolo,1275421,n.a.,n.a.,,F,
Noah Gelbart,1275422,n.a.,n.a.,,M,
Jim Gibb,1275423,n.a.,n.a.,,M,
Eric Walters,1275426,n.a.,n.a.,,M,
Kathleen Weaver,1275427,n.a.,n.a.,,F,
Cameron Wilson,1275428,n.a.,n.a.,,M,
Professor Davis Wolber,1275430,n.a.,n.a.,,M,
Pat Yongpradit,1275431,n.a.,n.a.,,M,
Marcia Marsh,1275433,n.a.,n.a.,,F,
Leslie Miller,1275435,n.a.,n.a.,,F,
Pia RoyChowdhury,1275440,n.a.,n.a.,,F,
Joan Root,1275443,n.a.,n.a.,,F,
Bill Boer,1275446,n.a.,n.a.,,M,
Chris Glynn,1275447,n.a.,n.a.,,M,
Walt Golembeski,1275451,n.a.,n.a.,,M,
David Pierce,1275454,n.a.,n.a.,,M,
Ed Gramigna Jr,1275455,1960,n.a.,59,M,
Alan Mason,1275456,n.a.,n.a.,,M,
Beth Welsh,1275457,1958,n.a.,61,F,
Brian Burger,1275459,n.a.,n.a.,,M,
D Blair,1275460,n.a.,n.a.,,M,
Doctor John Huffman Jr,1275461,n.a.,n.a.,,M,
Katie Milway,1275463,n.a.,n.a.,,F,
Gregg Yeilding,1275466,n.a.,n.a.,,M,
Sarah Gillman,1275467,n.a.,n.a.,,F,
Doctor Mary Schrick,1275468,n.a.,n.a.,,F,American
John Park,1275469,n.a.,n.a.,,M,
Travis Arnold,1275472,n.a.,n.a.,,M,
Francoise Andre,1275473,n.a.,n.a.,,F,
Carl Findley,1275474,n.a.,n.a.,,M,
Reverend Dr Soong-Chan Rah,1275475,n.a.,n.a.,,M,
Christy Tharp,1275476,n.a.,n.a.,,F,
Bill Peck,1275478,n.a.,n.a.,,M,
Doctor Jeanie Dassow,1275480,n.a.,n.a.,,F,
Steve Whetstone,1275481,n.a.,n.a.,,M,
Nestor Pena,1275482,n.a.,n.a.,,M,
David Michalski,1275483,n.a.,n.a.,,M,
Gary Edmonds,1275488,n.a.,n.a.,,M,
Peter Mogan,1275489,n.a.,n.a.,,M,
Doctor Larry Jones,1275491,n.a.,n.a.,,M,
Jay Choi,1275493,n.a.,n.a.,,M,South Korean
Robert Glace,1275494,n.a.,n.a.,,M,
Keith Wright,1275495,n.a.,n.a.,,M,
Reverend Dr Marty Martin,1275497,1948,n.a.,71,M,
Doctor Kent Hill,1275498,n.a.,n.a.,,M,
Doctor Guang Yang,1275500,1965,n.a.,54,M,
Pete Kelso,1275501,n.a.,n.a.,,M,
Felipe Ezquerra Plasencia,1275503,1962,n.a.,57,M,
Michael Ellis,1275506,1958,n.a.,61,M,
Margaret Llewellyn,1275509,22 Nov 1951,n.a.,67,F,British
Peter Resnick,1275510,1971,n.a.,48,M,
Matt Connelly,1275511,n.a.,n.a.,,M,
Emilio Ricardo Lozoya Austin,1275513,09 Dec 1974,n.a.,44,M,
Bob Schwartz,1275514,n.a.,n.a.,,M,
Gerald Borenstein,1275515,n.a.,n.a.,,M,
Gonzalo Brockmann Garcia,1275524,1955,n.a.,64,M,
Don Althoff,1275529,1956,n.a.,63,M,
Larry Cutting,1275531,n.a.,n.a.,,M,
Joaquin Arrangoiz Orvananos,1275534,1957,n.a.,62,M,
Robin Avia,1275544,n.a.,n.a.,,F,
Carol Duncan,1275549,n.a.,n.a.,,F,
Ellen Goldsmith-Vein,1275551,1964,n.a.,55,F,
Saniah Johnson,1275552,n.a.,n.a.,,F,American
Giovanni Mastronardi,1275553,n.a.,n.a.,,M,
Gay Lane,1275554,n.a.,n.a.,,F,
Lori Palmer,1275556,n.a.,n.a.,,F,
Jim Borri,1275559,n.a.,n.a.,,M,
Doctor Deborah Rubin,1275560,n.a.,n.a.,,F,
Bill Alvin,1275561,n.a.,n.a.,,M,
Raman Sud,1275562,n.a.,n.a.,,M,
Lud Sorrentini,1275563,n.a.,n.a.,,F,
David Ross,1276045,n.a.,n.a.,,M,
Mary Annecharico,1275564,n.a.,n.a.,,F,
Doctor Mary Wagner,1275567,n.a.,n.a.,,F,
Maureen Waters,1275568,n.a.,n.a.,,F,
Roberta Wilhelm,1275570,n.a.,n.a.,,F,
Edie Eisenmann,1275571,n.a.,n.a.,,F,
Jon Fitzgerald,1275573,n.a.,n.a.,,M,
Ronnie Hall,1275574,n.a.,n.a.,,F,
Sue Hawkins,1275575,n.a.,n.a.,,F,
David Lee,1275577,n.a.,n.a.,,M,
Randy Walker,1275580,n.a.,n.a.,,M,
Doctor Kimberlydawn Wisdom,1275581,1957,n.a.,62,F,
Berger Kelly,1275584,n.a.,n.a.,,F,
John Law,1275585,Sep 1950,n.a.,68,M,
Ron Czerny,1275589,n.a.,n.a.,,M,
Ata Ivanov,1275590,n.a.,n.a.,,M,
Renato Iwersen,1275591,n.a.,n.a.,,M,
Anders Evju,1275592,n.a.,n.a.,,M,
Thara Edson,1275594,1952,n.a.,67,F,American
Ryan Stevens,1275596,n.a.,n.a.,,M,
Scott Teger,1275597,n.a.,n.a.,,M,
Christian Borcher,1275598,n.a.,n.a.,,M,Danish
Yuval Almog,1275599,1950,n.a.,69,M,
Takahito Yasuki,1275600,1948,n.a.,71,M,
Shinya Akamine,1275601,1964,n.a.,55,M,
Adam Foroughi,1275602,n.a.,n.a.,,M,
Mitch Lowe,1275608,n.a.,n.a.,,M,
Jason Port,1275609,n.a.,n.a.,,M,
