name,name_id,dob,dod,age,gender,nationality
Inge Thulin,534445,09 Nov 1953,n.a.,65,M,Swedish
Bill Moore,534446,n.a.,n.a.,,M,
John Woodworth,534447,20 Jul 1951,n.a.,67,M,American
Michael Novinski,534448,1956,n.a.,63,M,
Kirk Nichols,534449,1968,n.a.,51,M,
Mitch Adamek,534450,1961,n.a.,58,M,
Craig Cohen,534452,1966,n.a.,53,M,
Ron Parker,534453,1954,n.a.,65,M,American
Erron Sorensen,534454,1970,n.a.,49,M,
Tom Tamoney Jr,534455,1950,n.a.,69,M,American
Doctor David Ratner,534456,n.a.,n.a.,,M,
Jack Williams,534457,1950,n.a.,69,M,American
Robert Rinehart Jr,534458,1952,n.a.,67,M,
JoAnn Chavez,534460,1965,n.a.,54,F,
Richard Goodman,534461,1948,n.a.,71,M,
Kim Azzarelli,534462,11 Jun 1970,n.a.,49,F,American
John Hennessy,534463,1948,n.a.,71,M,
Bill Mullaney,534464,1960,n.a.,59,M,
Thomas Hughes,534465,1944,n.a.,75,M,American
Kevin Wagner,534466,n.a.,n.a.,,M,
Joseph Prochaska Jr,534467,1950,n.a.,69,M,
Tim Silvera,534468,n.a.,n.a.,,M,
Mark Croll,534469,24 Feb 1953,n.a.,66,M,American
Phil Moyer,534470,1966,n.a.,53,M,
Sue Childs,534471,1968,n.a.,51,F,
John Brooklier,534472,1952,n.a.,67,M,
Lee Sheridan,534473,n.a.,n.a.,,M,
Robert Krugman,534474,n.a.,n.a.,,M,
Alex Schoch,534475,1954,n.a.,65,M,
Rick Bowen,534476,Feb 1955,n.a.,64,M,
Ratson Morad,534477,1955,n.a.,64,M,
Doctor Jeff McKinney,534478,1961,n.a.,58,M,
Yuji Arai,534479,1962,n.a.,57,M,
Bill Lynch,534480,n.a.,n.a.,,M,
Doctor A Montgomery,534481,1953,n.a.,66,M,
Marcena Clawson,534484,n.a.,n.a.,,M,
Jun Isonaka,534485,1957,n.a.,62,M,
Ben Shirley,534486,n.a.,n.a.,,M,
Jean Teasdale,534487,n.a.,n.a.,,M,
Gwenn Carr,534489,1946,n.a.,73,F,
Ben Parma,534490,1965,n.a.,54,M,
Doctor Declan Doogan,534491,n.a.,n.a.,,M,
Claudia Poccia,534492,1962,n.a.,57,F,
Robert Cancro,534493,n.a.,n.a.,,M,
Don Evans,534494,1966,n.a.,53,M,
Brent Smolik,534495,1961,n.a.,58,M,
Andrew Seelos,534496,1967,n.a.,52,M,
Cal Murri,534502,1951,n.a.,68,M,
Stan Duncan,534515,1967,n.a.,52,M,
Liz Satterthwaite,534517,1971,n.a.,48,F,
Doctor Byron Wang,534520,n.a.,n.a.,,M,
Yong Guo,534521,1963,n.a.,56,M,
Thomas Hagen,534522,1936,n.a.,83,M,
Doctor Robert Wang,534523,1969,n.a.,50,M,
Richard Liu,534524,n.a.,n.a.,,M,
Peter Koenig,534525,1961,n.a.,58,M,
Bin Duan,534527,n.a.,n.a.,,M,
Amy Zhou,534528,n.a.,n.a.,,F,
Michael Janse,534530,1969,n.a.,50,M,
Randy Smith,534532,1951,n.a.,68,M,
Tony Smedley,534535,1969,n.a.,50,M,
R Irwin,534536,1942,n.a.,77,M,
Alan Tripp,534538,n.a.,n.a.,,M,
Tom Cadwell,534541,1946,n.a.,73,M,
Bob Bradway,534543,11 Jan 1963,n.a.,56,M,American
Jean-Francois Van Kerckhove,534544,n.a.,n.a.,,M,
Rob Piconi,534545,n.a.,n.a.,,M,
Susan Landis,534546,13 Oct 1962,n.a.,56,F,
Leanne Kelly,534547,1976,n.a.,43,F,
Matthew McAdden,534548,08 Mar 1971,n.a.,48,M,
Mark Chmiel,534550,1955,n.a.,64,M,
Colin Meadows,534554,1971,n.a.,48,M,
Randy Guba,534555,1960,n.a.,59,M,
Seb O'Connell,534559,n.a.,n.a.,,M,
Governor Kenny Guinn,534561,24 Aug 1936,22 Jul 2010,77,M,American
David Foley,534562,1963,n.a.,56,M,
Thomas Smith,534563,n.a.,n.a.,,M,
Doctor Chris James,534564,n.a.,n.a.,,M,
Hernan Vaisman,534565,1958,n.a.,61,M,
David Phelan,534566,1958,n.a.,61,M,
Michele Cherney,534567,1968,n.a.,51,F,
Tom Downey,534568,05 May 1964,n.a.,55,M,American
Doctor John Tracy,534569,1955,n.a.,64,M,
Les Thimlar,534570,1955,n.a.,64,M,
Christopher Gorey,534571,1956,n.a.,63,M,
Michael Covey Jr,534572,n.a.,n.a.,,M,
Jeff Tryka,534573,1970,n.a.,49,M,
Doctor Jim Tanguay,534574,1962,n.a.,57,M,
Linda Guerrera,534576,1967,n.a.,52,F,
Jack Mollen,534577,1950,n.a.,69,M,
David Schwartz,534578,06 May 1960,n.a.,59,M,American
Jon Firester,534579,n.a.,n.a.,,M,
Karen Mincey,534580,n.a.,n.a.,,F,
Bill Scannell,534581,1962,n.a.,57,M,
Walter Smith,534582,1944,n.a.,75,M,
Paul Yantus,534584,1962,n.a.,57,M,
Margot Copeland,534585,n.a.,n.a.,,F,
Mike DeCesare,534587,1964,n.a.,55,M,
John Pirnot,534588,n.a.,n.a.,,M,
Steve Leonard,534589,1962,n.a.,57,M,
Fiona Wood,534590,n.a.,n.a.,,F,
Patty Wilkerson,534591,1955,n.a.,64,F,
Balaji Yelamanchili,534592,n.a.,n.a.,,M,
David Christian,534593,1954,n.a.,65,M,American
Lynn Pierce,534594,n.a.,n.a.,,M,
James Stutts,534595,1944,n.a.,75,M,
John Howard,534597,1967,n.a.,52,M,
Michael Oleksak,534598,1958,n.a.,61,M,
Doctor Igor Agamirzian,534599,21 Mar 1957,n.a.,62,M,
Sanjay Mirchandani,534600,1964,n.a.,55,M,
Lisa Reinhard,534601,n.a.,n.a.,,F,
Joan Woodward,534602,n.a.,n.a.,,F,
Richard Kline,534603,n.a.,n.a.,,M,
Dave Chornaby,534604,n.a.,n.a.,,M,
Harold Scott,534605,1949,n.a.,70,M,
Lisa Shams,534611,1967,n.a.,52,F,
Catharine Dickey,534612,1960,n.a.,59,F,
Scott Miller,534616,1969,n.a.,50,M,
Bill Hecht,534617,1964,n.a.,55,M,American
Tres Lund III,534620,1961,n.a.,58,M,
Scott Dolan,534621,1970,n.a.,49,M,
Luc Muylem,534622,1953,n.a.,66,M,
H Dean,534623,1969,n.a.,50,M,
Sean Donohue,534624,n.a.,n.a.,,M,
Besty Piper,534626,1952,n.a.,67,F,
Jeff Foland,534627,1970,n.a.,49,M,
Bill Norman,534628,n.a.,n.a.,,M,
Stu Wagner,534629,1957,n.a.,62,M,
Stuart Burgdoerfer,534631,Mar 1963,n.a.,56,M,
T Iker,534632,1947,n.a.,72,M,
Rex Wagner,534634,1956,n.a.,63,M,
Hiroaki Shigeta,534635,29 Jul 1942,n.a.,76,M,
Doctor Beck Taylor,534636,1970,n.a.,49,M,
Michael Whitaker,534637,n.a.,n.a.,,M,
Ken Smith,534638,1962,n.a.,57,M,
Gregory Jerzyk,534646,n.a.,n.a.,,M,
Russell Hagen,534651,1966,n.a.,53,M,
John Buchanan Jr,534652,11 Aug 1963,n.a.,55,M,American
Tom Reed,534653,1949,n.a.,70,M,
John Carrara,534654,1955,n.a.,64,M,
Hank Ricklefs,534655,1950,n.a.,69,M,
Dirk Krouskop,534657,1957,n.a.,62,M,
Mike Hickey,534658,1962,n.a.,57,M,
Kevin Davis,534659,1965,n.a.,54,M,
Bill Snedeker,534660,1946,n.a.,73,M,
James Bartlett,534661,1968,n.a.,51,M,
Frank Hardenbergh,534662,1944,n.a.,75,M,
Mike Segal,534663,1951,n.a.,68,M,
Allan Grafman,534664,1954,n.a.,65,M,American
Michael Crews,534665,1966,n.a.,53,M,
Doctor Chris Hagedorn,534666,1973,n.a.,46,M,
John Marchant,534667,n.a.,n.a.,,M,
Dan Sobic,534668,1953,n.a.,66,M,
Thomas Laursen,534669,1951,n.a.,68,M,
Keith Maio,534670,1957,n.a.,62,M,
Dean Marotta,534671,1953,n.a.,66,M,
Governor Jeb Bush,534672,11 Feb 1953,n.a.,66,M,American
Connie Linardakis,534673,1965,n.a.,54,F,
Chris Leahy,534674,1967,n.a.,52,M,American
Barry Kitt,740450,n.a.,n.a.,,M,
Robyn Helmer-Tallon,534675,n.a.,n.a.,,F,
Tony Asher,534676,1938,n.a.,81,M,
Doctor Bob Cancro,534678,n.a.,n.a.,,M,
Kenneth Sweder,534679,1969,n.a.,50,M,
Gregory Vandiver,534680,n.a.,n.a.,,M,
Andrew Sossen,534681,1976,n.a.,43,M,
Larry Hull,534683,n.a.,n.a.,,M,
Mike Dowdy,534684,1960,n.a.,59,M,
Steven Philpott,534685,1951,n.a.,68,M,American
Michael Fischer,534686,n.a.,n.a.,,M,
Steven Meholic,534687,1964,n.a.,55,M,
Kermit Crawford,534688,1959,n.a.,60,M,
Alexandra Lebenthal,534689,1964,n.a.,55,F,
Adam Amsterdam,534691,1961,n.a.,58,M,
Joseph Barra,534693,1960,n.a.,59,M,
J Benzie,534694,1948,n.a.,71,M,
Greg Hayes,534695,Nov 1954,n.a.,64,M,American
Troy Fee,534697,1969,n.a.,50,M,
Doug DeSchutter,534698,1970,n.a.,49,M,
Robert Kalenka,534699,1963,n.a.,56,M,
Denise Wong,534700,1958,n.a.,61,F,
Charlie Marchesani,534701,1960,n.a.,59,M,
Gerard Scavelli,534702,1955,n.a.,64,M,
Bob Schifellite,534703,1958,n.a.,61,M,
David Misunas,534705,n.a.,n.a.,,M,
Eric Presworsky,534707,n.a.,n.a.,,M,
Ed Thompson,534708,n.a.,n.a.,,M,
Mike Scheck,534709,n.a.,n.a.,,M,
Steve Rogers,534710,n.a.,n.a.,,M,
Pat Oliver,534711,1956,n.a.,63,F,
Hector Erezuma,534712,1945,n.a.,74,M,
Joseph Mattingly,534713,1959,n.a.,60,M,
James Mahoney,534715,1950,n.a.,69,M,
James Crumpton,534720,1955,n.a.,64,M,
Doctor Amale Hawi,534721,1954,n.a.,65,F,
Ron Hubbard,534723,n.a.,n.a.,,M,
Brendon Muller,534730,1968,n.a.,51,M,
Loris Sartor,534737,1957,n.a.,62,M,
Vladimir Jumanbayev,534738,1974,n.a.,45,M,
Jacques Cornet,534740,1956,n.a.,63,M,
Tom McAlister,534746,n.a.,n.a.,,M,
Jim Eddings,534747,1938,n.a.,81,M,
P Gregorchuk,534748,n.a.,n.a.,,M,
The Hon. Fred Hatfield,534749,1955,n.a.,64,M,
Mark Lucas,534750,1954,n.a.,65,M,
Mitchell Sonkin,534751,1953,n.a.,66,M,
Tom McLoughlin,534753,1961,n.a.,58,M,
Doug Hamilton,534754,n.a.,n.a.,,M,
Robert Garrison,534755,1953,n.a.,66,M,
John Witkowski,534756,1962,n.a.,57,M,
Martin Birmingham,534757,1966,n.a.,53,M,
Gordon Steele,534758,1951,n.a.,68,M,
Tom Summerill,534759,n.a.,n.a.,,M,
Anthony Ross,534760,n.a.,n.a.,,M,
Bill Thomas,534761,1952,n.a.,67,M,
John Delaney,534762,1949,n.a.,70,M,
Helen Galt,534763,1948,n.a.,71,F,
James Robinson,534764,1942,n.a.,77,M,
Ron Hardnock,534765,1970,n.a.,49,M,
Michael Ferrantino Jr,534766,1971,n.a.,48,M,
Robert Miller,534767,1952,n.a.,67,M,
Jozef Burdzy,534768,1951,n.a.,68,M,
Pat Edwards,534769,n.a.,n.a.,,F,
Anil Kottoor,534770,1966,n.a.,53,M,
Marc Eschenburg,534771,n.a.,n.a.,,M,
Walt Oliwa,534772,1949,n.a.,70,M,
Helen Lim,534773,n.a.,n.a.,,F,
Maire Baldwin,534774,n.a.,n.a.,,F,
Troy Hester,534775,1957,n.a.,62,M,
Don Esses,534776,1952,n.a.,67,M,
Mark Costa,534777,1966,n.a.,53,M,
Bill Wuertz,534778,1958,n.a.,61,M,
Michael Webb,740631,n.a.,n.a.,,M,
Doctor Lawrence Weinstein,534779,n.a.,n.a.,,M,
Bob Miller,534781,26 Nov 1945,n.a.,73,M,American
Robert Rapport,534782,n.a.,n.a.,,M,
William Kucheman,534783,1949,n.a.,70,M,
Tana Utley,534784,1964,n.a.,55,F,
Andy Iseman,534786,1964,n.a.,55,M,American
Dick McClish,534787,1948,n.a.,71,M,
Joe O'Connor Jr,534788,1956,n.a.,63,M,
Matthew Faddy,534793,n.a.,n.a.,,M,
Mojgan Lefebvre,534798,n.a.,n.a.,,F,
Roe Patterson,534800,1974,n.a.,45,M,
Stefano Lucchini,534812,1962,n.a.,57,M,
John Tighe,534815,18 Aug 1948,n.a.,70,M,
Sarah McPhee,534821,17 Apr 1954,n.a.,65,F,
John Drzik,534823,1963,n.a.,56,M,
Roger Faubel,534825,1948,n.a.,71,M,
Christine Walton,534832,1969,n.a.,50,F,
Peter Bauert,534836,n.a.,n.a.,,M,
James Errant,534837,1948,n.a.,71,M,
Bjorn Laukli,534839,n.a.,n.a.,,M,
Nate Treloar,534841,n.a.,n.a.,,M,
Torbjorn Kanestrom,534843,n.a.,n.a.,,M,
Zia Zaman,534844,n.a.,n.a.,,M,
Daniel Marsili,534845,1961,n.a.,58,M,
Kevin Kessinger,534847,1953,n.a.,66,M,
Saul Rosen,534848,n.a.,n.a.,,M,
Martin Wong,534849,1963,n.a.,56,M,
Dean Arvidson,534850,1956,n.a.,63,M,
Steve Ely,534851,1956,n.a.,63,M,
Marie Sonde,534852,1965,n.a.,54,F,
William Nelligan,534853,1961,n.a.,58,M,
Doctor Richard Lowe,534854,Apr 1950,n.a.,69,M,Canadian
Bob Rankin,534855,1952,n.a.,67,M,
Barbara Elswick,534856,n.a.,n.a.,,F,
Tracy Connelly McGilley,534857,1971,n.a.,48,F,
Jeff Dodge,534858,1953,n.a.,66,M,
Trey Loughran III,534859,1967,n.a.,52,M,
William Curry,534860,n.a.,n.a.,,M,
J Adams,534861,1957,n.a.,62,M,
Ira Birns,534862,1963,n.a.,56,M,
John Houghton,534863,n.a.,n.a.,,M,
Suzanne Loov,534864,n.a.,n.a.,,F,
Amy Tangeman,534865,1968,n.a.,51,F,
Bob Elrod,534866,1939,22 Aug 2007,72,M,
David Driscoll,534867,1954,n.a.,65,M,
Antonio Lucio,534868,1959,n.a.,60,M,
Jeffrey Kinsey,534869,1964,n.a.,55,M,
Dale Tompkins,534870,1962,n.a.,57,M,
