name,name_id,dob,dod,age,gender,nationality
Blair Wilburn,845742,n.a.,n.a.,,F,
Marvin Esch,845743,04 Aug 1927,n.a.,91,M,American
Lisa Foster,845744,n.a.,n.a.,,F,
Amber Hitchcock,845746,n.a.,n.a.,,F,
Emily Adkins,845747,n.a.,n.a.,,F,
Eric Straus,845748,n.a.,n.a.,,M,
Kevin Catalano,845749,n.a.,n.a.,,M,
Debbie Collett,845750,n.a.,n.a.,,F,
Stephanie Landrum,845751,n.a.,n.a.,,F,
Felix Oliver,845752,n.a.,n.a.,,M,
John Varghese,845756,n.a.,n.a.,,M,
Janet Tanguay,845757,n.a.,n.a.,,F,
Maria Wasowski,845759,n.a.,n.a.,,F,
Tara Zimnick-Calico,845760,n.a.,n.a.,,F,
David Nelson,845762,n.a.,n.a.,,M,
Eileen O'Shea,845763,n.a.,n.a.,,F,
Christine Thompson,845764,n.a.,n.a.,,F,
Keston Paul,845765,n.a.,n.a.,,M,
Christina Peretti,845766,n.a.,n.a.,,F,
Connie Perry,845767,n.a.,n.a.,,F,
Cheryl Powers,845768,n.a.,n.a.,,F,
Christopher Iula,845769,n.a.,n.a.,,M,
Joe Raviele,845770,n.a.,n.a.,,M,
Heather Robb,845771,n.a.,n.a.,,F,
Paul Quirini,845772,n.a.,n.a.,,M,
Kelly Sajous,845773,n.a.,n.a.,,F,
Elisa Shannon,845774,n.a.,n.a.,,F,
Orval Hansen,845776,03 Aug 1926,n.a.,92,M,
Nilton Silva,845777,n.a.,n.a.,,M,
Derek Small,845778,n.a.,n.a.,,M,
Caroline Hunt,845779,08 Jan 1923,n.a.,96,F,
Trevor Sparks,845780,n.a.,n.a.,,M,
The Hon. Brenda Johnson,845781,n.a.,n.a.,,F,American
Daniel Taitelbaum,845782,n.a.,n.a.,,M,
Earle Jorgensen,845783,n.a.,n.a.,,F,
Kenny Washington,845784,n.a.,n.a.,,M,
John Winam,845787,n.a.,n.a.,,M,
Stacy Wong,845789,n.a.,n.a.,,F,
Fran Mainella,845790,1947,n.a.,72,F,American
Joan Mondale,845794,08 Aug 1930,03 Feb 2014,87,F,
Doctor John Ottina,845796,1932,30 Sep 2008,80,M,American
Cookie Delisio,845797,n.a.,n.a.,,F,
Arthur Penn,845798,27 Sep 1922,n.a.,96,M,American
Gerald Rafshoon,845799,n.a.,n.a.,,M,American
Ginger Stock-McKenzie,845801,n.a.,n.a.,,F,
Andy Teuber,845802,n.a.,n.a.,,M,
Joy Silverman,845803,1947,n.a.,72,F,
Cynthia Wallesz,845804,n.a.,n.a.,,F,
Jerry Weintraub,845806,26 Sep 1937,n.a.,81,M,American
Jack Wilbur Jr,845808,n.a.,n.a.,,M,American
Charlie Wick,845809,12 Oct 1917,24 Jul 2008,94,M,American
Julie Woodworth,845810,n.a.,n.a.,,F,
Jonathan Sheffer,845811,n.a.,n.a.,,M,
Bob Wysocki,845812,n.a.,n.a.,,M,
Luke Battle,845813,01 Jun 1918,13 May 2008,93,M,American
Paulette Franklin,845814,04 Jan 1948,23 Dec 2010,66,F,
Otis Bowen,845815,n.a.,n.a.,,M,
Natalie Wilson,845820,n.a.,n.a.,,F,
Ambassador Bruce Gelb,845822,1927,n.a.,92,M,American
Norma Teuber,845823,n.a.,n.a.,,F,
Bob Sill,845824,n.a.,n.a.,,M,
Willard Butcher,845827,25 Oct 1926,25 Aug 2012,89,M,
Elizabeth Pugh,845828,n.a.,n.a.,,F,
Ralph Hanes Jr,845829,25 Feb 1926,16 Jan 2011,88,M,
Heidi Kline,845831,n.a.,n.a.,,F,
Michael Levine,845834,n.a.,n.a.,,M,
Mary Simon,845835,n.a.,n.a.,,F,
David Strauss,845837,n.a.,n.a.,,M,
Mary Allen,845838,n.a.,n.a.,,F,
Victor Gotbaum,845839,n.a.,n.a.,,M,
Jeanne Tobin,845840,n.a.,n.a.,,F,
Mary Burkholder,845841,1961,n.a.,58,F,
Adam Kline,845842,n.a.,n.a.,,M,
Joe Difilippi,845843,n.a.,n.a.,,M,
Marlene Malek,845844,n.a.,n.a.,,F,
John Johnson,845845,n.a.,n.a.,,M,
Mary Guettel,845846,1946,n.a.,73,F,
Luke Sibley,845847,n.a.,n.a.,,M,
Mary Ourisman,845849,01 Feb 1946,n.a.,73,F,American
The Hon. Chuck Percy,845850,27 Sep 1919,17 Sep 2011,95,M,American
Ann Atkin,845852,n.a.,n.a.,,F,American
Charley Reid,845853,27 Sep 1913,25 Jan 2007,97,F,American
Erika Giordano,845854,n.a.,n.a.,,F,
Ron Barnes,845855,n.a.,n.a.,,M,
The Hon. John Richardson,845857,04 Feb 1921,11 Jan 2015,97,M,American
Savini Palleschi,845858,n.a.,n.a.,,F,
Joe Shumard,845859,n.a.,n.a.,,M,
Adam McRoberts,845860,n.a.,n.a.,,M,
Miles Rubin,845861,1928,n.a.,91,M,
Carissa Rosato,845863,n.a.,n.a.,,F,
Janelle Schmidt,845865,n.a.,n.a.,,F,
Chris Benoit,845866,n.a.,n.a.,,M,
Bill Puffett,845867,n.a.,n.a.,,M,
John Spatuzza,845868,15 Aug 1925,n.a.,93,M,American
Adriana Lopez,845870,n.a.,n.a.,,F,
Gary Weiss,845871,1963,n.a.,56,M,
Catherine Ann Stevens,845872,n.a.,n.a.,,F,
Gloria Flanagan,845874,n.a.,n.a.,,F,
H. Excellency Bea Welters,845876,n.a.,n.a.,,F,
Bill Stearns,845877,n.a.,n.a.,,M,
Rabbi Stephen Weiss,845878,n.a.,n.a.,,M,
Marcia Wexberg,845880,n.a.,n.a.,,F,
Pat Melton,845881,n.a.,n.a.,,F,
Mary Voss,845883,1963,n.a.,56,F,
Jeffrey Wild,845885,n.a.,n.a.,,M,
Jeff Bakeris,845887,n.a.,n.a.,,M,
Bill Reagan,845888,n.a.,n.a.,,M,
Jack Parker,845889,n.a.,n.a.,,M,
Jennifer Sims,845891,n.a.,n.a.,,F,
Judy Pearson,845892,n.a.,n.a.,,F,
Amanda Corneau,845893,n.a.,n.a.,,F,
Robin Watson,845894,n.a.,n.a.,,M,
Doctor Amy Jensen,845895,n.a.,n.a.,,F,
Tom Boehm,845896,n.a.,n.a.,,M,
Karen Fox,845897,n.a.,n.a.,,F,
Doctor Bob Austin,845898,1954,n.a.,65,M,
William Wortzman,845902,n.a.,n.a.,,M,
Darrell Young,845903,n.a.,n.a.,,M,
Dan Zelman,845904,n.a.,n.a.,,M,
Don Coates,845907,n.a.,n.a.,,M,
Cozette Rosburg,845908,n.a.,n.a.,,F,
Maureen Dockstader,845910,n.a.,n.a.,,F,
Carol Kisling,845912,n.a.,n.a.,,F,
Jolene Randall,845913,n.a.,n.a.,,F,
Chad Copley,845914,n.a.,n.a.,,M,
Doctor Tom Downs,845916,n.a.,n.a.,,M,
Dan Culhane,845918,n.a.,n.a.,,M,
Bob Anders,845920,n.a.,n.a.,,M,
Becky Barclay,845921,n.a.,n.a.,,F,
Joe Riding,845923,1962,n.a.,57,M,American
Brian Dieter,845924,n.a.,n.a.,,M,
Ross Ashton,845926,n.a.,n.a.,,M,
John Lane,846042,n.a.,n.a.,,M,
John Eisenhower,845927,03 Aug 1922,21 Dec 2013,95,M,
Michelle King,845930,n.a.,n.a.,,F,
Caroline Firestone,845931,n.a.,n.a.,,F,
Doctor Kim Linduska,845932,n.a.,n.a.,,F,
Frank Nogel Jr,845933,n.a.,n.a.,,M,
Todd Bennett,845935,n.a.,n.a.,,M,
Dan Oh,845936,1965,n.a.,54,M,
Mark Reinig,845937,n.a.,n.a.,,M,
Scott Sanders,845939,n.a.,n.a.,,M,
Millie Gonyea,845948,n.a.,n.a.,,F,
Fred Krimendahl II,845950,1928,21 Jan 2014,90,M,
Paul Jenkins,845953,01 Dec 1927,05 Nov 2009,85,M,
William May,845954,25 Oct 1915,18 Sep 2011,99,M,
Howard Marguleas,845956,n.a.,n.a.,,M,
Frederick Rose,845957,n.a.,n.a.,,M,
Irwin Schneiderman,845959,n.a.,n.a.,,M,
Paul Robitaille,845961,n.a.,n.a.,,M,
Sandra Patrick,845963,n.a.,n.a.,,F,
Heather Piche,845966,n.a.,n.a.,,F,
Mervin Morris,845968,04 Jul 1920,n.a.,99,M,American
Diana Nelson,845970,n.a.,n.a.,,F,
Stacia Roberge,845971,n.a.,n.a.,,F,
Gina Saladino,845972,n.a.,n.a.,,F,
Jackie Autry,845973,02 Oct 1941,n.a.,77,F,American
Lucy Letarte,845975,n.a.,n.a.,,F,
Ronald Stanton,845977,1928,n.a.,91,M,
Dick Huot,845978,n.a.,n.a.,,M,
Lawrence Barnett,845979,n.a.,n.a.,,M,
George Weissman,845980,12 Jul 1919,24 Jul 2009,94,M,
Sara Young-Knox,845981,n.a.,n.a.,,F,
Whitney Young Jr,845982,n.a.,n.a.,,F,
Jim Wheeler,845983,n.a.,n.a.,,M,
Robbie Munce,845984,n.a.,n.a.,,M,
Doctor Marvin Brooks,845985,n.a.,n.a.,,M,
Jim Wagner,845986,n.a.,n.a.,,M,
Martin Segal,845987,04 Jul 1916,05 Aug 2012,100,M,Belarusian
Kelly Guilmette,845988,n.a.,n.a.,,F,
Mark Belanger,845990,n.a.,n.a.,,M,
Shawn Hanlon,845991,n.a.,n.a.,,M,
Chris Thayer,845992,1970,n.a.,49,M,American
Joanne Roy,845993,n.a.,n.a.,,F,
Richard Tessier,845994,n.a.,n.a.,,M,
Joaquin Delgado,845995,n.a.,n.a.,,M,
Bronson Frizzell,845996,n.a.,n.a.,,M,
Iom Lederhouse,845998,n.a.,n.a.,,F,
Ron Hallenbeck,845999,n.a.,n.a.,,M,
Cindy Doolittle,846000,n.a.,n.a.,,F,
Joel Fischer,846001,n.a.,n.a.,,M,
Amy Howard,846002,n.a.,n.a.,,F,
Crystal Davis,846003,n.a.,n.a.,,F,
Megan Backman,846004,1984,n.a.,35,F,
Betty Ford,846005,08 Apr 1918,08 Jul 2011,97,F,American
Meghan Steward,846006,n.a.,n.a.,,F,
Bob Vohs,846007,n.a.,n.a.,,M,
Meredith Fisher,846008,n.a.,n.a.,,F,
Doctor Robert Gebhart,846009,n.a.,n.a.,,M,
Zee Hogan,846010,n.a.,n.a.,,F,
Joseph Gibbs,846011,24 Nov 1951,n.a.,67,M,
David Robinson,846013,n.a.,n.a.,,M,
Doctor Adrian Graff-Radford,846015,n.a.,n.a.,,M,
Mike Trafton,846016,n.a.,n.a.,,M,
Tom Bowles,846017,n.a.,n.a.,,M,
Dave Dekema,846019,n.a.,n.a.,,M,
Joe Warren,846020,n.a.,n.a.,,M,
Don Borgeson,846021,n.a.,n.a.,,M,
Jennifer Rumsey,846022,n.a.,n.a.,,F,American
Doctor Joel Hirschberg,846024,1950,n.a.,69,M,
Judy Feffer,846025,n.a.,n.a.,,F,
Carol Verry,846026,n.a.,n.a.,,F,
Philip Hixon,846027,n.a.,n.a.,,M,
Daniel Rubin,846028,n.a.,n.a.,,M,
Wayne Hoffman,846029,n.a.,n.a.,,M,
Eric Amanfoh,846033,n.a.,n.a.,,M,
Lois Horvitz,846036,n.a.,n.a.,,F,
Farang Azari,846037,n.a.,n.a.,,M,
Scott Gruner,846050,n.a.,n.a.,,M,
John Marion,846053,n.a.,n.a.,,M,
Lisa Ashbrook,846054,n.a.,n.a.,,F,
JoAnn McGrath,846056,n.a.,n.a.,,F,
Ted Bohman,846057,n.a.,n.a.,,M,
Jen Olson,846058,n.a.,n.a.,,F,
Kevin McGuire,846059,n.a.,n.a.,,M,
Gene Burd,846060,n.a.,n.a.,,M,
Mark Troth,846062,n.a.,n.a.,,M,American
Bill Burgess,846063,1941,n.a.,78,M,American
Larry Graham,846066,n.a.,n.a.,,M,
Jon Collard,846067,n.a.,n.a.,,M,
Doctor Robert Murphy,846068,n.a.,n.a.,,M,
Barbara Knights-Hale,846069,n.a.,n.a.,,F,Canadian
Jay Curran,846070,n.a.,n.a.,,M,
William Osterman,846071,n.a.,n.a.,,M,
Don Marquardt,846072,n.a.,n.a.,,M,
Doctor Robert Scherer,846073,n.a.,n.a.,,M,
Stan Pace,846074,1921,n.a.,98,M,
Lynn Roth,846075,n.a.,n.a.,,F,
S Pattis,846076,n.a.,n.a.,,M,
Billy Ward,846077,n.a.,n.a.,,M,
Belinda Robinson,846079,n.a.,n.a.,,F,
Greg Renker,846081,n.a.,n.a.,,M,American
Robert Rishwain,846082,n.a.,n.a.,,M,
Kedra Prescott,846084,n.a.,n.a.,,F,
Sue Mooney,846086,n.a.,n.a.,,F,
Milann Siegfried,846087,n.a.,n.a.,,F,
Jim Stella,846088,n.a.,n.a.,,M,
Brenda Steen,846089,n.a.,n.a.,,F,
Peter Solomon,846091,n.a.,n.a.,,M,
Amy Dean,846092,n.a.,n.a.,,F,
Kim Crawford,846095,n.a.,n.a.,,F,
Michael Murphy,846096,Oct 1960,n.a.,58,M,British
Greg Bashor,846097,n.a.,n.a.,,M,
Gene Richards,846098,n.a.,n.a.,,M,
Bill McClung,846099,n.a.,n.a.,,M,
John Schwarzlose,846100,n.a.,n.a.,,M,
Doctor Robert Waterbor,846101,n.a.,n.a.,,M,
David Johnson,846102,n.a.,n.a.,,M,
John Cicero,846103,n.a.,n.a.,,M,
Mary McKnight,846104,n.a.,n.a.,,F,
Bill Terrill,846105,n.a.,n.a.,,M,
Georgia Sumiel,846106,n.a.,n.a.,,F,
Alan Maness,846107,n.a.,n.a.,,M,
Randy Weaver,846108,n.a.,n.a.,,M,
Rachel Campbell,846109,n.a.,n.a.,,F,
Kathy Gill,846110,n.a.,n.a.,,F,
Dawn Weiss,846111,n.a.,n.a.,,F,
Charlie Keegan,846121,n.a.,n.a.,,M,
Stan Arnold,846129,n.a.,n.a.,,M,
Gloria Brown-Scott,846130,n.a.,n.a.,,F,
Gus Camacho,846131,n.a.,n.a.,,M,
Marlena McDonald,846132,n.a.,n.a.,,F,
Mark Davey,846134,n.a.,n.a.,,M,
Hilary Price,846135,n.a.,n.a.,,F,
Alice Bolstridge,846136,n.a.,n.a.,,F,
Mike Votaw,846137,n.a.,n.a.,,M,
Penny Hammer,846138,n.a.,n.a.,,F,
Steve Wertman,846139,n.a.,n.a.,,M,
Meg LaLonde,846140,n.a.,n.a.,,F,
Jody Whitmyer,846141,n.a.,n.a.,,M,
Ann Hill,846143,n.a.,n.a.,,F,
Bonnie Denney,846144,n.a.,n.a.,,F,
Doctor Brent Wilson,846145,n.a.,n.a.,,M,
Yuliya Bukhman,846146,n.a.,n.a.,,F,
Rachael Gresham,846147,n.a.,n.a.,,F,
Jim Clarke,846148,n.a.,n.a.,,M,
Anita Workman,846149,n.a.,n.a.,,F,
Lee Cunningham,846150,n.a.,n.a.,,M,
Angela Harris,846151,n.a.,n.a.,,F,
Sherrill House,846152,n.a.,n.a.,,F,
Jacqueline Grice,846153,n.a.,n.a.,,F,
Jim Martin,846154,n.a.,n.a.,,M,
Patti Anderson,846155,n.a.,n.a.,,F,
Peggy Boris,846156,n.a.,n.a.,,F,
Doctor Wallace Mays,846157,n.a.,n.a.,,M,
Jason Betham Sr,846158,n.a.,n.a.,,M,
Isabel Darcy,846159,n.a.,n.a.,,F,
Jackie Owens,846161,n.a.,n.a.,,F,American
Brad Lafevers,846162,n.a.,n.a.,,M,
Terry Faulds,846163,n.a.,n.a.,,M,
Gracie Guinto,846164,n.a.,n.a.,,F,Filipino
Alan Hill,846165,n.a.,n.a.,,M,
Tracy Ector,846166,n.a.,n.a.,,F,
Robin Pestarino,846167,n.a.,n.a.,,F,
Jill Canavan,846168,n.a.,n.a.,,F,American
Leland Slater,846169,n.a.,n.a.,,M,
Ron Kobosky,846170,n.a.,n.a.,,M,
Cindy Pryor,846173,n.a.,n.a.,,F,
Bob Newhart,846174,n.a.,n.a.,,M,
Lauren Tyler,846175,n.a.,n.a.,,F,
Fanny Hom,846176,n.a.,n.a.,,F,
Angela Westra,846177,n.a.,n.a.,,F,
Mitch Everton,846179,n.a.,n.a.,,M,
Kitty Mays,846181,n.a.,n.a.,,F,
Linda Ibuzor,846182,n.a.,n.a.,,F,
Joey Cummings,846183,n.a.,n.a.,,M,
Ty Turner,846184,n.a.,n.a.,,M,
Vanessa Kubach,846185,n.a.,n.a.,,F,
Charlene Pennymon,846186,n.a.,n.a.,,F,
George Tobert,846190,n.a.,n.a.,,M,
Jim McIlrath,846193,n.a.,n.a.,,M,
John Wilson,846194,n.a.,n.a.,,M,
Patti Fisher,846195,n.a.,n.a.,,F,
Judy Woodrum,846196,n.a.,n.a.,,F,
Shelly Sullivan,846197,n.a.,n.a.,,F,
Don Pearson,846199,n.a.,n.a.,,M,
Dave Tucker,846200,n.a.,n.a.,,M,
Lewis Webb,846202,n.a.,n.a.,,M,American
Angie Hood,846203,n.a.,n.a.,,F,
Kristi Gabrielse,846206,n.a.,n.a.,,F,
Nathan Verner,846207,n.a.,n.a.,,M,
Phil Ashley,846208,n.a.,n.a.,,M,
Mary Majors,846210,n.a.,n.a.,,F,
Donna Lewis-Taylor,846211,n.a.,n.a.,,F,
Tony Togiai,846212,n.a.,n.a.,,M,
Gene Melchers,846213,n.a.,n.a.,,M,
Jim McGivney,846215,n.a.,n.a.,,M,
Kathryn Miller,846217,n.a.,n.a.,,F,
Paul Porteus,846218,n.a.,n.a.,,M,
Suzanne Knutson,846219,n.a.,n.a.,,F,
Jim McGlynn,846220,n.a.,n.a.,,M,
Ron Booth,846221,1955,n.a.,64,M,
John Shaff,846223,n.a.,n.a.,,M,
Juan Brown,846224,n.a.,n.a.,,M,
Alice Pagan,846225,n.a.,n.a.,,F,
Charles Clary Jr,846226,n.a.,n.a.,,M,
Kathleen Spoor,846227,n.a.,n.a.,,F,
Mark Lione,846228,n.a.,n.a.,,M,
Ingrid Prescott,846229,n.a.,n.a.,,F,
Ann Vanino,846230,n.a.,n.a.,,F,
Peter Alberice,846231,13 Nov 1952,n.a.,66,M,American
Elaine Ruiz,846232,n.a.,n.a.,,F,
Michael Cunningham,846233,n.a.,n.a.,,M,
Darcy Jordan,846235,n.a.,n.a.,,M,
Doctor Greg Wyman,846236,n.a.,n.a.,,M,
Bill Cecil Jr,846238,n.a.,n.a.,,M,
Latoya Stewart,846239,n.a.,n.a.,,M,
Pam Plesher,846240,n.a.,n.a.,,F,
Todd Davidson,846241,n.a.,n.a.,,M,
Scott Chapman,846242,n.a.,n.a.,,M,
Russ Childers Jr,846244,n.a.,n.a.,,M,
Heather Miller,846245,n.a.,n.a.,,F,
T Riley,846246,n.a.,n.a.,,M,
Scott Rossman,846247,n.a.,n.a.,,M,
Barry White,846248,n.a.,n.a.,,M,
Jessica Pfau,846249,1967,n.a.,52,F,
Susan Wilson,846250,n.a.,n.a.,,F,
Kim Benedict,846252,n.a.,n.a.,,F,
Travis Rush,846253,n.a.,n.a.,,M,
Doctor Ed Pagani,846254,n.a.,n.a.,,M,
Kevin Thompson,846255,n.a.,n.a.,,M,
Doctor Ruth Carr,846256,n.a.,n.a.,,F,
Robert Wolf,846257,n.a.,n.a.,,M,
Jillian Velez,846258,n.a.,n.a.,,F,
Tom Dunlap,846259,n.a.,n.a.,,M,
Gene Fryar,846261,n.a.,n.a.,,M,
Robert Sipes,846262,n.a.,n.a.,,M,
Connie Wilson,846264,n.a.,n.a.,,F,
Doug Douglas,846265,n.a.,n.a.,,M,
Curtis Payne,846267,n.a.,n.a.,,M,
Ruth Thomas,846269,n.a.,n.a.,,F,
Alice Oglesby,846270,n.a.,n.a.,,F,
