name,name_id,dob,dod,age,gender,nationality
Clark Curtis,1389128,n.a.,n.a.,,M,
Loren Hunter,1389129,n.a.,n.a.,,M,
Doctor Jacki Goldstein,1389130,n.a.,n.a.,,F,
Randi Zuckerberg,1389131,1982,n.a.,37,F,
Ohkee Kwon,1389135,n.a.,n.a.,,M,
Guy Yamen,1389138,1975,n.a.,44,M,
Dan Burke,1389139,1963,n.a.,56,M,
Tom Case,1389147,n.a.,n.a.,,M,
Bob Redden,1389148,n.a.,n.a.,,M,
Mike Goodwin,1389152,n.a.,n.a.,,M,
Peyton Artz,1389153,n.a.,n.a.,,M,
Melanie Head,1389161,n.a.,n.a.,,F,
Scott Behrens,1389176,1969,n.a.,50,M,
Greg Boone,1389179,n.a.,n.a.,,M,
Neil Oliver,1389180,n.a.,n.a.,,M,
Clark Kent,1389182,n.a.,n.a.,,M,
Joseph Leonti,1389194,1971,n.a.,48,M,
Doctor Arun Raha,1389195,n.a.,n.a.,,M,
Steven Rado,1389197,1964,n.a.,55,M,
Barry Davis,1389201,n.a.,n.a.,,M,
D Wilson,1389203,n.a.,n.a.,,F,
Richard Migliori,1389204,n.a.,n.a.,,M,
Greg Consiglio,1389205,1965,n.a.,54,M,
John Small,1389206,1968,n.a.,51,M,
Margot Bogert,1389207,n.a.,n.a.,,F,
Kevin Arrix,1389209,1970,n.a.,49,M,
Chris Traynor,1389210,n.a.,n.a.,,M,
Rene Villegas,1389211,n.a.,n.a.,,M,
Kyle Brink,1389212,29 Jun 1967,n.a.,52,M,
Lisa Failla,1389213,n.a.,n.a.,,F,
Julie Gerola,1389214,n.a.,n.a.,,F,
Jennifer Mullen,1389215,n.a.,n.a.,,F,
Anthony Faria,1389216,n.a.,n.a.,,M,
Tom McLean Jr,1389217,n.a.,n.a.,,M,
Michael Greenup,1389218,n.a.,n.a.,,M,
Charles Hancock II,1389219,1974,n.a.,45,M,
Harriet Seitler,1389220,1955,n.a.,64,F,
jim Sears,1389221,n.a.,n.a.,,M,
Paul Child,1389222,1948,n.a.,71,M,
Carter Franke,1389223,1956,n.a.,63,M,
Jed Pitcher,1389224,1940,n.a.,79,M,
Robert Strong,1389225,1948,n.a.,71,M,
Jim McCormick,1389226,n.a.,n.a.,,M,
Jeroen Everling,1389227,n.a.,n.a.,,M,
Somsak Chivavibul,1389228,1966,n.a.,53,M,
Stephane Glorieux,1389229,1967,n.a.,52,M,
Paul Narciso,1389230,1963,n.a.,56,M,
W Carey III,1389231,n.a.,n.a.,,M,
Paul Evans,1389232,1963,n.a.,56,M,
Jimmy Moore,1389233,Apr 1963,n.a.,56,M,American
Allen Ge,1389234,n.a.,n.a.,,M,
Kevin Shinkle,1389237,1965,n.a.,54,M,
Elias Farah,1389245,n.a.,n.a.,,M,
Michele Andrle,1389247,n.a.,n.a.,,M,
David Lotz,1389248,n.a.,n.a.,,M,
James Birkholz,1389249,n.a.,n.a.,,M,
Giles Patterson,1389251,1975,n.a.,44,M,
Troy George,1389252,n.a.,n.a.,,M,
Martin Langpap,1389253,n.a.,n.a.,,M,
Frank Messina,1389254,n.a.,n.a.,,M,
Steve Denton,1389255,n.a.,n.a.,,M,
Billy Goldstein,1389256,n.a.,n.a.,,M,
Christopher Gimbert,1389257,n.a.,n.a.,,M,
Gene Martin III,1389258,n.a.,n.a.,,M,
P Brown,1389259,n.a.,n.a.,,M,
Bill Ostrem,1389260,n.a.,n.a.,,M,
Danielle Tocco,1389261,n.a.,n.a.,,F,
Kathy Colangelo,1389262,n.a.,n.a.,,F,
Tommy Huval,1389265,n.a.,n.a.,,M,
Rich Knudson Jr,1389266,n.a.,n.a.,,M,
John Bonacci Jr,1389267,n.a.,n.a.,,M,
Pete Gabriel,1389268,n.a.,n.a.,,M,
Ryan Mcgovern,1389269,n.a.,n.a.,,M,
Gregory Leatherbury,1389281,1977,n.a.,42,M,
Rick Jones,1389282,1969,n.a.,50,M,
Cliff Condon,1389283,1963,n.a.,56,M,
Jon Symons,1389284,n.a.,n.a.,,M,
Kathryn Kieser,1389288,n.a.,n.a.,,F,
John Deren,1389293,n.a.,n.a.,,M,
Cam Hicks,1389294,1964,n.a.,55,M,
Karen Boylan,1389295,1971,n.a.,48,F,
James Ferguson,1389296,n.a.,n.a.,,M,
Tim Kelleher,1389298,n.a.,n.a.,,M,
Justin McMurray,1389299,n.a.,n.a.,,M,
John Tushar,1389300,n.a.,n.a.,,M,
Jan Verstreken,1389301,n.a.,n.a.,,M,
Ed Weidner,1389302,n.a.,n.a.,,M,
Chris Van Tuyl,1389305,n.a.,n.a.,,M,
Rick Lacroix,1389306,n.a.,n.a.,,M,
Brian Flanagan,1389311,n.a.,n.a.,,M,
Lisa McGrath,1389314,n.a.,n.a.,,F,
Doctor Bernie Zeiher,1389315,1964,n.a.,55,M,
Doctor Jeannette Barrett,1389319,n.a.,n.a.,,F,
Mark Carden,1389320,1958,n.a.,61,M,
Elias Gedeon,1389321,1959,n.a.,60,M,
Shelley Goodman,1389329,n.a.,n.a.,,F,
David Ramey,1389334,n.a.,n.a.,,M,
Shaun Langdon,1389335,1972,n.a.,47,M,
Doctor Joy Peterson,1389336,n.a.,n.a.,,F,
Doctor Shang Yang,1389339,n.a.,n.a.,,M,
Tom Grote,1389344,22 Aug 1964,n.a.,54,M,American
Professor Noreena Hertz,1389346,24 Sep 1967,n.a.,51,F,
Doctor Egle Thomas,1389352,n.a.,n.a.,,F,
Joel Stone,1389356,17 Aug 1952,n.a.,66,M,British
Dunham Craig,1389359,n.a.,n.a.,,M,
Randy Birchfield,1389364,1963,n.a.,56,M,
Necole Merritt,1389367,n.a.,n.a.,,F,
Doctor Richard Barkham,1389368,09 Jun 1961,n.a.,58,M,British
Ulrike Schwarz-Runer,1389369,Apr 1971,n.a.,48,F,Austrian
Mark Guerin,1389376,1968,n.a.,51,M,
Albert Bensoussan,1389380,14 Mar 1959,n.a.,60,M,French
David Brown,1389385,1959,n.a.,60,M,
Tracy Mackey,1389399,n.a.,n.a.,,F,
Dave Rexroat,1389400,n.a.,n.a.,,M,
Ray Pittard,1389405,n.a.,n.a.,,M,
Manlio Valds,1389406,n.a.,n.a.,,M,
Andy Beamon,1389407,n.a.,n.a.,,M,
Evan Turtz,1389408,n.a.,n.a.,,M,
Steve Hauber,1389409,n.a.,n.a.,,M,
Mike O'Donnell,1389410,n.a.,n.a.,,M,
Sheila Ryan-Macie,1389411,n.a.,n.a.,,F,
Bill Hunt,1389412,n.a.,n.a.,,M,American
Peter Jones,1389413,1957,n.a.,62,M,
Richard Corredera,1389414,1978,n.a.,41,M,
Doctor Drew Murphy,1389417,n.a.,n.a.,,M,
Michael Scarbrough,1389422,n.a.,n.a.,,M,
Doctor Gary Sternberg,1389425,n.a.,n.a.,,M,
David Moore,1389433,1970,n.a.,49,M,
Chris Cobb,1389435,1969,n.a.,50,M,
Raul Ramos,1389436,1965,n.a.,54,M,
Sean Moore,1389437,1976,n.a.,43,M,
Charles De Tarr,1389438,1956,n.a.,63,M,
Jo Herold,1389444,1965,n.a.,54,F,
Rob Boogaard,1389445,1968,n.a.,51,M,
Jeff DeLapp,1389446,n.a.,n.a.,,M,
Robert Foster,1389454,n.a.,n.a.,,M,
