name,name_id,dob,dod,age,gender,nationality
David Shaw,16,22 Apr 1951,n.a.,68,M,American
Doctor Max Amstutz,66,1929,n.a.,90,M,Swiss
Hans-Ueli Rihs,77,03 Jan 1944,n.a.,75,M,Swiss
Doctor Jose Barrionuevo,106,n.a.,n.a.,,M,
Krister Sklberg,120,05 Dec 1961,n.a.,57,M,Swedish
Doctor Fritz Becker,138,n.a.,n.a.,,M,German
James Beery,139,1942,n.a.,77,M,
Professor Sir John Bell,141,01 Jul 1952,n.a.,67,M,Canadian
Ren Steichen,169,27 Nov 1942,n.a.,76,M,Luxembourger
The Rt. Hon. Lord Christopher Tugendhat of Widdington,228,23 Feb 1937,n.a.,82,M,British
Thomas Berglund,242,18 Jun 1952,n.a.,67,M,Swedish
Doctor Ewald Walgenbach,243,10 Feb 1959,n.a.,60,M,Luxembourger
David Wan,245,n.a.,n.a.,,M,American
Doctor Gary Williams,263,1947,n.a.,72,M,
Red Wilson,264,Apr 1940,n.a.,79,M,Canadian
Peter Wodtke,273,16 Jul 1934,n.a.,85,M,American
Doctor Herbert Wohlmann,275,n.a.,n.a.,,M,
Vincent Worms,277,12 Oct 1951,n.a.,67,M,American
George Wright,278,1943,n.a.,76,M,
Doctor Tachi Yamada,282,05 Jun 1945,n.a.,74,M,
Bert Nordberg,315,23 Mar 1956,n.a.,63,M,Swedish
Doctor Andreas Oeri,324,07 Apr 1949,n.a.,70,M,Swiss
Onder Olcay,329,28 Oct 1936,n.a.,82,M,American
Denis Olivennes,330,18 Oct 1960,n.a.,58,M,French
Aimo Olkkonen,332,1946,n.a.,73,M,
Jorma Ollila,334,15 Aug 1950,n.a.,68,M,Finnish
Michael O'Neill,338,31 Oct 1946,n.a.,72,M,American
Dinesh Paliwal,356,17 Dec 1957,n.a.,61,M,American
Doctor Helmut Panke,357,31 Aug 1946,n.a.,72,M,German
Michel Pbereau,367,23 Jan 1942,n.a.,77,M,French
Franois Prier,375,1957,n.a.,62,M,French
Jean Peyrelevade,389,24 Oct 1939,n.a.,79,M,French
Professor  Dr Roel Pieper,397,1956,n.a.,63,M,Dutch
Mark Frey,399,1953,n.a.,66,M,
Alfred Piergallini,400,Aug 1946,n.a.,72,M,American
Lionel Pincus,410,02 Mar 1931,10 Oct 2009,82,M,American
Pasquale Pistorio,415,06 Jan 1936,n.a.,83,M,Italian
Sir David Plastow,418,09 May 1932,n.a.,87,M,British
Professor  Dr Hasso Plattner,419,21 Jan 1944,n.a.,75,M,German
Karl Phl,423,01 Dec 1929,n.a.,89,M,German
Andr Kudelski,432,25 May 1960,n.a.,59,M,Swiss
Marc Ladreit de Lacharrire,442,06 Nov 1940,n.a.,78,M,French
Senator Klaus-Dieter Laidig,445,1942,n.a.,77,M,German
Doctor Pierre Landolt,455,1947,n.a.,72,M,Swiss
Gerold Bhrer,458,23 Jun 1948,n.a.,71,M,Swiss
Albert Wildgen,485,1953,n.a.,66,M,Luxembourger
Rafael Miranda Robredo,496,31 May 1949,n.a.,70,M,Spanish
Erik Engstrm,513,14 Jun 1963,n.a.,56,M,Swedish
John Mack,522,17 Nov 1944,n.a.,74,M,American
Gerald Clark,523,1943,n.a.,76,M,American
Bill Mechanic,554,30 Nov 1949,n.a.,69,M,American
Doctor Aatos Erkko,555,16 Sep 1932,05 May 2012,83,M,Finnish
Sir Rick Sheehy,567,02 Sep 1930,n.a.,88,M,British
Lord Simon of Highbury,579,24 Jul 1939,n.a.,79,M,British
Sir Graeme Odgers,581,10 Mar 1934,n.a.,85,M,British
Jeff Brooks,591,n.a.,n.a.,,M,
Baron Butler of Brockwell,597,03 Jan 1938,n.a.,81,M,British
The Hon. Joe Califano Jr,600,15 May 1931,n.a.,88,M,American
Francois Castaing,608,1945,n.a.,74,M,French
Francisco Castaer Basco,609,03 Dec 1944,n.a.,74,M,Spanish
Rob Cawthorn,611,28 Sep 1935,n.a.,83,M,British
M Chol,621,1943,n.a.,76,M,
Jean d'Arthuys,648,Nov 1966,n.a.,52,M,French
Didier Delepine,667,1947,n.a.,72,M,
Richard Eyre,695,03 May 1954,n.a.,65,M,British
Alan Goldberg,721,01 Sep 1954,n.a.,64,M,American
Hans Haefeli,729,23 Sep 1958,n.a.,60,M,British
Professor  Dr Erwin Heri,740,06 Mar 1954,n.a.,65,M,Swiss
Karen Schmedlin,741,1963,n.a.,56,F,
Ewald Hoelker,745,1945,n.a.,74,M,American
Lars Johansson,758,1954,n.a.,65,M,Swedish
Professor  Dr Povl Krogsgaard-Larsen,773,17 May 1941,n.a.,78,M,Danish
Pascal Lamy,779,08 Jul 1947,n.a.,72,M,French
Professor  Dr Jean-Marie Lehn,785,30 Sep 1939,n.a.,79,M,French
Dick Mackay,795,n.a.,n.a.,,M,American
Sam Minzberg,816,23 Jul 1949,n.a.,69,M,Canadian
Jean-Claude Monty,821,26 Jun 1947,n.a.,72,M,Canadian
George Morrow,826,1951,n.a.,68,M,
Hans Noetzli,833,Feb 1941,n.a.,78,M,American
Antoine Papiernik-Berkhauer,846,Jul 1966,n.a.,53,M,French
Doctor Alberto Pecci,854,18 Sep 1943,n.a.,75,M,Italian
Doctor Michael Philipp,865,29 Apr 1953,n.a.,66,M,American
Howard Pien,868,08 Dec 1957,n.a.,61,M,British
Lord Powell of Bayswater,877,06 Jun 1941,n.a.,78,M,British
The Hon. Bob Ray,890,26 Sep 1928,n.a.,90,M,American
Jay Allen,909,1952,n.a.,67,M,
Fernando Rodes Vila,914,01 Jan 1960,n.a.,59,M,Spanish
Jean-Pierre Rodier,915,04 May 1947,n.a.,72,M,French
Philip Rowley,925,22 Sep 1952,n.a.,66,M,British
Doctor Richard Rupp,927,Jun 1947,n.a.,72,M,German
Bob Schmetterer,944,1944,n.a.,75,M,American
Chuck Schwab,957,29 Jul 1937,n.a.,81,M,American
Doctor Jacques Sgula,961,23 Feb 1934,n.a.,85,M,French
Hanspeter Spek,983,05 Nov 1949,n.a.,69,M,German
Doctor M Spitz,986,27 Mar 1931,n.a.,88,M,French
David Stout,992,1954,n.a.,65,M,
Henk Van de Meent,1011,1941,n.a.,78,M,Canadian
Bernard Vergnes,1020,1946,n.a.,73,M,
Chris Viehbacher,1026,26 Mar 1960,n.a.,59,M,Canadian
Doctor Ken Widder,1032,14 Jan 1953,n.a.,66,M,American
John Bowmer,1041,18 Aug 1944,n.a.,74,M,British
Peter Brandenberg,1046,22 Apr 1947,n.a.,72,M,Swiss
Chris Mills,1053,04 Nov 1952,n.a.,66,M,British
Sir Richard Lapthorne,1055,25 Apr 1943,n.a.,76,M,British
Jerry Smith,1098,18 Oct 1938,n.a.,80,M,American
Tom O'Brien,1109,1950,n.a.,69,M,
Bruno Cuvillier,1120,1965,n.a.,54,M,
