name,name_id,dob,dod,age,gender,nationality
Gina Kamburowski,1521714,n.a.,n.a.,,F,
Melvin Johnson,1521715,n.a.,n.a.,,M,
Karen Franco,1521717,n.a.,n.a.,,F,
Doctor Cheryl Parker,1521718,n.a.,n.a.,,F,
Doctor Steven Davidson,1521719,n.a.,n.a.,,M,
Peter Longo,1521720,n.a.,n.a.,,M,
David Holmes Jr,1521722,n.a.,n.a.,,M,
Mike Musson,1521724,n.a.,n.a.,,M,
Jeff Melucci,1521725,n.a.,n.a.,,M,
Robert Saccone,1521726,n.a.,n.a.,,M,
Gina Caskey,1521727,n.a.,n.a.,,F,
Rey Jimenez Jr,1521728,1955,n.a.,64,M,
Pedro Coelho,1521731,n.a.,n.a.,,M,
Doctor Peter Meinhold,1521732,n.a.,n.a.,,M,
Kristen Simmons,1521734,1967,n.a.,52,F,
Elisa Cintron,1521735,1974,n.a.,45,F,
Olivier Delfosse,1521736,n.a.,n.a.,,M,
Dan Gill,1521737,n.a.,n.a.,,M,
Keith Waterhouse,1521738,n.a.,n.a.,,M,
Doctor Edward Zelnick,1521740,1945,n.a.,74,M,
Manish Gaur,1521742,n.a.,n.a.,,M,
John Cinicolo,1521743,n.a.,n.a.,,M,
Risto Paldanius,1521746,1971,n.a.,48,M,
Brian Harrison,1521747,1957,n.a.,62,M,
Jon Lundberg,1521749,26 Jun 1961,n.a.,58,M,American
Rick Mahoney,1521750,1961,n.a.,58,M,
Norman Salmon,1521751,n.a.,n.a.,,M,
Doctor Eric Stach,1521752,n.a.,n.a.,,M,
Doctor Hilton Lewis,1521753,1973,n.a.,46,M,
Doctor Daan Alsem,1521754,n.a.,n.a.,,M,
Doctor Shannan O'Shaughnessy,1521756,n.a.,n.a.,,M,
Tim Young,1521757,1965,n.a.,54,M,
Doctor Vikram Pattarkine,1521758,1964,n.a.,55,M,
Jim Trudeau,1521759,n.a.,n.a.,,M,
Reverend Ron Chickasaw,1521760,n.a.,n.a.,,M,
Reid Whitney,1521761,n.a.,n.a.,,M,
Ken Elsbury,1521762,n.a.,n.a.,,M,
Ed Greene,1521763,n.a.,n.a.,,M,
Jonah Kowall,1521765,n.a.,n.a.,,M,
Jonathan Lewinsohn,1521766,n.a.,n.a.,,M,
Anthony Bonidy,1521769,n.a.,n.a.,,M,
John Rakowski,1521770,n.a.,n.a.,,M,
Lodovico de Visconti,1521773,n.a.,n.a.,,M,
C Bapaiah,1521774,n.a.,n.a.,,M,
Scott Powers,1521787,n.a.,n.a.,,M,
Doctor Leonard Pinchuk,1521791,1954,n.a.,65,M,
Ed Kremer,1521793,n.a.,n.a.,,M,
Bret Kovacs,1521794,n.a.,n.a.,,M,
Nimrod Cohen,1521795,n.a.,n.a.,,M,
Roxanne Dubois,1521796,n.a.,n.a.,,F,
Rafael Martinez,1521799,1969,n.a.,50,M,
Bill Leslie,1521802,n.a.,n.a.,,M,
Mike Chouinard,1521803,n.a.,n.a.,,M,
Doctor Alexey Peshkovsky,1521805,1971,n.a.,48,M,
Jeff Meyer,1521806,n.a.,n.a.,,M,
Doctor Marina Mabragaa,1521807,n.a.,n.a.,,F,
Doctor Carrie Feeney,1521808,1965,n.a.,54,F,
Doctor Harris Goldberg,1521809,1949,n.a.,70,M,
Professor  Dr Tom Krupenkin,1521810,1956,n.a.,63,M,
Doctor J Taylor,1521811,n.a.,n.a.,,M,
Steve Bartz,1521813,n.a.,n.a.,,M,
Mike Boyd,1521814,n.a.,n.a.,,M,
Greg Fond,1521816,n.a.,n.a.,,M,
John O'Grady,1521825,n.a.,n.a.,,M,
