name,name_id,dob,dod,age,gender,nationality
Joe Tyler,1074011,1949,n.a.,70,M,
Brendan Ross,1074012,n.a.,n.a.,,M,
Rob Borden,1074013,n.a.,n.a.,,M,
Dave Simons,1074015,n.a.,n.a.,,M,
Professor  Dr Andrew Tomkins,1074022,May 1943,n.a.,76,M,British
Bill McGrath,1074028,1958,n.a.,61,M,
Steven Holmes,1074031,06 Oct 1972,n.a.,46,M,
Michael Ritchie,1074032,n.a.,n.a.,,M,
Dick Huebner,1074035,1957,n.a.,62,M,
Eric Grossman,1074037,14 Jan 1967,n.a.,52,M,
Mike Vaishnav,1074039,n.a.,n.a.,,M,
Patrick Hawkins,1074040,1971,n.a.,48,M,
Mark Bolus,1074041,1965,n.a.,54,M,
Neil Fesette,1074042,1965,n.a.,54,M,
Ed Mucenski,1074043,1947,n.a.,72,M,
John Parente,1074044,1966,n.a.,53,M,
Jack Whipple Jr,1074045,1955,n.a.,64,M,
Ruud Peters,1074047,1951,n.a.,68,M,Dutch
Doctor Peter Wierenga,1074051,n.a.,n.a.,,M,Dutch
Elise Tordella,1074056,n.a.,n.a.,,F,
John Slamecka,1074061,1964,n.a.,55,M,
Rick Jeanquart,1074065,1951,n.a.,68,M,
Terry Fulwiler,1074066,1951,n.a.,68,M,
Glenn Schneider,1074067,1961,n.a.,58,M,
Mark McMillan,1074068,1963,n.a.,56,M,
Elizabeth Letendre,1074069,n.a.,n.a.,,F,
Val Shelley,1074070,n.a.,n.a.,,F,
Steven Walker,1074071,1963,n.a.,56,M,
Ronen Magen,1074075,1976,n.a.,43,M,
Michael Sousa,1074081,1969,n.a.,50,M,
David Keenan,1074083,1968,n.a.,51,M,
D Graham,1074088,1962,n.a.,57,M,
Luis Valds,1074090,1957,n.a.,62,M,
Rex Auyeung,1074091,1952,n.a.,67,M,
Bob Romano,1074092,n.a.,n.a.,,M,
Ned Burmeister,1074093,1959,n.a.,60,M,
Nassrin Tavakoli,1074095,1957,n.a.,62,F,
Tom Upton,1074097,1957,n.a.,62,M,
William Cox,1074098,1951,n.a.,68,M,
Mike Fiore Jr,1074101,1945,n.a.,74,M,
Eric Johnson,1074102,1954,n.a.,65,M,
Frank Rollow,1074103,n.a.,n.a.,,M,
Candy Tillack,1074105,n.a.,n.a.,,F,
Walter Kilduff Jr,1074106,1951,n.a.,68,M,
Gary Wankum,1074107,n.a.,n.a.,,M,
Chris Byrd,1074109,n.a.,n.a.,,M,
Lee Brody,1074110,n.a.,n.a.,,M,
Miles Sanchez,1074111,n.a.,n.a.,,M,
Steven Decker,1074113,1961,n.a.,58,M,
Tom O'Brien,1074114,1956,n.a.,63,M,
Jack Evans,1074117,1949,n.a.,70,M,
Piero Bussani,1074118,1964,n.a.,55,M,
Hammad Pirzada,1074122,n.a.,n.a.,,M,
Doctor Markus Launer,1074123,1964,n.a.,55,M,
Craig Gomez,1074125,n.a.,n.a.,,M,
David Wagener,1074127,1954,n.a.,65,M,
Kourtney Smith,1074128,1969,n.a.,50,F,
Brett Hewlett,1074131,1962,n.a.,57,M,
Jan Zlotnick,1074138,n.a.,n.a.,,M,
Doctor Yehong Zhang,1074143,n.a.,n.a.,,M,
Glenn Kellow,1074148,1967,n.a.,52,M,
Doctor J Johnson,1074149,16 Apr 1956,n.a.,63,M,American
Doctor Michael Kropf,1074150,n.a.,n.a.,,M,
Doctor Thomas Learch,1074151,n.a.,n.a.,,M,
Doctor Michel Lvesque,1074152,n.a.,n.a.,,M,
Doctor Roy Nini,1074154,n.a.,n.a.,,M,
Jean-Paul Cottet,1074155,1954,n.a.,65,M,French
Doctor Robert Pashman,1074157,n.a.,n.a.,,M,
Jac Fourie,1074158,n.a.,n.a.,,M,
Anand Iyer,1074160,n.a.,n.a.,,M,
Doctor Brian Perri,1074161,n.a.,n.a.,,M,
Doctor Alexandre Rasouli,1074162,n.a.,n.a.,,M,
Doctor Howard Rosner,1074163,n.a.,n.a.,,M,
Doctor Srinath Samudrala,1074164,n.a.,n.a.,,M,
Doctor Khawar Siddique,1074165,n.a.,n.a.,,M,
Doctor Christopher Zarembinski,1074166,n.a.,n.a.,,M,
Mark MacGann,1074167,n.a.,n.a.,,M,
Doctor C Bairey Merz,1074168,n.a.,n.a.,,F,
Margo Minissian,1074169,n.a.,n.a.,,F,
Doctor Chrisandra Shufelt,1074170,n.a.,n.a.,,F,
Doctor Kirsten Tolstrup,1074171,n.a.,n.a.,,F,
Doctor Margo Apostolos,1074172,n.a.,n.a.,,F,
Doctor Rodney Gabriel,1074173,n.a.,n.a.,,M,
Doctor William Hohl,1074174,n.a.,n.a.,,M,
Professor  Dr Guy Paiement,1074175,n.a.,n.a.,,M,
Doctor Glenn Pfeffer,1074176,n.a.,n.a.,,M,
Doctor Justin Saliman,1074177,n.a.,n.a.,,M,
Doctor Andrew Spitzer,1074178,n.a.,n.a.,,M,
Doctor Sam Najmabadi,1074179,n.a.,n.a.,,M,
Doctor Mark Surrey,1074180,15 Jan 1947,n.a.,72,M,American
Doctor Stuart Finder,1074181,1961,n.a.,58,M,
Doctor Kenneth Leeds,1074182,1938,n.a.,81,M,
Professor  Dr Leon Morgenstern,1074183,1919,n.a.,100,M,
Donna Bias,1074184,n.a.,n.a.,,F,
Professor  Dr Spencer Koerner,1074187,n.a.,n.a.,,M,
Monica Rivadeneira,1074189,n.a.,n.a.,,F,
Stephen Leonard,1074191,n.a.,n.a.,,M,
Nolle Lenoir,1074193,27 Apr 1948,n.a.,71,F,
Bob Kraft,1074194,n.a.,n.a.,,M,
Professor Camille Douglas,1074197,1951,n.a.,68,F,British
Stephen Skiba,1074198,1954,n.a.,65,M,
Andy Jenks,1074203,1974,n.a.,45,M,
Neil Araujo,1074204,n.a.,n.a.,,M,
Kristin Peck,1074205,1972,n.a.,47,F,
Govind Kizhepat,1074206,1963,n.a.,56,M,
Paul Masschelin,1074207,1954,n.a.,65,M,Belgian
Georgia Garinois-Melenikiotou,1074208,1960,n.a.,59,F,
Kevin Hostetler,1074209,1968,n.a.,51,M,
Andy Silvernail,1074210,1971,n.a.,48,M,
Professor Yair Tauman,1074212,20 Jan 1948,n.a.,71,M,Israeli
Becky Berthelot,1074213,1949,n.a.,70,M,
Brad Wiggins,1074215,n.a.,n.a.,,M,
