name,name_id,company,company_id,in_board,in_supervisory,role,role_start_date,role_end_date 
Dani Rodrik,891228,Wellesley College,62904,No,No,Lecturer,2010-10-28,
Doctor Joan Stewart,1196696,Wellesley College,62904,No,No,Instructor,1970-01-01,1972-01-01
Joan Camins,1249056,Wellesley College,62904,No,No,Committee Co-Chairman,,
Wendy Paulson,1146107,Wellesley College,62904,No,No,Faculty Member,,
Steven Healy,1130313,Wellesley College,62904,No,No,Chief,,
Doctor Helena Sturnick,1012594,Wellesley College,62904,No,No,Teacher,,
Professor Doctor Cynthia Garcia Coll,998460,Wellesley College,62904,No,No,Division Director,1991-01-01,1994-01-01
Stefan Muzin,1070492,Wellesley College,62904,No,No,Physician,,
J Brosius,1089096,Wellesley College,62904,No,No,Instructor,,
Chris Halmy,1118648,Wesley College,62907,No,No,Adjunct Professor,1999-01-01,2006-01-01
Mike Malkiewicz,873976,Wesley College,62907,No,No,Adjunct Professor,1981-01-01,1991-01-01
Wai Law,1525598,Wesley College,62907,No,No,Counsellor,2009-01-01,2011-01-01
Doctor Bill Seymour,1858192,Wesley College,62907,No,No,Various Positions,,
Doctor Scott Miller,1856883,Wesley College,62907,No,No,President,1997-01-01,2007-01-01
Tavo True-Alcala,1790933,Wesleyan University,62908,No,No,Facilitator,2014-08-01,2015-05-01
Karen Bock,1731828,Wesleyan University,62908,No,No,Teacher,,
Professor Doctor Shireen Rizvi,1961772,Wesleyan University,62908,No,No,Research Assistant,1995-01-01,1996-01-01
David Rivel,1936196,Wesleyan University,62908,No,No,Lecturer,,
Renuka Rangappa,1935994,Wesleyan University,62908,No,No,Visiting Professor,2015-01-01,2017-05-01
Jane Donaldson,1936122,Wesleyan University,62908,No,No,Dean,1974-01-01,1978-01-01
Doctor Elizabeth Parr-Johnston,344045,Wesleyan University,62908,No,No,Faculty Member,,
Doctor Les Gelb,594366,Wesleyan University,62908,No,No,Assistant Professor,1964-01-01,1967-01-01
Eunice Groark,772457,Wesleyan University,62908,No,No,Visiting Professor,,
Colin Ambrose,2200888,Wesleyan University,62908,No,No,Head of Division,,
Stephanie Tagliatela,2181015,Wesleyan University,62908,No,No,Research Assistant,2010-06-01,2012-06-01
Liz Pascal,2181145,Wesleyan University,62908,No,No,Professor,,
Jonathan Holloway,2157531,Wesleyan University,62908,No,No,Consultant,,2011-01-01
Bob Taylor,343763,Wesleyan University,62908,No,No,VP/Treasurer,1985-04-01,2001-01-01
Doctor Olin Robison,346616,Wesleyan University,62908,No,No,Various Positions,,
Anthony Viscusi,450292,Wesleyan University,62908,No,No,Lecturer,,
Colin Campbell,42816,Wesleyan University,62908,No,No,President,1970-01-01,1988-01-01
Colin Campbell,42816,Wesleyan University,62908,No,No,President Emeritus,1988-01-01,
Colin Campbell,42816,Wesleyan University,62908,No,No,Executive VP,1969-01-01,1970-01-01
Colin Campbell,42816,Wesleyan University,62908,No,No,Vice President,1967-01-01,1969-01-01
Doctor Neil Grabois,271798,Wesleyan University,62908,No,No,Professor,,
Doctor Joanne Creighton,335074,Wesleyan University,62908,No,No,Professor,1990-01-01,1994-08-01
Doctor Joanne Creighton,335074,Wesleyan University,62908,No,No,Interim President,1994-08-01,1996-01-01
Phil Buchanan,1451892,Wesleyan University,62908,No,No,Special Assistant,,
Doctor Surjit Dixit,1587062,Wesleyan University,62908,No,No,Coordinator,2001-05-01,2007-07-01
Nadia Burgard,1615371,Wesleyan University,62908,No,No,Editor,,1982-01-01
Peter Patton,1641226,Wesleyan University,62908,No,No,Interim Dean,2005-03-31,2006-01-01
Peter Patton,1641226,Wesleyan University,62908,No,No,Professor,,
Peter Patton,1641226,Wesleyan University,62908,No,No,Vice President,2006-01-01,
Doctor Carl Liedholm,1634941,Wesleyan University,62908,No,No,Visiting Scholar,1989-11-01,1990-01-01
Peter Patton,1641226,Wesleyan University,62908,No,No,Publisher,1976-01-01,2005-03-31
Professor Doctor Gary Yohe,1648031,Wesleyan University,62908,No,No,Director - Non-Brd,1992-07-01,1994-07-01
Professor Doctor Gary Yohe,1648031,Wesleyan University,62908,No,No,Professor,2010-10-01,
Professor Doctor Gary Yohe,1648031,Wesleyan University,62908,No,No,Professor,2006-07-01,2010-10-01
Professor Doctor Gary Yohe,1648031,Wesleyan University,62908,No,No,Professor,1985-07-01,1992-07-01
Professor Doctor Gary Yohe,1648031,Wesleyan University,62908,No,No,Professor,2001-07-01,2006-06-01
Professor Doctor Gary Yohe,1648031,Wesleyan University,62908,No,No,Research Director,1994-07-01,2001-06-01
Professor Doctor Gary Yohe,1648031,Wesleyan University,62908,No,No,Associate Professor,1978-07-01,1985-06-01
Professor Doctor Gary Yohe,1648031,Wesleyan University,62908,No,No,Assistant Professor,1977-07-01,1978-06-01
Professor Bruce Greenwald,1659314,Wesleyan University,62908,No,No,Lecturer,1973-01-01,1977-01-01
Ann Feinberg,1659153,Wesleyan University,62908,No,No,Director - Planning,1993-01-01,1998-01-01
Dan Hore,1655953,Wesleyan University,62908,No,No,Manager,2006-05-01,2007-06-01
Caroline Wamsler,1292106,Wesleyan University,62908,No,No,Lecturer,,
William Adams,879861,Wesleyan University,62908,No,No,VP/Secretary,1993-01-01,1995-01-01
William Adams,879861,Wesleyan University,62908,No,No,Executive Assistant,1988-01-01,1993-01-01
Gary Wasdin,858056,Wesleyan University,62908,No,No,Librarian,1997-01-01,1999-06-01
Gary Wasdin,858056,Wesleyan University,62908,No,No,Head of Public Services,1999-06-01,2000-10-01
Matt Moran,982423,Wesleyan University,62908,No,No,Coach,2004-01-01,2005-01-01
Matt Moran,982423,Wesleyan University,62908,No,No,Assistant Coach,2013-01-01,
Doctor Norma Allewell,837766,Wesleyan University,62908,No,No,Founding Chairman,1984-01-01,1987-01-01
Doctor Norma Allewell,837766,Wesleyan University,62908,No,No,Professor,1987-01-01,1991-01-01
Doctor Norma Allewell,837766,Wesleyan University,62908,No,No,Assistant,1973-01-01,1984-01-01
Josh Sirefman,742794,Wesleyan University,62908,No,No,Guest Lecturer,,
Doctor Neil Clendeninn,650447,Wesleyan University,62908,No,No,Consultant,,
Joelle Hayes,1127835,Wesleyan University,62908,No,No,Program Director,1996-01-01,
Professor Doctor Tom Rosenbaum,1094304,Wesleyan University,62908,No,No,Lecturer,1998-01-01,
Joy D'Amore,1079632,Wesleyan University,62908,No,No,Assistant,,
Lee Elliot,992678,Wesleyan University,62908,No,No,Instructor,,
Doctor Sonia Majon,1042117,Wesleyan University,62908,No,No,Division VP,2008-07-01,2013-06-14
John Giammatteo,1042036,Wesleyan University,62908,No,No,Instructor,2003-01-01,2011-01-01
John Golden,1046374,West Virginia University (WVU),62917,No,No,Various Positions,,
Jack Thompson,1046392,West Virginia University (WVU),62917,No,No,Interim Director - Corporate Relations,2016-04-01,
R Walker,1046325,West Virginia University (WVU),62917,No,No,Chief of Staff,2007-01-01,2008-09-01
R Walker,1046325,West Virginia University (WVU),62917,No,No,Assistant Division Director,1981-01-01,1995-01-01
Oliver Luck,1038252,West Virginia University (WVU),62917,No,No,Director - Non-Brd,2010-07-01,2014-12-01
Barry Sullivan,992833,West Virginia University (WVU),62917,No,No,Lecturer,2005-01-01,
Professor Doctor Jim Stevenson,1095137,West Virginia University (WVU),62917,No,No,Assistant Professor,1982-07-01,1985-04-01
Professor Doctor Jim Stevenson,1095137,West Virginia University (WVU),62917,No,No,Director - Non-Brd,1990-01-01,1991-01-01
Doctor Steve Warshauer,1113351,West Virginia University (WVU),62917,No,No,Associate Professor,,
Doctor Ben Thomas,1121017,West Virginia University (WVU),62917,No,No,Assistant,2000-01-01,2001-01-01
Doctor Syd Peng,1121344,West Virginia University (WVU),62917,No,No,Interim Chairman,2015-02-27,2015-08-15
Doctor Syd Peng,1121344,West Virginia University (WVU),62917,No,No,Division Chairman,2006-01-01,2015-02-27
Doctor Syd Peng,1121344,West Virginia University (WVU),62917,No,No,Division Chairman,1978-01-01,1987-01-01
Doctor Syd Peng,1121344,West Virginia University (WVU),62917,No,No,Professor,1987-01-01,2006-01-01
Doctor Syd Peng,1121344,West Virginia University (WVU),62917,No,No,Various Positions,1974-01-01,1978-01-01
Doctor Fengrong Wang,1146427,West Virginia University (WVU),62917,No,No,Visiting Scholar,,
Doctor Nigel Levens,603407,West Virginia University (WVU),62917,No,No,Faculty Member,,
Kathy Combs,606775,West Virginia University (WVU),62917,No,No,Editor,1974-01-01,1975-01-01
John Ellis,846349,West Virginia University (WVU),62917,No,No,Manager,,
Rear Admiral Bill Miller Jr,837735,West Virginia University (WVU),62917,Yes,Yes,Vice Chairman,,
Bernard Westfall,983204,West Virginia University (WVU),62917,No,No,Guest Lecturer,,
Professor Matthew Cummings,981338,West Virginia University (WVU),62917,No,No,Adjunct Professor,2006-01-01,2015-01-01
Professor Matthew Cummings,981338,West Virginia University (WVU),62917,No,No,Assistant Director,2015-01-01,
Doctor Julian Bailes Jr,983172,West Virginia University (WVU),62917,No,No,Assistant Professor,1993-01-01,1997-01-01
Paul Malone,983186,West Virginia University (WVU),62917,No,No,Division Chairman,,
Doctor Julian Bailes Jr,983172,West Virginia University (WVU),62917,No,No,Division Chairman,2000-01-01,2011-01-01
Doctor Julian Bailes Jr,983172,West Virginia University (WVU),62917,No,No,Instructor,1989-01-01,1993-01-01
Ed Mason,847426,West Virginia University (WVU),62917,No,No,Assistant Director,2016-11-01,
Doctor Gary Keefer,847419,West Virginia University (WVU),62917,No,No,Visiting Professor,,2015-12-12
Professor Doctor Brian Greber,878888,West Virginia University (WVU),62917,No,No,Teacher,,
Scott Rotruck,875879,West Virginia University (WVU),62917,No,No,Director - Development,1999-07-16,2001-01-01
Professor Doctor Brian Greber,878888,West Virginia University (WVU),62917,No,No,Research Assistant,1977-06-01,1980-05-01
Russ Lorince,1289417,West Virginia University (WVU),62917,No,No,Director - Development,2002-12-01,2013-01-01
Doctor Frank Alderman,1287644,West Virginia University (WVU),62917,No,No,Resident,,
Doctor Charles Foster,1275062,West Virginia University (WVU),62917,No,No,Visiting Professor,2004-01-01,
Gail Meneley,1274508,West Virginia University (WVU),62917,No,No,Various Positions,,
Jeff Abney,1267447,West Virginia University (WVU),62917,No,No,Instructor,,
Doctor John Dooley,1278970,West Virginia University (WVU),62917,No,No,Assistant Dean,1996-01-01,2001-01-01
Brent Clark,1280740,West Virginia University (WVU),62917,No,No,Financial Analyst,1998-01-01,2000-04-01
Brent Clark,1280740,West Virginia University (WVU),62917,No,No,Senior Accountant,1993-08-01,1998-09-01
Todd Montgomery,1374844,West Virginia University (WVU),62917,No,No,Lecturer,1998-01-01,2007-01-01
Todd Montgomery,1374844,West Virginia University (WVU),62917,No,No,Associate,1995-01-01,1998-01-01
Dave Owens,1384558,West Virginia University (WVU),62917,No,No,Staff Assistant,1977-08-01,1979-05-01
Rocky Fitzsimmons,1387851,West Virginia University (WVU),62917,No,No,Counsel,,
Doctor Robert Wack,1332310,West Virginia University (WVU),62917,No,No,Faculty Member,2011-01-01,2016-01-01
Andy Culicerto,1656338,West Virginia University (WVU),62917,No,No,Associate Editor,,
Brandon Wilcox,1653270,West Virginia University (WVU),62917,No,No,Instructor,2007-01-01,2009-05-01
Jay Rossello,1652217,West Virginia University (WVU),62917,No,No,Associate General Counsel,2003-04-01,2007-10-01
Doctor Conrad Lotze,1540878,West Virginia University (WVU),62917,No,No,Assistant,1994-08-01,1995-12-01
Bill McMann,1401331,West Virginia University (WVU),62917,No,No,Lecturer,,
Ngoni Murandu,1399226,West Virginia University (WVU),62917,No,No,Lecturer,,
Doctor Karen Ammerman,1465727,West Virginia University (WVU),62917,No,No,Resident,,
Randal Schober,1464202,West Virginia University (WVU),62917,No,No,Researcher,1992-01-01,1996-01-01
Cassandra Wheeler,1470839,West Virginia University (WVU),62917,No,No,Coordinator,1996-01-01,2000-01-01
Cassandra Wheeler,1470839,West Virginia University (WVU),62917,No,No,Chairman,2000-01-01,2001-01-01
Doctor Mary Mazey,1476375,West Virginia University (WVU),62917,No,No,Dean,2005-01-01,2009-01-01
Cassandra Wheeler,1470839,West Virginia University (WVU),62917,No,No,Intern,2002-08-01,2002-12-01
Doctor David Jones,1491624,West Virginia University (WVU),62917,No,No,Intern,,1989-01-01
Elliot Kennel,1493249,West Virginia University (WVU),62917,No,No,Coordinator,2002-07-01,2011-11-01
Doctor David Jones,1491624,West Virginia University (WVU),62917,No,No,Trainee,1989-01-01,1998-01-01
Doctor Shannon Sheehan,1513868,West Virginia University (WVU),62917,No,No,Interim Director - Non-Brd,2001-01-01,2005-01-01
Doctor Roger Ulrich,1490460,West Virginia University (WVU),62917,No,No,Division Director,1978-01-01,1983-01-01
Doctor Richard Cole,335873,West Virginia University (WVU),62917,No,No,Assistant Professor,1967-01-01,1968-01-01
Susan Jones,339207,West Virginia University (WVU),62917,No,No,Faculty Member,,
Doctor Donald Morton,338736,West Virginia University (WVU),62917,No,No,Guest Lecturer,1987-01-01,1987-01-01
Doctor Mark Gurney,329045,West Virginia University (WVU),62917,No,No,Adjunct Professor,2012-08-01,2015-08-01
John Moore Jr,271943,West Virginia University (WVU),62917,No,No,Instructor,1971-01-01,1976-07-01
George Hagi,271189,West Virginia University (WVU),62917,No,No,Lecturer,,
Professor Doctor Doc Budig,180539,West Virginia University (WVU),62917,No,No,President,1977-01-01,1980-01-01
Russell Isaacs,141892,West Virginia University (WVU),62917,No,No,Financial Advisor,,
Thomas Blair III,141845,West Virginia University (WVU),62917,No,No,Lecturer,1960-01-01,
Doctor John O'Donnell,57032,West Virginia University (WVU),62917,No,No,Professor,,
Mike Puskar,56237,West Virginia University (WVU),62917,No,No,Assistant Professor,1979-01-01,
Doctor Bob Ruffolo Jr,33885,West Virginia University (WVU),62917,No,No,Adjunct Professor,,
Doctor Des King,13840,West Virginia University (WVU),62917,No,No,Professor,,1981-01-01
Doctor Henry Lowenstein,480070,West Virginia University (WVU),62917,No,No,Associate Professor,1994-06-01,1997-01-01
Doctor Joe Jarrett Jr,484080,West Virginia University (WVU),62917,No,No,Resident Doctor,,
Terri Marts,495801,West Virginia University (WVU),62917,No,No,Advisory Board Member,2009-01-01,
Rick Adams Jr,492007,West Virginia University (WVU),62917,No,No,Adjunct Professor,,
Doctor Fletcher Lamkin,347715,West Virginia University (WVU),62917,No,No,President,2014-12-09,
Charles Cohen,344321,West Virginia University (WVU),62917,No,No,Adjunct Professor,1990-01-01,
Professor Doctor Louis Luzzi,349116,West Virginia University (WVU),62917,No,No,Dean,1974-01-01,1981-01-01
Doctor Laurel Omert,446048,West Virginia University (WVU),62917,No,No,Associate Professor,,1997-01-01
Paul Bower,374793,West Virginia University (WVU),62917,No,No,Assistant General Manager,1969-01-01,1977-01-01
Doctor Richard Williams,556688,West Virginia University (WVU),62917,No,No,Faculty Member,1979-01-01,1982-01-01
Chuck James III,599859,West Virginia University (WVU),62917,No,No,Lecturer,,
Doctor Pravin Chaturvedi,595487,West Virginia University (WVU),62917,No,No,Advisory Chairman,2010-05-01,
John Fisher II,533118,West Virginia University (WVU),62917,No,No,Interim Dean,1997-07-01,1998-04-02
John Fisher II,533118,West Virginia University (WVU),62917,No,No,Editor-in-Chief,,
Professor Doctor Bob D'Alessandri,533117,West Virginia University (WVU),62917,No,No,Faculty Member,1977-01-01,1989-01-01
Professor Doctor Bob D'Alessandri,533117,West Virginia University (WVU),62917,No,No,Vice President,,
John Fisher II,533118,West Virginia University (WVU),62917,No,No,Faculty Member,2008-01-01,
John Fisher II,533118,West Virginia University (WVU),62917,No,No,Dean,1992-06-01,1993-07-01
John Fisher II,533118,West Virginia University (WVU),62917,No,No,Acting Dean,1981-01-01,1982-01-01
John Fisher II,533118,West Virginia University (WVU),62917,No,No,Associate Dean,1979-01-01,1981-01-01
Professor Doctor Bob D'Alessandri,533117,West Virginia University (WVU),62917,No,No,Dean,1989-01-01,2004-01-01
John Fisher II,533118,West Virginia University (WVU),62917,No,No,Executive Officer,1982-01-01,1986-01-01
Professor Doctor Dave DeCenzo,536830,West Virginia University (WVU),62917,No,No,Assistant,1978-08-01,1981-05-01
John Fisher II,533118,West Virginia University (WVU),62917,No,No,Associate Dean,1973-01-01,1979-01-01
John Fisher II,533118,West Virginia University (WVU),62917,No,No,Dean,1998-04-03,2008-01-01
Gary Antoniewicz,2160947,West Virginia University (WVU),62917,No,No,Research Assistant,1974-01-01,1975-01-01
Jeff Kaplan,2183249,West Virginia University (WVU),62917,No,No,Consultant,2014-01-01,
Doctor Brian Anderson,2144653,West Virginia University (WVU),62917,No,No,Assistant Professor,2006-01-01,2014-09-01
Marc Weintraub,2119812,West Virginia University (WVU),62917,No,No,Adjunct Professor,2004-01-01,2011-01-01
Maureen Lannon,2118147,West Virginia University (WVU),62917,No,No,Marketing Director,1993-01-01,1995-12-01
Robert Burns Jr,1630331,West Virginia University (WVU),62917,No,No,Editor,,1994-01-01
Doctor Steven Cohen,1532422,West Virginia University (WVU),62917,No,No,Assistant Professor,1979-08-01,1980-08-01
Doctor Roald Hoffmann,448154,West Virginia University (WVU),62917,No,No,Lecturer,,
Doctor Jennie Hunter-Cevera,373435,West Virginia University (WVU),62917,No,No,Assistant,1970-01-01,1972-01-01
Doctor Jennie Hunter-Cevera,373435,West Virginia University (WVU),62917,No,No,Technician,1969-01-01,1970-01-01
Doctor Jennie Hunter-Cevera,373435,West Virginia University (WVU),62917,No,No,Lecturer,1972-01-01,
Professor Doctor Hermann Viets,370267,West Virginia University (WVU),62917,No,No,Dean,,1991-05-01
Doctor Stan Ikenberry,31610,West Virginia University (WVU),62917,No,No,Various Positions,,
Professor Doctor Elwood Gee,53451,West Virginia University (WVU),62917,No,No,President,2014-01-01,
Professor Doctor Elwood Gee,53451,West Virginia University (WVU),62917,No,No,President,1981-01-01,1985-01-01
Doctor Tim Tracy,1948355,West Virginia University (WVU),62917,No,No,Professor,1992-07-01,2003-07-01
Doctor Lawrence Gan,1935735,West Virginia University (WVU),62917,No,No,Adjunct Professor,,
Doctor Nigel Hernandez,1886796,West Virginia University (WVU),62917,No,No,Professor,2009-01-01,2011-01-01
Anthony Gregory,1910665,West Virginia University (WVU),62917,No,No,Research Assistant,2006-08-01,2007-12-01
Creasie Hairston,1906963,West Virginia University (WVU),62917,No,No,Faculty Member,,
Mike Dinneen,1890564,West Virginia University (WVU),62917,No,No,Division Manager,1995-01-01,1997-01-01
Eric Buchanan,1967100,West Virginia University (WVU),62917,No,No,Assistant,1994-08-01,1996-05-01
Leyda Hernandez,1964257,West Virginia University (WVU),62917,No,No,Adjunct Professor,2017-02-01,
Mustafa Ali,1974879,West Virginia University (WVU),62917,No,No,Instructor,,
Doctor Laurie Locascio,1981915,West Virginia University (WVU),62917,No,No,Research Assistant,1982-01-01,1982-01-01
Joyce McConnell,1987181,West Virginia University (WVU),62917,No,No,Vice President,2014-07-01,2019-01-01
Jon Elder,1990731,West Virginia University (WVU),62917,No,No,Teacher,,
Chelle Adams,2025281,West Virginia University (WVU),62917,No,No,Various Positions,1995-04-01,2002-07-01
Chelle Adams,2025281,West Virginia University (WVU),62917,No,No,Manager - Training/Development,2002-07-01,2006-08-01
Chelle Adams,2025281,West Virginia University (WVU),62917,No,No,HR Director,2006-08-01,2016-09-01
Michael Donoso,2101821,West Virginia University (WVU),62917,No,No,Assistant,2006-01-01,2007-01-01
Tom Morrison,1718909,West Virginia University (WVU),62917,No,No,Coach,,
Menchini Antn,1716243,West Virginia University (WVU),62917,No,No,Assistant,,
Alan Rothenberg,202524,Whittier College,62947,No,No,Instructor,1980-01-01,1980-01-01
Doctor Jack Callahan,1742877,West Virginia University (WVU),62917,No,No,Associate Professor,1992-08-01,2001-05-01
Doctor Ronald Bauer,1753955,West Virginia University (WVU),62917,No,No,Resident,,1992-01-01
Doctor Brooke Helfer,1669046,West Virginia University (WVU),62917,No,No,Research Analyst,2004-08-01,2008-08-01
Bob Shreve,1691228,West Virginia University (WVU),62917,No,No,Deputy Commissioner,,
Butch Sumpter,1694865,West Virginia University (WVU),62917,No,No,Lecturer,,
Doctor Dan Alkon,1789612,West Virginia University (WVU),62917,No,No,Professor,2000-10-01,2016-09-23
Tom Dorer,1802997,West Virginia University (WVU),62917,No,No,General Counsel,2002-07-01,2007-08-01
Bill Archer,1857546,West Virginia University (WVU),62917,No,No,Diver,,
Doctor Paul Jagodzinski,1854078,West Virginia University (WVU),62917,No,No,Professor,1982-01-01,2001-01-01
Doctor Maria Pappas,1850769,West Virginia University (WVU),62917,No,No,Assistant,,
Jennifer Cunanan,1826460,West Virginia University (WVU),62917,No,No,Associate Director,2000-01-01,2003-01-01
Sally Oxley,1824096,West Virginia University (WVU),62917,No,No,Faculty Member,,
Chip Brooks,1824642,West Virginia University (WVU),62917,No,No,Psychologist,1978-01-01,1984-01-01
Doctor Roger Hanshaw,1839440,West Virginia University (WVU),62917,No,No,Assistant Director,2008-02-01,2012-05-01
Steve Hardman,1839488,West Virginia University (WVU),62917,No,No,Faculty Member,,
Tai Shadrick,1834470,West Virginia University (WVU),62917,No,No,Research Assistant,,
Alex Macia,1831222,West Virginia University (WVU),62917,No,No,Vice President - Legal Affairs,2007-07-01,2008-07-01
Steven Hall,1839439,West Virginia University (WVU),62917,No,No,Assistant,,
Kim Croyle,1839411,West Virginia University (WVU),62917,No,No,VP/General Counsel/Chief Legal Officer,2010-01-19,
John Gianola,1837847,West Virginia University (WVU),62917,No,No,Adjunct Professor,,
Eric London,1839327,West Virginia University (WVU),62917,No,No,Instructor,2015-01-01,
Eric London,1839327,West Virginia University (WVU),62917,No,No,Instructor,2005-01-01,2009-01-01
Eric London,1839327,West Virginia University (WVU),62917,No,No,Lecturer,,
James Bentley,1839352,West Virginia University (WVU),62917,No,No,Assistant,2013-01-01,2015-01-01
Josh Cottle,1839409,West Virginia University (WVU),62917,No,No,Writer,2013-08-01,2014-05-01
Zach McCoy,1831231,West Virginia University (WVU),62917,No,No,Assistant,2014-05-01,2014-08-01
John Allen,1833989,Western Michigan University (WMU),62925,No,No,Instructor,1975-01-01,1983-01-01
Larry Titley,1834377,Western Michigan University (WMU),62925,No,No,Instructor,,
Doctor Terri Kinzy,1855153,Western Michigan University (WMU),62925,No,No,Vice President - Research,2018-01-08,
Kurt McCamman,1794429,Western Michigan University (WMU),62925,No,No,Coach,,
Jenn Callahan,1783061,Western Michigan University (WMU),62925,No,No,Associate VP,2013-03-01,2015-06-01
Bill Martin,1771776,Western Michigan University (WMU),62925,No,No,Treasurer Emeritus,2003-01-01,2011-01-01
Justin Stemple,1691619,Western Michigan University (WMU),62925,No,No,Faculty Member,2006-01-01,
Sarah Neyaz,1741524,Western Michigan University (WMU),62925,No,No,Graphic Designer,2001-08-01,2002-08-01
Doctor Rick Stevens,1744768,Western Michigan University (WMU),62925,No,No,Analyst,1981-01-01,1982-01-01
Doctor Rick Stevens,1744768,Western Michigan University (WMU),62925,No,No,Programmer,1983-01-01,1984-01-01
Rich Hook,1716196,Western Michigan University (WMU),62925,No,No,Guest Professor,,
Bruce Ring,1736764,Western Michigan University (WMU),62925,No,No,Guest Professor,,
Doctor Vicky Gordon,2094001,Western Michigan University (WMU),62925,No,No,Assistant Professor,1980-01-01,1981-01-01
Justine McGraw,2089495,Western Michigan University (WMU),62925,No,No,Supervisor,2009-01-01,2011-05-01
Trish Rich,1969187,Western Michigan University (WMU),62925,No,No,Instructor,2002-05-01,2003-05-01
Tim Stoepker,1889423,Western Michigan University (WMU),62925,No,No,Lecturer,,2006-04-01
Doctor Jack Luderer,1907848,Western Michigan University (WMU),62925,No,No,Vice President - Research,2002-01-01,2005-01-01
Doctor Jack Luderer,1907848,Western Michigan University (WMU),62925,No,No,Associate VP,2000-01-01,2002-01-01
Ravi Adusumilli,1886437,Western Michigan University (WMU),62925,No,No,Research Assistant,1998-01-01,2000-01-01
Matt Gerard,1926540,Western Michigan University (WMU),62925,No,No,Executive,,2004-01-01
Doctor Deepak Ravindra,1912718,Western Michigan University (WMU),62925,No,No,Associate,2005-04-01,2012-06-01
Kurt Landgraf,34188,Western Michigan University (WMU),62925,No,No,Teacher,,
David Otis,2128093,Western Michigan University (WMU),62925,No,No,Faculty Member,,
Doctor Venkat Guduru,2131786,Western Michigan University (WMU),62925,No,No,Professor,,
Doctor Lori Ryland,2154869,Western Michigan University (WMU),62925,No,No,Instructor,2018-01-01,
Doctor Roger Hagengruber,517910,Western Michigan University (WMU),62925,No,No,Assistant Professor,,1998-01-01
Early Stephens,445144,Western Michigan University (WMU),62925,No,No,Project Manager,1988-06-01,1996-06-01
Doctor Paul Satoh,448098,Western Michigan University (WMU),62925,No,No,Adjunct Associate Professor,1976-01-01,1981-01-01
Doctor Paul Satoh,448098,Western Michigan University (WMU),62925,No,No,Adjunct Associate Professor,1981-01-01,1989-01-01
Selvi Vescovi,348624,Western Michigan University (WMU),62925,No,No,Adjunct Professor,1988-01-01,1993-01-01
John Bergin,484513,Western Michigan University (WMU),62925,No,No,Division MD,2006-10-01,
Professor Doctor Steven Quay,480262,Western Michigan University (WMU),62925,No,No,Associate,1971-01-01,1972-01-01
Doctor Lynn Todman,1814936,Western Michigan University (WMU),62925,No,No,Principal,1996-01-01,2000-01-01
Doctor Elson Floyd,220976,Western Michigan University (WMU),62925,No,No,President,1998-08-01,2003-01-05
Doctor Frank Gambino,220975,Western Michigan University (WMU),62925,No,No,Faculty Member,1984-01-01,
John Sommavilla,220915,Western Michigan University (WMU),62925,No,No,Advisor,,
Tim Stack,203576,Western Michigan University (WMU),62925,No,No,Lecturer,,
Ed Ferkany,322214,Western Michigan University (WMU),62925,No,No,Coach,1964-01-01,1968-01-01
Doctor Rolf Kletzien,1513766,Western Michigan University (WMU),62925,No,No,Adjunct Professor,,
Doctor Naveed Sherwani,1456387,Western Michigan University (WMU),62925,No,No,Professor,1988-01-01,1994-01-01
Doctor William Thompson,1453579,Western Michigan University (WMU),62925,No,No,Associate Professor,1976-01-01,1980-01-01
Doctor William Thompson,1453579,Western Michigan University (WMU),62925,No,No,Assistant Professor,1971-01-01,1976-01-01
Doctor Neal Goodwin,1334025,Western Michigan University (WMU),62925,No,No,Adjunct Professor,2004-01-01,
Doctor Kevin Fickenscher,1324853,Western Michigan University (WMU),62925,No,No,Adjunct Professor,,
Charles Zeller Jr,1342781,Western Michigan University (WMU),62925,No,No,Assistant Dean,,
Jim Greene Jr,1342734,Western Michigan University (WMU),62925,No,No,Adjunct Professor,,
D LaVanway,877902,Western Michigan University (WMU),62925,No,No,Guest Professor,,
Jeff St Clair,876291,Western Michigan University (WMU),62925,No,No,Assistant,1982-01-01,1983-01-01
Doctor Stan Olson,870403,Western Michigan University (WMU),62925,No,No,Faculty Member,1985-01-01,1996-01-01
Carol Sundberg,844938,Western Michigan University (WMU),62925,No,No,Director - Non-Brd,,
Jim Frakes,374338,Berkeley International Capital Corp,67559,No,No,Manager,1985-01-01,1990-01-01
Jennifer Baum,834108,Western Michigan University (WMU),62925,No,No,Consultant,2002-09-01,2003-12-01
Doctor Larry Ditto,656231,Western Michigan University (WMU),62925,No,No,Principal,1974-01-01,1980-01-01
Doctor Larry Ditto,656231,Western Michigan University (WMU),62925,No,No,Fellow,1970-01-01,1974-01-01
Doctor Larry Ditto,656231,Western Michigan University (WMU),62925,No,No,Principal,1965-01-01,1970-01-01
Doctor Larry Ditto,656231,Western Michigan University (WMU),62925,No,No,Teacher,1963-01-01,1965-01-01
Doctor William Laton,731778,Western Michigan University (WMU),62925,No,No,Adjunct Associate Professor,2015-01-01,
Doctor William Laton,731778,Western Michigan University (WMU),62925,No,No,Instructor,1992-01-01,1996-01-01
Doctor William Laton,731778,Western Michigan University (WMU),62925,No,No,Various Positions,1989-01-01,1990-01-01
Doctor William Laton,731778,Western Michigan University (WMU),62925,No,No,Professor,2001-01-01,2015-01-01
