name,name_id,company,company_id,in_board,in_supervisory,role,role_start_date,role_end_date 
Steve Schwartz,445969,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Officer,1978-01-01,1990-01-01
J Sherman,485102,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Division CFO,2005-01-01,2005-10-01
Mike Daniels,484643,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,General Manager - Sales,2002-01-01,2005-07-01
Steve Schwartz,445969,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Various Positions,1957-01-01,1978-01-01
Joe Nowicki,502121,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Financial Analyst,1988-01-01,1991-01-01
Doug Maine,449849,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,General Manager,2000-01-01,2003-01-01
J Sherman,485102,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Assistant Controller,2000-01-01,2001-04-01
Les Rechan,489580,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,General Manager - Business,2012-01-01,2014-01-01
Doctor Evangelos Simoudis,766069,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Vice President,1994-01-01,1998-01-01
Jenny Scanlon,650893,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Various Positions,1989-01-01,1994-01-01
David Danovitch,656742,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Chief of Staff,1993-01-01,1994-01-01
Tae Nahm,767700,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Advisor,,
Jerry Rose,767059,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Various Positions,,
Charlie Vogt,982035,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Head of Sales,1986-05-01,1989-01-01
Doctor Bill Rollow,831723,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Various Positions,2009-11-01,2013-03-01
Glenda Dorchak,897672,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Division Director - Sales,1992-11-01,1995-12-01
Susan Whitney,760464,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Executive,1972-01-01,2001-01-01
Bob Tirva,625159,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Various Positions,1993-01-01,2000-10-01
Susan Whitney,760464,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,General Manager,2001-01-01,2007-02-01
Khaled Nasr,753679,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Engineer,1982-01-01,
Doctor Mukesh Aghi,626440,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Regional General Manager,1998-01-01,1999-01-01
Doctor Ta-lin Hsu,767929,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Senior Manager,1973-01-01,
Tim Kasbe,836282,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,General Manager,1996-04-01,2006-11-01
Lorenzo Levi,771860,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Various Positions,1990-01-01,1993-01-01
Tim Young,893492,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Marketing Leader,2010-11-01,2015-03-01
Glenda Dorchak,897672,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Division Director,1995-12-01,1998-08-01
Eric Hinkle,984668,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Engineer,1984-01-01,1987-01-01
Brian Nugent,734237,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Various Positions,,
Marc Sacks,747391,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Manager,1990-01-01,1999-01-01
Doctor Chekib Akrout,884032,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Various Positions,1982-01-01,2000-01-01
Gerri Elliott,893552,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Various Positions,1980-01-01,2001-09-01
Doctor Chekib Akrout,884032,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Division VP,2002-01-01,2005-01-01
Doctor Nathaniel Lin,1012076,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Program Director,2005-01-01,2006-09-01
Doctor Chekib Akrout,884032,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Officer,2001-01-01,2002-01-01
Doctor Chekib Akrout,884032,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Division Director,2000-01-01,2001-01-01
John Anderson,1293890,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Representative,1982-01-01,1990-11-01
Paul Wang,1282197,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Senior Consultant,,
David Dickson,1078703,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Division Manager,1984-06-01,1995-01-01
Daphne Jones,1051069,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Various Positions,,
Dave Butler,1272473,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Software Engineer,1984-01-01,1988-01-01
Inna Kuznetsova,1125129,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Various Positions,1993-01-01,2009-09-01
Cynthia Fisher,1198609,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Various Positions,1983-01-01,1990-01-01
Doctor Jay Gershen,1091413,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Council Member,,
Doctor George Church,1048606,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Scientific Advisor,2009-01-01,2012-01-01
Ronnie Blackham,1286363,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Senior Manager - Development,1981-01-01,1994-01-01
David Dickson,1078703,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Regional Division Manager,1995-01-01,1996-10-01
Michael Kim,1205081,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Various Positions,,
Michael Lock,1306889,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Sales Manager,1985-08-01,1991-04-01
Robert Dixon Jr,1076091,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Advisory Board Member,,
Bill Clark,1049144,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Various Positions,1983-01-01,1992-11-01
Inna Kuznetsova,1125129,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Vice President - Sales/Mktg,2009-09-01,2012-01-01
Michelle Browdy,1193888,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Various Positions,2006-01-01,2011-01-01
Claudia Munce,1249544,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Vice President - Corporate Strategy,2004-03-01,2015-01-01
Gordon Ritter,1258923,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Division VP,1999-01-01,2000-01-01
Michelle Browdy,1193888,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Senior VP/General Counsel,2015-01-01,
Michelle Browdy,1193888,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,VP/Assistant General Counsel/Secretary,2011-01-01,2015-01-01
Tracey Weber,1326427,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Vice President - Digital,2017-05-01,
Angela Archon,1688212,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Vice President,2010-08-01,2013-05-01
Donna Troy,1328665,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Vice President,1978-01-01,2001-01-01
Doctor Val Rahmani,1337648,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,General Manager - Systems,2008-01-01,2009-11-01
Tom Rosamilia,1379630,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Vice President - Development,1998-09-01,2001-03-01
Angela Archon,1688212,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Director - Enterprise,2000-02-01,2007-04-01
Ulf Claesson,1478776,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Various Positions,1977-01-01,1982-01-01
Tom Rosamilia,1379630,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Group Senior Vice President,2013-04-01,2015-01-01
Hywel Evans,1521659,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Architect,2010-02-01,2012-06-01
C Payne,1491366,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Business Manager,1986-01-01,1994-01-01
Alex Salazar,1599060,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Business Development Manager,2003-10-01,2005-12-01
Tom Rosamilia,1379630,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Developer,1983-01-01,1996-01-01
Chang-ha Qiu,1492033,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Analyst,,
Frank Patry,1477638,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Various Positions,,
Douglas Lorenz,1456633,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Employee,,
David Den Bleyker,1344579,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Account Manager,2002-01-01,2004-03-01
Scott Pomerantz,1469240,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Marketing Executive,,
Tom Rosamilia,1379630,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Vice President - Corporate Strategy,2012-04-01,2013-04-01
Doctor Val Rahmani,1337648,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Vice President - Corporate Strategy,2003-01-01,2004-01-01
Doctor Boris Groysberg,1485335,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Various Positions,,2002-01-01
Lonne Jaffe,1592874,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Leader,2008-01-01,2010-05-01
Ulf Claesson,1478776,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Business Unit Manager,1983-01-01,1995-01-01
Jim Doyle,1620907,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Various Positions,,2015-01-01
Tim Dietlin,1538932,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Partner,2013-04-01,2015-04-01
Doctor Val Rahmani,1337648,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,General Manager,2004-01-01,2006-01-01
Tom Rosamilia,1379630,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Senior VP,2015-01-01,
Lonne Jaffe,1592874,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Director - Mergers & Acquisitions,2010-05-01,2011-08-01
Doctor Val Rahmani,1337648,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,General Manager,2001-01-01,2003-01-01
Dan Rua,1685249,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Various Positions,1991-06-01,1998-07-01
Bill Hoel,1309670,INTERNATIONAL PAPER CO,16569,No,No,Various Positions,1983-01-01,1996-01-01
Doctor Val Rahmani,1337648,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Sales Director,1996-09-01,1998-01-01
Rochelle Weitzner,1358263,INTERNATIONAL PAPER CO,16569,No,No,Various Positions,,2005-01-01
Tracey Weber,1326427,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Chief Client Officer,2016-09-01,2017-05-01
Lonne Jaffe,1592874,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Program Director,1999-07-01,2008-01-01
Ulf Claesson,1478776,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Director - Distribution,1995-01-01,1997-06-01
Sharon Hodgson,1689819,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Various Positions,2002-01-01,2005-01-01
Lonne Jaffe,1592874,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Vice President - Strategy,2011-08-01,2012-03-01
Mike Simmons,1340385,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Various Positions,,
Brian Mulloy,1452047,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Software Engineer,1993-09-01,1994-08-01
Tom Rosamilia,1379630,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,General Manager,2007-02-01,2009-07-01
Brad Peterson,1662586,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Representative,1982-09-01,1985-08-01
Tom Rosamilia,1379630,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,VP/General Manager,2001-03-01,2004-01-01
Joe Davis,1373610,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,General Manager,1994-01-01,1999-01-01
Roy Gioconda,1478314,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Managing Consultant,2016-10-01,2017-04-01
Angela Archon,1688212,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Vice President - Corporate Strategy,2013-05-01,2015-02-01
Angela Archon,1688212,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Various Positions,1988-03-01,2000-02-01
Bonita Stewart,1463441,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Various Positions,1979-01-01,1991-01-01
Jerry McGuire,1365336,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Representative,,
Alex Salazar,1599060,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Specialist,2002-11-01,2003-10-01
Doctor Val Rahmani,1337648,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Executive Assistant,1996-01-01,1996-09-01
Tom Rosamilia,1379630,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Director - Product Development,1996-01-01,1998-09-01
Laura Trotter,1368960,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Marketing Assistant,1989-09-01,1992-05-01
Angela Archon,1688212,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Vice President - Business Development,2007-04-01,2010-08-01
Tom Rosamilia,1379630,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Vice President - Research & Development,2004-01-01,2007-02-01
Alex Salazar,1599060,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Account Executive,2006-01-01,2007-06-01
Marty Misciagna,2211474,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Associate Partner,2006-07-01,2012-02-01
David Gulli,2214180,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Specialist,2001-03-01,2001-11-01
Kelly Kay,2211728,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Various Positions,1982-01-01,1987-01-01
Peter Emmi,2213485,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Various Positions,1988-01-01,2004-01-01
Steve Thevenin,2210251,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Consultant,1998-05-01,2018-06-01
Gordon Mattingly,2211870,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Various Positions,,
Camilla Reventlow,2211743,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Various Positions,2001-10-01,2005-01-01
Scott Nusz,2213004,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Software Engineer,1997-05-01,1999-04-01
George Papayiannis,2113172,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Software Engineer,2005-04-01,2010-07-01
Jeff Jackson,2113423,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Various Positions,1984-09-01,1994-10-01
Steve Laughlin,2113820,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Division VP/General Manager,2016-01-01,
Holly Olive,2113487,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Various Positions,2000-01-01,2005-01-01
Kurt Long,2115913,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Software Engineer,1991-06-01,1993-06-01
Rodney Foreman,2109608,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Product Manager,1996-01-01,2002-01-01
Steve Laughlin,2113820,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Division VP,2011-07-01,2014-04-01
Elizabeth Hecksel,2107740,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Developer,1985-01-01,1996-01-01
Steve Mello,2111558,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Director - Product Marketing,2004-01-01,2010-08-01
Steve Mello,2111558,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Manager,1998-06-01,2002-06-01
Steve Csuka,2111774,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Senior Financial Analyst,1993-10-01,1995-12-01
Keith Elzia,2106611,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Business Executive Officer,1980-01-01,1995-01-01
Lynn Tinney,2109290,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Various Positions,1984-05-01,1994-11-01
Jackie Baumgarten,2106687,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Consultant,2000-07-01,2003-09-01
Gaurav Deshpande,2114817,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Senior Program Director,2016-04-01,2018-02-01
Glenn Eaton,2108878,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Engineer,,
George Papayiannis,2113172,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Architect,2010-08-01,2011-02-01
Jamie Snelson,2113926,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Analyst,,
Shelley Nichols,2111678,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Various Positions,2004-01-01,2007-01-01
Greg Pal,2115207,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Technology Analyst,1999-05-01,1999-12-01
Satoru Ogawa,2111737,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Various Positions,2009-07-01,2014-03-01
Rodney Foreman,2109608,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Director - Sales Engineering,2002-01-01,2014-01-01
David Ryan,2118922,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Manager  Marketing,1984-01-01,1990-01-01
Steve Laughlin,2113820,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Division VP,2015-04-01,2015-12-01
Gaurav Deshpande,2114817,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Various Positions,2004-04-01,2011-01-01
Steve Mello,2111558,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Director - Non-Brd,2010-08-01,2012-11-01
Holly Olive,2113487,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Director - Insurance,2005-01-01,2008-01-01
Michael Rothman,2115855,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Engineer,1980-10-01,1987-10-01
Tom Furukawa,2118619,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Senior Manager - Marketing,2003-06-01,2005-09-01
Joel Horwitz,2114040,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Global Marketing Director,2015-01-01,2016-01-01
Nate Ehrich,2115987,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Software Engineer,2000-01-01,2004-11-01
Mike Huseman,2108344,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Leader,2011-01-01,2012-06-01
Wilson Pang,2114341,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Architect,2001-04-01,2006-05-01
Stacey Lawson,2114501,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Engineer,1992-09-01,1994-09-01
Neal Silbert,2118456,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Executive,2009-10-01,2015-04-01
Mike Huseman,2108344,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Leader,2004-11-01,2009-08-01
Tanya Hughes,2111433,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Executive,1997-01-01,2007-01-01
Darrell Swope,2116646,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Chief Architect,2006-10-01,2011-08-01
Steve Mello,2111558,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Division VP,2012-11-01,2018-07-01
Holly Olive,2113487,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Account Manager,2008-01-01,2011-01-01
Chris Mausler,2112321,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Various Positions,1985-06-01,1995-01-01
Deepak Kumar,2114272,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Software Architect,2010-08-01,2016-02-01
Joel Horwitz,2114040,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Director - Strategy/Business Development,2016-01-01,2017-02-01
Steve Laughlin,2113820,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Various Positions,2002-01-01,2011-07-01
Scott Ziegler,2115716,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Engineer,2004-06-01,2007-08-01
Mark Jen,2109578,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Various Positions,2002-05-01,2003-03-01
Melissa Ribeiro,2112916,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Various Positions,2002-02-01,2003-12-01
Michael Rothman,2115855,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Manager,1993-11-01,1998-11-01
Steve Mello,2111558,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Chief of Staff,2002-06-01,2004-01-01
Paul Benati,2110012,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Software Engineer,1990-07-01,1991-06-01
Michele Scaggiante,2110747,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Various Positions,1991-01-01,1994-01-01
Bill Weiss,2111363,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Advisor,,
Dan Olszewski,2108116,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Intern,1984-06-01,1985-08-01
Michael Rothman,2115855,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Senior Engineer,1989-11-01,1993-11-01
Rodney Foreman,2109608,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Vice President - Sales,2014-01-01,2016-08-01
Gaurav Deshpande,2114817,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Leader,2011-01-01,2016-04-01
Charles Henry,1403658,INTERNATIONAL PAPER CO,16569,No,No,Product Manager,2000-01-01,2001-12-01
Laszlo Lukacs,623496,INTERNATIONAL PAPER CO,16569,No,No,Manager - Ops,2000-05-01,2001-09-01
Haim Helman,2116519,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Software Architect,2010-07-01,2013-09-01
Mike Huseman,2108344,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Executive Leader,2009-08-01,2011-01-01
Joel Horwitz,2114040,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Division Global VP,2017-02-01,2018-10-01
Lloyd Jobe,2111660,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Manager,2011-05-01,2013-05-01
Greg McGraw,2110009,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Various Positions,1982-01-01,1991-01-01
Holly Olive,2113487,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Leader,2011-01-01,2014-01-01
Abigail Riggs,2106245,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Intern,,
Steve Csuka,2111774,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Manager,1989-06-01,1993-09-01
David Swanger,2110679,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Various Positions,2004-06-01,2011-11-01
Doctor Yu Xu,2114811,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Various Positions,2004-01-01,2006-01-01
Bryan Holden,2118660,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Consultant,2009-06-01,2010-09-01
Brad Hart,2127351,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Consultant,,
Vince Loose,2128734,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Various Positions,1983-01-01,1995-01-01
Chanda Dharap,2126070,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Development Lead,2015-10-01,2017-06-01
Luciano Cunha,2127140,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Analyst,1996-02-01,1996-11-01
Ron Westhauser,2125846,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Engineering Manager,1989-06-01,1996-04-01
Debabrata Dash,2129663,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Intern,2006-01-01,2006-01-01
Charles Layne,2119199,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Director - Program Management,1999-01-01,2004-01-01
Brad Noble,2131982,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Director - Non-Brd,2016-11-01,2018-06-01
Jeff Parker,2126910,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Various Positions,1979-09-01,1984-12-01
Stanley Chiang,2123209,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Consultant,2014-07-01,2015-01-01
Seth Sternberg,2130550,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Leader,2001-06-01,2004-04-01
Brian Holtmeier,2128859,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Accountant,2003-08-01,2010-02-01
Anise Mastin,2122200,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Marketing Director,2007-01-01,2010-01-01
Bruce Jones,2128028,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Regional Director - Sales,2010-01-01,2010-10-01
Guy Cohen,2131285,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Consultant,1995-10-01,1996-11-01
Meg Swanson,2128368,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Vice President - Mktg,2015-09-01,2018-01-01
Anise Mastin,2122200,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Senior Director - Marketing Programs,2010-01-01,2015-01-01
Mark Gordon,2121605,INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,No,No,Various Positions,2000-01-01,2000-01-01
