company_id,lat,lng
33221,41.553798,-73.0407194
14484,41.6565317,-83.6459718
32161,41.7084472,-72.8032238
6935,41.7482803,-77.3017561
989,41.7678126,-72.6909539
14372,41.7699716,-72.6869713
6837,41.8128862,-72.7469102
30529,41.8249048,-71.4092955
9555,41.8333116,-88.0076416
31575,41.8788792,-87.6358363
12886,41.8788792,-87.6358363
2300046,41.8789685,-87.6415453
21174,41.8808419,-87.6407695
268946,41.8812552,-87.6372287
11376,41.8815149,-87.6297872
376777,41.8834388,-87.6285096
19944,41.8834871,-87.6535395
4730,41.8838466,-87.6387642
14399,41.8841197,-71.3532113
10928,41.8853017,-87.6385569
2490,41.886474,-87.6306216
32450,41.8889439,-87.6304685
18993,41.9864821,-87.8452295
8468,41.9910645,-71.476792
26467,42.0303091,-91.6480653
12761,42.0504323,-87.9692582
15580,42.0580019,-87.8041073
1534,42.1009833,-87.8704727
33367,42.1235455,-72.7479049
33026,42.1555253,-87.8688618
6052,42.1557734,-87.8407778
78171,42.1564396,-87.8883214
3684,42.1593374,-87.8793282
18164,42.1637696,-87.879201
1961452,42.1973796,-87.8886482
6535,42.2016295,-71.1553419
2145,42.21113,-71.18134
2411,42.2349115,-88.3006549
23635,42.2412537,-87.8891281
29405,42.2428207,-85.5553397
428,42.3021137,-87.8915621
1921326,42.3021242,-87.8915726
30801,42.3107584,-71.3823478
12262,42.3145851,-83.2101173
17777,42.3208655,-85.1863367
14967,42.3249512,-71.5832443
1673114,42.3283747,-83.0407923
1954,42.3465172,-71.0797918
1355,42.3510789,-71.0444781
12986,42.3518045,-71.0478268
29131,42.3525825,-71.0581075
32537,42.3534302,-71.0462
1698619,42.3560074,-71.056796
27603,42.3578929,-71.1842589
1673122,42.3585849,-71.0549882
4865,42.3611381,-71.5614533
117536,42.3652128,-71.081997
440155,42.3662897,-71.0857637
2714663,42.3701391,-71.0762867
26081,42.3702822,-71.2160251
30616,42.3929224,-71.2615943
25815,42.4057975,-71.282688
1667608,42.4141828,-83.4193702
1603228,42.452623,-83.2791994
1057037,42.4817587,-71.2211466
2000830,42.4958417,-71.1934016
19327,42.8837738,-78.8742684
7753,43.029708,-77.435198
11985,43.0334751,-88.1407635
33607,43.0371135,-87.9137137
23945,43.1250668,-77.4923887
20589,43.5300934,-116.1494251
3016790,43.6123553,-84.1874157
15486,43.6615036,-70.3735631
15070,43.6824203,-92.9684034
2558653,43.6893284,-116.3561966
22486,44.0904437,-70.2142482
4118,44.8645052,-93.305217
32107,44.8973859,-93.4032532
10036,44.946551,-93.0977331
20777,44.9581946,-93.0024097
29978,44.973783,-93.275917
31946,44.9755792,-93.2738797
24515,44.9755792,-93.2738797
13034,44.9788759,-93.3947841
33830,44.9795593,-93.2705093
22209,45.5077764,-122.8281466
24789,45.5162534,-122.674865
1273,47.4292312,-122.2931934
8022,47.5485708,-122.0506521
888529,47.5766937,-122.1671315
29093,47.5810087,-122.3357381
33418,47.6004408,-122.332628
23563,47.6166617,-122.1997588
1703,47.6221942,-122.3365534
20601,47.6423318,-122.1369302
1953153,47.6474181,-122.3380621
24837,47.6561642,-117.4215296
2066810,47.7634842,-122.1813697
27435,47.8001502,-122.1927838
2482889,47.9348825,-122.26492
3154,35.1420009,-90.0561333
3439,39.9117473,-105.0996988
115362,32.8614286,-96.8070119
33857,37.2529087,-121.9363016
5867,25.8072615,-80.3357092
19966,32.8976055,-96.9722025
1667126,29.7561692,-95.362429
22660,42.1526871,-72.547708
1677118,33.9731121,-84.2242981
32498,38.9567242,-77.3623212
31563,36.1556481,-94.1545321
14714,40.2868944,-76.6488108
9693,42.3312401,-83.0539923
29065,41.6936214,-72.8078946
20566,33.3043905,-111.8821676
17984,37.4207877,-121.924156
2364234,37.775316,-122.4174374
7915,42.1453767,-77.0558823
3039776,39.7554433,-75.6051393
10750,29.9489612,-90.0768302
11060,37.5451045,-122.2908192
24506,32.8703634,-96.9395894
24890,40.6108129,-75.4800112
1874468,37.3836462,-121.9826432
770141,47.6133892,-122.1970996
29816,37.3944645,-122.0504999
4863,42.3473912,-71.0820284
22509,41.8815778,-87.6325827
18284,40.7493238,-73.9759092
324,39.1022847,-84.5119662
32019,40.7455869,-74.0076567
2058,40.0619112,-75.4635121
33382,37.2455392,-121.7933375
26113,32.8257199,-117.1335528
26468,43.0185622,-87.9135988
7569,40.7601625,-73.9747832
2358912,37.4146379,-122.145929
18195,39.1067459,-84.5138214
1970,40.7579754,-73.9823192
6779,40.2868977,-74.7870701
2163313,38.478888,-122.709223
2073894,37.4118561,-121.9763085
15783,39.7625852,-75.5535578
2257,40.2718234,-80.166319
2163871,39.5531852,-104.8457211
2043,40.0686697,-75.4683256
667645,44.9750925,-93.2689261
11608,44.0629544,-91.6877625
20478,40.1439863,-82.9690578
14568,26.0248413,-80.1688478
17862,41.50144,-81.6941499
6083,34.0516069,-118.2536324
30265,40.0771684,-75.4176235
423340,37.4020858,-122.1446169
1813585,37.7827679,-122.3913735
7147,42.2466617,-84.4022463
2150201,41.8274346,-71.4107334
2477574,37.7879235,-122.3915621
18319,36.0931722,-79.4373797
24561,29.7573187,-95.3719137
1384,37.3903189,-121.9354487
944253,29.7601109,-95.365608
16569,35.1014608,-89.8502899
600874,40.6335533,-111.8132148
1676104,37.7921412,-122.3990296
33136,42.136791,-71.4813247
22688,35.1587199,-80.8348811
19739,35.8201608,-78.6901288
13725,42.2363993,-87.911161
1912,40.7635843,-73.9723967
1201609,38.9946766,-77.0279929
20519,36.1125269,-115.175947
25087,41.588566,-93.62759
814633,34.0742157,-118.3985559
11340,43.0591858,-89.4742915
2824528,39.0996496,-94.5837642
19065,40.7644359,-73.9701995
107377,37.640308,-77.6706647
20625,35.0976248,-89.83609
29924,40.7563624,-73.9839997
32988,40.7595931,-73.9782143
12463,37.543695,-122.293687
3015455,37.7765973,-122.3919488
465379,41.6800625,-88.1062547
550049,33.5180597,-86.8089142
1221,42.3644243,-71.0890504
602305,28.0328625,-82.5488318
257912,36.1549585,-95.9905196
934640,40.7620332,-73.6906851
7619,41.8884096,-87.6354498
19863,37.4054899,-121.9499774
5620,39.9394842,-75.1079245
1652845,40.7637696,-73.975023
32094,39.5548883,-105.0092628
1606380,37.375771,-122.0107525
2644506,37.789152,-122.3976135
2021732,32.8280655,-97.0507139
1990085,40.0925917,-74.8076866
1647824,41.8764788,-87.6321341
23040,35.90898,-80.0587312
21903,37.4149198,-122.0095977
1731107,41.0501365,-73.6880785
4354,37.9702453,-122.5257479
25578,40.7878337,-74.0449298
13110,33.911495,-84.456383
7150,41.8845895,-87.6356354
5811,40.1090076,-83.1210856
2061294,35.6117324,-97.6486131
2963,32.922216,-96.8181014
4078,41.0187265,-73.6222537
15484,42.244467,-87.8932484
551122,40.7554333,-74.0018339
2671876,40.7472426,-73.9444418
1573,42.4993304,-71.1645583
11401,47.605838,-122.334683
22812,38.9526486,-77.3499306
31088,36.0324501,-86.8130118
660090,38.9590456,-77.3592826
9730,39.9288905,-86.1469152
1476,43.1512115,-89.2958529
32928,40.7652747,-73.9807922
15093,39.0277524,-77.1403372
1967181,29.740913,-95.5609075
17690,39.0996289,-94.589712
13003,42.3299803,-83.0451883
29508,42.4898542,-83.2990083
19758,42.4154172,-83.4255817
1636378,41.8647955,-72.6644688
916730,30.3184009,-81.6762696
6438,44.8208431,-93.4606427
17251,32.7847481,-96.7973379
12862,41.0304821,-73.5503025
2707533,37.2604013,-121.9621307
3415,29.9684685,-95.3650862
259357,35.4674639,-97.5141062
9023,35.0607938,-80.8458228
19596,41.8824427,-87.6394681
11485,41.1467171,-73.4270264
27981,37.4042585,-121.982235
22260,41.4614637,-87.3254497
12164,39.9520852,-75.1839951
34075,42.187545,-87.933509
26519,33.8161635,-84.3671841
25951,30.3258498,-81.6588228
14668,36.9117108,-93.943517
1413,40.7541266,-73.9872574
1319,40.7597331,-73.9729522
787214,40.7575262,-73.9861364
31650,26.0969179,-80.3843933
665753,42.1622763,-87.8805781
1925428,25.7916996,-80.3203532
24493,33.4524822,-112.0679337
15223,36.2455249,-94.1477949
7847,39.7475235,-104.9898868
2614,40.019125,-105.250666
25808,27.8925726,-82.6702701
30723,40.7626931,-73.9739144
2811194,37.7903878,-122.3922586
2923866,37.500696,-122.2181572
18705,32.9817034,-96.7602875
1796199,40.2227953,-74.9058054
10960,42.130601,-80.083889
11499,37.3685081,-121.9186616
18908,40.0430349,-75.3658121
979,38.879629,-77.1126498
33314,40.061479,-75.6805357
5204,29.2079416,-81.0217059
31620,40.0885655,-75.4070669
2918725,39.8223751,-85.7729185
31558,33.0657811,-96.8022754
9103,35.4669418,-97.5177018
3218,42.364292,-71.0792115
95856,35.8489258,-78.5921791
2771146,40.7607986,-73.9717622
1672856,38.9223346,-77.2323425
32375,37.4170321,-122.1428778
11117,40.7567252,-73.9896231
2022894,39.9521671,-75.1584143
3033152,40.0480982,-75.3554186
7401,32.7815695,-96.7964548
17053,33.1418497,-117.2520877
7584,38.9235896,-77.2204864
4311,38.023058,-122.279823
31326,37.384933,-122.0055115
1722356,33.5085561,-112.0317082
24338,40.0202242,-75.3163591
24183,42.4047616,-71.2742976
30937,33.1717418,-96.7284935
90132,42.318938,-83.6812822
14669,40.7677851,-73.4175607
33437,42.1507583,-86.4419435
2287416,30.3184009,-81.6762696
2037422,32.7819269,-96.798179
31857,40.2843133,-74.7959681
32144,41.0443102,-73.5486083
1927870,42.3623876,-71.1637432
22626,40.3195041,-74.6554825
8183,42.4999782,-83.2971696
840164,39.6247213,-104.9045807
1694757,36.9880862,-76.4371019
30437,42.5561214,-71.1350329
23092,39.5000623,-76.6659415
1695757,40.7637696,-73.975023
26668,41.1423077,-81.864479
3027499,33.9169885,-118.4149374
1066214,38.9844536,-77.0959962
2538518,37.5534897,-122.2995235
27663,29.7606136,-95.3868592
1828871,40.4424701,-80.0009554
2167675,33.6405583,-111.9016663
2068309,37.7814619,-122.4104021
20964,34.4724813,-84.9434654
892481,37.6231566,-97.2848444
11239,38.9284078,-94.6268765
2204149,36.0763408,-79.9651702
28335,42.556708,-87.843003
1649258,42.5078187,-71.2456988
11468,47.6224109,-122.3638301
650003,40.7545475,-73.9745088
16427,40.7583293,-73.9679887
18819,40.0778819,-75.4139416
21553,29.6916115,-95.5545889
22404,41.4684974,-81.939519
488202,29.7376123,-95.4601709
1943229,40.8526107,-74.4161052
4839,42.6458403,-83.2108611
5465,29.7776626,-95.5426161
17915,40.7357692,-73.6811323
30955,44.8572504,-93.2871696
1451,33.0809403,-96.8236276
5852,33.6355592,-111.9268181
5320,41.0313991,-73.7735956
2310022,41.190035,-73.432494
17908,34.0316641,-118.4554446
2079931,35.1411338,-90.0520541
1792728,37.5594762,-122.2718526
1729162,40.751491,-73.9735965
1477,39.0122815,-77.431469
2310,39.6333956,-104.8984695
27358,30.4416472,-90.0873601
20600,33.5860623,-117.733374
10024,39.5457044,-104.8561335
550072,40.708227,-74.0090809
2810622,44.8544651,-93.2246647
2300967,33.4841866,-112.070226
1969498,34.1455631,-118.7877523
19084,37.5385288,-122.0616084
2035861,32.8082576,-96.805697
1925418,32.7940761,-96.8063384
1874195,39.9512937,-75.1526227
15173,41.296005,-73.0808096
7358,45.5295092,-122.8248278
2763957,33.9360529,-84.3616362
2638015,33.67127,-117.8408437
12274,41.50144,-81.6941499
1714415,42.207401,-71.1300247
1586322,41.0178496,-73.647521
733497,40.755916,-73.9784785
26008,34.0522461,-118.2514474
2166082,39.9541627,-75.1737313
6573,39.1016183,-84.5083716
28228,40.7527814,-73.9759322
1025988,30.1604921,-95.4540554
602424,30.307522,-97.9363884
28304,43.149703,-88.046171
13057,41.0777331,-73.470962
5971,41.6951763,-93.5715256
2317628,42.94973,-70.861348
32214,39.9253372,-105.115069
7422,28.5370565,-81.379337
32067,29.7493564,-95.4715705
8783,39.7535072,-105.00415
481,42.5769634,-70.9169998
9940,36.5354128,-82.5508778
1822,39.0997439,-84.5072255
27515,40.1414246,-75.4473028
2302775,33.9343834,-84.3544514
97122,43.6603544,-70.2472189
17012,42.3560074,-71.056796
21929,32.949844,-117.237481
2125688,42.364292,-71.0792115
862492,42.523724,-71.422163
1698809,29.6159513,-98.4589557
2463669,41.988686,-87.8577719
8542,37.4103081,-121.9505551
17580,37.4074689,-122.0293159
2155226,42.3697647,-71.0773545
1676064,29.7592922,-95.3663131
18060,43.121978,-88.12319
423374,33.7665116,-118.2006675
1962516,40.7586113,-73.9822089
786736,39.275091,-76.5913832
480061,33.662523,-117.7569451
2157621,40.0187049,-105.254867
1958357,40.7482436,-73.9851073
2408287,42.1993276,-87.8855811
13715,44.9970428,-93.2686715
1713327,47.6074856,-122.3382418
34139,40.7343034,-111.8910781
550358,45.0154081,-93.4546338
2793558,37.4159574,-121.9479801
33357,39.0480472,-95.6744743
1726944,42.1561165,-87.8426199
463860,41.8823062,-87.6403882
917238,34.0160875,-118.4994019
7251,42.293228,-71.3609553
23786,42.3510789,-71.0444781
30123,44.9958046,-93.2291042
2153633,42.3471179,-71.0783565
1794428,38.616533,-90.3349107
1615625,40.4118839,-104.8547872
23134,33.4625944,-111.972991
10644,33.5204212,-86.8073488
2130273,41.0519832,-73.5340668
3046780,37.7885306,-122.3967284
14728,41.0518308,-73.5342297
44349,41.8852827,-87.6215123
1813890,37.4006086,-122.0321579
1974,39.4633025,-119.7888796
1949535,40.754455,-73.9760113
13822,39.0996496,-94.5837642
23052,41.8870731,-87.6242091
27418,35.1985704,-80.9186135
18385,30.4255441,-91.1347773
14181,42.2152202,-71.0432767
13104,42.8229727,-86.012458
947073,42.695394,-83.276982
2061984,32.9826089,-97.1608815
1287,35.1541329,-80.8378654
33666,40.5867269,-105.0588454
2166779,35.8352738,-78.6883361
12977,39.5531852,-104.8457211
14805,41.8849569,-87.6230524
16949,42.081183,-71.8811303
24356,40.749138,-73.9825933
22048,40.7386626,-74.0277255
26429,37.4219437,-122.2151303
6495,42.611038,-71.1588252
897123,33.4377065,-111.9443776
1953126,40.7629384,-73.978958
2236759,40.7005824,-73.9881456
1959389,42.365026,-71.079815
646010,40.042862,-75.520497
1013530,41.186416,-73.1807764
5218,42.5269413,-71.2659832
12112,45.3197788,-122.7646278
16217,37.2571622,-121.7863722
2827524,47.5980919,-122.3309701
18739,40.7601625,-73.9747832
1024217,39.7453542,-104.9893563
2023430,29.7601109,-95.365608
2656398,43.0318903,-87.90865
9503,44.8341441,-93.2971164
580845,47.6474686,-122.2001704
2928084,37.7850997,-122.3988083
31898,35.0504844,-85.3068744
20636,42.0643919,-88.2480957
7431,39.1021449,-94.5825038
9926,34.1486799,-118.1416632
27511,41.0992549,-73.7197724
23506,41.6461679,-83.5342454
2715202,40.7620853,-73.9846163
1261531,33.510617,-112.1154032
824021,39.7434244,-104.9886301
11375,37.7263128,-122.243675
14523,33.477506,-86.704251
1677470,33.6677851,-112.1034337
1657354,32.9798905,-96.7120001
3049972,41.8450543,-87.9034975
2244475,40.4424701,-80.0009554
27355,40.2118364,-83.3093051
3064363,42.4182896,-71.2586514
29158,41.041105,-85.23743
10744,42.5498398,-71.2836742
2059211,41.8829364,-87.6314575
32039,41.8796156,-87.641389
7173,40.7536874,-74.0019162
12818,37.7855505,-122.3967177
28581,34.3814307,-80.0666708
12153,32.8712244,-96.9387775
3049405,47.6334836,-122.3262804
1893368,37.9789909,-87.5726435
32419,37.9715282,-87.5766836
2621,39.5814924,-104.8822226
1671577,32.9293881,-96.8186378
6579,42.3291043,-83.0502304
10771,39.1028866,-94.5816237
2055400,42.0454065,-88.043568
2154420,42.0631218,-88.1280711
1652246,37.4156834,-79.1425943
82239,40.7508189,-73.9387435
750085,40.7276647,-74.0067845
27179,33.9352854,-81.0504524
2164733,35.8626593,-78.8284115
2575125,36.0967135,-86.8232108
24040,42.3658806,-71.0780218
2004281,40.7532886,-73.9754271
24706,45.057507,-93.5765367
29817,32.4668758,-84.9956294
632235,42.3633557,-71.1670387
2616,34.0646195,-84.1549726
1743287,37.7704781,-122.4040528
4753,36.1532731,-95.9899502
1744572,42.2978722,-71.2194469
21606,30.4083821,-97.7262444
1995402,37.9762522,-87.5787414
24303,37.7916858,-122.3956663
1823948,33.636376,-111.9242098
114467,34.0588788,-118.4171318
5472,38.883444,-77.118044
16204,40.3280772,-74.5849552
2009158,37.3884542,-121.972382
8414,29.4262536,-98.494108
22029,40.7389103,-73.584533
14337,43.0460968,-87.9599862
30511,32.782268,-96.7967576
19569,33.9059932,-84.4601722
2060731,35.4692984,-97.5170754
1806302,39.7801759,-86.236951
8446,35.5031582,-80.863162
2959246,42.3633316,-71.090694
9736,40.7425705,-74.3603052
882407,36.1888431,-80.2641032
18901,41.5884253,-81.5195262
2682267,38.9620431,-77.0874821
20003,46.8358387,-100.8126265
31835,41.8852827,-87.6215123
3994,44.1552327,-88.4768681
1044,34.0173639,-84.164369
14617,36.1412399,-95.9878774
8062,33.847189,-84.3685999
1649501,34.050936,-118.460026
15470,43.6187705,-116.2082
7905,41.8453955,-87.9052856
1520,42.2926471,-71.7830993
2338712,37.7280495,-122.2357861
23438,43.992517,-88.5441454
482471,37.379229,-121.9240666
30867,40.1746577,-75.1358396
2057483,37.7070212,-121.889969
1987466,42.3669008,-71.0788401
2345468,40.7505045,-73.9934387
3022454,37.7777551,-122.3969054
