id,lat,lng
63013,42.3655147,-71.12214119999999
54373,35.9167901,-78.98253690000001
64966,39.95127300000001,-75.19781030000001
63830,42.3770029,-71.11666009999999
61935,37.4274745,-122.16971899999999
61632,40.3430942,-74.65507389999999
67360,37.4280521,-122.16117320000001
62981,41.3163244,-72.92234309999998
40436,42.360091,-71.09415999999999
60457,42.4534492,-76.47350269999998
63187,42.2780436,-83.73822410000002
77878,42.057427,-87.67194310000002
63035,42.3780901,-71.11884780000003
60434,40.8075355,-73.96257270000001
60488,43.7044406,-72.28869350000002
42092,41.7886079,-87.59871329999999
63125,42.3829408,-71.12625079999998
1342262,41.7893172,-87.59614019999998
62215,37.8718992,-122.25853990000002
62218,34.068921,-118.44518110000001
60547,36.0014258,-78.9382286
61424,40.72951339999999,-73.99646089999999
61494,42.0564594,-87.67526699999996
63118,40.8089292,-73.96136460000002
62673,34.0199189,-118.28609460000001
62579,39.9522188,-75.1932137
62777,38.0335529,-78.50797720000003
62367,41.8697938,-87.64963360000002
41274,40.7520819,-73.9801809
60749,38.8997145,-77.04859920000001
60920,39.1754487,-86.51262700000001
61278,42.701848,-84.48217190000003
61561,51.7548164,-1.2543668000000707
63283,42.3609974,-71.08290869999996
61523,40.0068363,-83.03062219999998
377927,38.98206580000001,-76.48394050000002
60193,42.3355488,-71.16849450000001
60195,42.3504997,-71.1053991
42226,40.7290246,-73.99656490000001
100431,40.5008186,-74.44739909999998
53191,38.05243710000001,-78.5146441
62097,42.4074843,-71.11902320000002
38522,51.5144388,-0.11645129999999426
61026,39.3299013,-76.6205177
62593,40.4443533,-79.96083499999997
61143,40.6048687,-75.3775187
61983,43.0391534,-76.1351158
62155,32.2318851,-110.95010939999997
60074,33.4242399,-111.92805269999997
60627,33.7971368,-84.32223999999997
62904,42.2935733,-71.30592769999998
61181,30.4132579,-91.18000230000001
63056,40.00758099999999,-105.26594169999998
52409,38.9403808,-92.32773750000001
60290,41.5043413,-81.60838380000001
62858,40.037056,-75.34357999999997
62908,41.5566104,-72.65690410000002
60651,48.4056186,2.686166700000058
60229,40.9547268,-76.88493779999999
60268,52.2042666,0.1149084999999559
60120,42.2964421,-71.26570770000001
77982,38.0527259,-78.5105926
60671,40.8980267,-74.03067320000002
574794,40.730537,-73.99949900000001
75652,42.2737477,-83.74046950000002
60755,33.753068,-84.3852819
63512,42.3867598,-72.53005150000001
1578750,41.9989483,-87.65825919999997
77691,37.4238768,-122.1674405
44961,43.0115468,-83.7138531
61563,40.7110772,-74.00481100000002
62389,38.0306511,-84.50396969999997
63329,44.2252795,-76.49514119999998
61248,45.50320199999999,-73.58055709999996
64218,35.9544013,-83.92945639999999
80234,42.3591388,-83.0665462
61585,34.0414045,-118.70958139999999
62216,38.5382322,-121.76171249999999
74077,39.9539144,-75.19287859999997
36362,51.516384,-0.08788700000002336
60424,42.2392391,-71.80796079999999
61118,40.6986202,-75.20872980000001
62214,34.4139629,-119.84894700000001
757832,37.871558,-122.25378089999998
60432,40.8067381,-73.96165209999998
1795510,35.5008018,-80.8446725
62795,43.0095971,-81.27373360000001
60198,43.9076929,-69.96399710000003
60540,41.6029128,-93.65529839999999
62278,42.414062,-83.13790289999997
62511,40.8201966,-96.70047629999999
79469,40.92515179999999,-73.78856289999999
533430,30.2884104,-97.73078350000003
60157,42.3867756,-71.22031759999999
62035,39.9811935,-75.15535119999998
62421,51.5229378,-0.13082059999999274
110031,32.3840025,-86.34679369999998
61171,51.5261552,-0.16066799999998693
97372,35.118741,-89.937141
875874,42.6849814,-73.824773
1244768,34.0738081,-118.4436508
61284,44.0081076,-73.17604130000001
62520,43.138948,-70.9370252
60430,39.7510475,-105.22257079999997
62481,34.3647324,-89.53844300000003
63077,48.8540917,2.3283744999999954
60282,44.4613654,-93.15582640000002
62424,38.2122761,-85.75850229999998
80404,43.0845894,-77.67434449999996
63488,40.4764166,-90.68713409999998
259346,40.8090974,-73.96396319999997
550078,42.2780436,-83.73822410000002
41177,46.510455,6.62190499999997
62432,44.8955674,-68.6735534
78597,42.4458947,-76.4832581
79279,40.2041356,-85.4058996
256182,32.5282644,-92.6499298
489153,-26.1928836,28.03047330000004
856478,40.4450795,-79.9453962
36355,51.5195082,-0.08705540000005385
63471,51.520718,-0.12205330000006143
60833,48.757334,2.169394699999998
62192,52.4508168,-1.930513499999961
63318,48.8469373,2.344468000000006
90657,39.5441917,-119.816397
482832,32.3863592,-86.34396809999998
594394,40.73664369999999,-73.82008940000003
606498,38.90813,-77.040279
940956,29.7209377,-95.33939420000002
39472,41.1588424,-73.25738860000001
42659,-33.957652,18.46119909999993
60610,55.9445158,-3.189241300000049
61811,47.6091799,-122.31731189999999
1584273,32.8463803,-96.78609340000003
60260,34.0681911,-118.16904260000001
61758,37.8416252,-122.1098786
62539,33.207488,-97.15258619999997
62443,49.8075008,-97.13662590000001
60283,45.3875812,-75.69602020000002
60834,40.0093478,-75.305656
62266,55.6802303,12.572409600000015
62658,41.4056065,-75.65695800000003
78735,37.0228392,-76.33436030000001
79409,37.79151,-79.43535199999997
80702,40.2102803,-77.17553759999998
60598,48.7142971,2.211291699999947
78437,32.469732,-99.708098
79974,42.0784113,-78.4828822
124882,42.6471655,-71.1322796
45641,54.7649859,-1.5782028999999511
60122,41.37111650000001,-81.8478088
62862,37.5483122,-77.45268049999999
63104,51.49879970000001,-0.17487719999996898
79150,41.30323,-72.93386980000002
79815,26.0800444,-80.24533529999997
488151,43.0377094,-87.92780649999997
597379,38.9452951,-77.08037719999999
60026,42.2440064,-84.74517750000001
62256,53.30823119999999,-6.224132999999938
62441,53.4668498,-2.2338836999999785
62672,50.934189,-1.395684699999947
65371,41.77192429999999,-72.70764380000003
97617,40.7973267,-76.87448030000002
660913,40.8075434,-73.95972489999997
60421,40.8114268,-81.93728379999999
60576,48.708759,2.164005999999972
61380,38.8667772,-77.01455229999999
61413,40.7423345,-74.1793409
61454,46.8977528,-96.80243669999999
62247,51.52455920000001,-0.1340400999999929
63055,50.9281625,6.9288192999999865
76943,59.34161820000001,18.0567906
77954,42.25018480000001,-87.82870379999997
79873,40.73664369999999,-73.82008940000003
99907,39.947393,-75.12081069999999
36331,40.4454368,-3.729942400000027
62263,40.4454368,-3.729942400000027
62417,53.40478239999999,-2.965298999999959
63245,57.6981719,11.97187800000006
63433,42.3364386,-71.10144389999999
64885,48.8469373,2.344468000000006
60286,46.600734,-112.03888
60579,48.833054,2.358188299999938
60592,48.7139908,2.20123430000001
62681,47.4321575,9.375567300000057
79619,41.7225348,-73.93266260000001
118747,29.9390729,-90.1195722
36352,43.64953819999999,-79.38457949999997
43707,51.7522849,-1.2470926999999392
61193,55.7119483,13.20349299999998
64921,51.4584172,-2.602979199999936
94081,33.4113568,-112.0127377
664466,43.6544049,-79.3808085
1542737,40.1036099,-88.2298467
51969,53.643727,-1.7787888000000294
57519,48.869962,2.2734832999999526
60225,51.5324044,-0.47299309999993966
61190,48.1504827,11.580236199999945
62148,52.35581819999999,4.9557263000000376
62185,51.3782228,-2.326398700000027
62412,50.8132068,4.382222200000001
62523,30.0285959,-90.0660365
63004,59.85090049999999,17.630009299999983
63485,43.5948995,1.4513862000000017
79482,39.95510489999999,-82.9375379
83177,43.1369816,-79.03499549999998
482000,38.6351441,-90.26292890000002
602911,46.5190557,6.56675759999996
802369,36.0071459,-78.9371203
1583883,47.3743221,8.550981200000024
43524,51.5008938,-0.1290467000000035
61839,49.2780937,-122.91988329999998
61890,37.2005546,-93.28068059999998
63019,45.4485736,9.189944999999966
63304,55.68156519999999,12.52969440000004
63314,48.5807162,7.737399299999993
63483,52.5125322,13.326944599999933
63522,51.75363530000001,-1.2561545999999453
64214,47.63043649999999,-122.1930461
78210,39.6759427,-104.96217030000003
78945,28.0314545,-81.94504010000003
80639,40.8101745,-73.96062289999998
111922,43.6834099,-85.48417819999997
467486,42.3378831,-71.10112370000002
486450,41.983183,-87.83946700000001
830525,40.7547063,-73.9921114
1491204,39.8141796,-86.20314489999998
42710,49.2550284,7.040975000000003
43366,55.9096602,-3.320349399999941
60595,48.8422058,2.345168899999976
62127,57.16475999999999,-2.1015257000000247
63071,48.8449637,2.339610499999935
63287,52.074738,-0.6255989999999656
63391,41.39369019999999,2.1058593999999857
65335,36.778261,-119.41793239999998
74592,-29.8291159,30.964558200000056
79331,40.85067249999999,-73.92951490000002
81969,24.7860354,120.999505
84917,41.5015478,-81.67852429999999
100436,41.8958085,-87.94560739999997
484478,41.2642636,-95.9443857
1221943,41.510363,-81.60870299999999
1578979,40.4374751,-79.99379699999997
36353,51.0108198,-0.9190472999999884
36357,51.5938093,0.02275540000005094
36456,40.5399839,-74.47105270000003
44135,49.48371059999999,8.46223329999998
45063,40.7277257,-73.97838179999997
61285,51.59013789999999,-0.2289140000000316
62028,48.14966,11.567860200000041
62183,47.56025349999999,7.582599999999957
62362,53.773162,-0.36774639999998726
62408,52.6211393,-1.1246324999999615
63183,46.9504896,7.438119000000029
64231,52.2029253,0.11682629999995697
65283,40.80937979999999,-73.95996760000003
127602,56.3417136,-2.794267399999967
268382,29.3110749,-94.7777888
660932,40.100947,-88.23196940000003
666600,35.9581686,-83.92944210000002
819564,36.1447197,-86.80308780000001
1549075,42.3496967,-71.10085179999999
37254,51.5240671,-0.04037449999998444
38768,51.5322611,-0.12053709999997864
40950,51.49933,-0.17478600000004008
41987,40.8527012,-73.84634319999998
60602,48.7087594,2.164006200000017
61605,45.0624847,7.662456099999986
62355,60.1726348,24.951041900000064
62696,43.7776426,11.259765000000016
62783,51.48559789999999,-3.180993899999976
63435,42.2756452,-71.15599170000002
64735,55.6802303,12.572409600000015
66948,51.48662710000001,-3.1788641000000553
79412,41.4486609,-87.71653459999999
90857,33.6476514,-96.59754929999997
94826,33.4327519,-86.11356130000001
138141,41.386608,2.1640199999999368
254451,40.7284172,-73.98754839999998
465115,36.1724335,-82.76088140000002
575025,45.495746,-73.57810919999997
660106,-33.4445204,-70.65092770000001
882276,39.058552,-94.5717191
1061074,-23.7242412,-46.579397900000004
2419095,40.5008186,-74.44739909999998
