university,university_id
Ecole Nationale Suprieur d'Electrotechnique de Grenoble,745629
Exeter Academy,65357
Baker College of Muskegon,250542
College of West Virginia,490192
Canadian Coast Guard College,782234
American Dental Society of Anesthesiology,780079
Mine Safety and Health Administration (MSHA),1216704
University of North Carolina at Pembroke,2380384
China International Medical University,856126
Health Science Center University of Tennessee,1496904
Hagan School of Business Iona College,2681025
International Space University,571815
New York City College of Technology,2519546
McLennan Community College,1010276
Jamnalal Bajaj Institute of Management Studies (JBIMS),916745
Spartan College of Aeronautics and Technology,864954
Universidad Nacional Pedro Henriquez Urena (UNPHU),587806
Midlands Technical College (MTC),270537
San Agustin University,780569
University of California School of Medicine,83611
Harrisburg University of Science & Technology,943480
University of North Wales,469123
Columbian College of Arts & Sciences,2595002
Civil Aviation Authority (UK),797162
Rashtrasant Tukadoji Maharaj Nagpur University (RTMNU) (Nagpur University prior to 2005),781013
Greenwich Public Schools,2075449
Institute of Tropical Medicine (ITM),1374959
National Institute for Infectious Diseases,1235862
Northwestern State College of Louisiana,855611
American Friends of the Tel Aviv University,737016
RAYTHEON CO,25815
International College of Surgeons (ICS),560708
Muscatine Community College,943650
Georgia Tech College of Engineering,632615
National Association of Independent Financial Advisors (NAIFA),1482762
Licensing Executives Society (Singapore),882524
Palmer Theological Seminary (Formerly known as Eastern Baptist Theological Seminary),829354
University of Iowa Roy J and Lucille A Carver College of Medicine,921008
Northern California Chapter (NECA),864631
Institute of Certified Credit Union Executives,790574
William Lyon Mackenzie Collegiate Institute,1004576
Universit Paris Diderot - Paris 7 (Paris Diderot University - Paris 7),751950
Lyce Saint-Louis (Paris),63450
Ecole Normale Superieure de Enseignement,781913
St Edmund's College,1322809
Keidai University,1638132
UC Davis School of Veterinary Medicine,2679352
University of Odessa,783482
Chemeketa Community College,835073
ITIL Foundation,1552363
Canadian Organization Development Institute (CODI),1694200
Foothill College,743509
Aspen Institute for Humanistic Studies,662951
Illinois Valley Community College,1541991
Ecole speciale de mecanique et d'electricite (ESME),825080
Westinghouse Reactor Engineering School,1286479
Swansea Technical College,63543
Business Excellence Partners LLC,1828346
Indira Gandhi National Open University (IGNOU),911919
W Frank Barton School of Business Wichita State University,1041863
R V College of Engineering Bangalore University,1041870
Eastern Michigan University College of Business (EMU COB),1513461
Hunan University,536332
George Washington University Graduate School of Education and Human Development,491086
University of Pittsburgh Johnstown,1497504
Universidad del Tepeyac (University of Tepeyac),1571143
Yale University School of Art,1489900
Society of Certified Senior Advisors (SCSA),1212711
John F Welch College of Business Sacred Heart University,1491024
School of Pharmacy and Pharmaceutical Sciences University of Manchester,1516180
Australian Academy of the Humanities,1630439
Academy of Social Sciences (Academy of Learned Societies for the Social Sciences prior to 2007),65011
North Hennepin Community College,783946
St Agnes Academy Foundation,943467
College of Puget Sound,783115
American Academy of Hospice and Palliative Medicine,643177
Whitehead Institute for Biomedical Research (WIBR),35503
Customer Operations Performance Center (COPC) Inc,872255
University of Miskolc Hungary,62480
Chuvash State University,783057
Calhoun College,1386338
Harbor Junior College,851592
Archbishop Ryan High School,2123355
International Institute for Strategic Studies (IISS),64345
Missenden Abbey Conference Centre,1498030
Technical University of Zurich,63572
Tula State Technical University,783296
University of Minnesota Crookston (UMC),2894662
Universit Paris 12 Val de Marne (Paris 12 Val de Marne University),561905
Federal Deposit Insurance Corp (FDIC),565694
National Society of Certified Bank Auditors,875880
Arkansas Society of Certified Public Accountants,463197
National Institute of Diabetes & Digestive & Kidney Diseases (NIDDK),376377
Gordon Tech High School,783679
Chartered Institute of Secretaries,745079
Texas Optometry Board (The),2711726
Stony Brook School of Medicine State University of New York,783700
American College of Veterinary Pathologists,783849
Brenau University,534051
Army Language Institute of Monterey,783908
Berkeley College,64918
American Electroplaters and Surface Finishers Society Inc,643961
Society of Registered Professional Adjusters,855999
Macomb Community Bank,593528
John Paul II Newman Center University of Illinois at Chicago,1889329
Charles Sturt University,745793
Governance Institute of Australia (Governance Institute) (Formerly known as Chartered Secretaries Australia (CSA) Ltd),383369
University of Tasmania,537968
Yale School of Forestry & Environmental Studies (FES),1354550
Dallas Christian College,784445
Lucknow University,534385
Centre international de recherches et d'tudes en management,1321588
Said Business School Oxford University,550360
NED University of Engineering & Technology in Karachi,786755
University College Dublin's Graduate School of Business,37591
Presbyterian Hospital,531419
National Auctioneers Association Education Institute,784964
World Wide College of Auctioneering Inc,1603100
Certified Auctioneers Institute (CAI),2920467
Resich Auction College,2944331
Peirce College,1291306
Meeting Professionals International (MPI),420695
North Carolina Baptist Hospital,1200060
Association of PeriOperative Registered Nurses (AORN),742407
Nephrology Nursing Certification Commission (NNCC),794398
Puerto Rican Institute of Certified Public Accountants,273121
Institute of Scottish Bankers,785810
Judge Business School (Judge Institute of Management Studies prior to 09/2005) Cambridge University,44051
Medical College of St Bartholomew,530466
Barts and The London School of Medicine and Dentistry,1658111
Swinburne University of Technology,636280
National School of Public Health,1587129
Ege University,785730
Saurashtra University,785742
Lady Shri Ram College for Women,1014650
Leningrad Technological Institute (LTI),624685
HHS University,787896
St Petersburg State Technological University (Leningrad Polytechnic Institute prior to 2002),785987
Cannon Trust Schools,1741272
London College of Fashion (LCF),1020523
Delhi College of Arts & Commerce,786029
University of Belgrade,786275
Pacific Oaks College,1872905
Lady Margaret Hall Oxford University,65722
Association of Corporate Counsel (ACC) (American Corporate Counsel Association (ACCA) prior to 2003),562464
University Lands University of Texas System,1498687
Cincinnati College of Embalming,1805151
Chartered Institute of Management Accountants (CIMA) (Republic of Ireland),819777
Polytechnic Institute in Liege,786760
Cathedral High School,821715
Nebraska Board of Public Accountancy,1577352
CPP Inc,1387472
Graduate School of Banking in Austin,786742
Fachhochschule Mnchen (Munich University of Applied Sciences),786316
National Association of Certified Mediators (NACM),2397378
University of West London (UWL) (Formerly known as Thames Valley University),38777
Melbourne Business School Ltd,64012
Royal College of Pathologists of Australasia (RCPA),741812
Federation of State Medical Boards,1347278
Boston College High School,420987
Hogeschool Zeeland,786766
School of the Museum of Fine Arts Boston,463029
Interlochen Arts Academy,787032
Hochschule Furtwangen University (HFU) (Formerly known as Fachhochschule Furtwangen),787219
Autonomous University of Nuevo Leon,737692
Faculty of Economics Graduate School of Economics Keio University,1798228
Belfast College of Technology,934885
Maersk Shipping Academy,1142848
MCE Management Centre Europe,1292731
University of Alaska Anchorage (UAA),1337315
Paul W Barret Jr School of Banking (The) (Mid South School of Banking prior to 2001),1499815
Institute of Investment Management Consultants,1250683
Academy of Executive Coaching Ltd (AeOC),1659410
American Association of Certified Appraisers (AACA),465439
NOVELL INC (De-listed 04/2011),22592
National Institute of Applied Sciences (INSA),1196380
City of London,36890
Chartered Institute of Personnel and Development (CIPD),56308
American Association of Hip and Knee Surgeons,812861
Executive Protection Institute (EPI),2762493
Leadership Stark County,821523
Amber University,897236
Industrie und Handelskammer kassel (IHK),1097112
National Institute of Industry (INI) (Spain),46272
Universidad Complutense de Seville,76028
Institut Suprieur du Commerce (ISC),585920
Universit Paris Ouest Nanterre La Dfense,2166045
Byelorussian Polytechnical Institute,790851
Richard DeVos Graduate School of Management Northwood University,2239669
University of Luton,62426
Kingston University School of Business,867630
Fachhochschule Osnabrck (Osnabrck University of Applied Science),1145089
Oliver Wight Asia/Pacific Inc,1498256
Fielding Institute,463285
Australian Property Institute,593617
Real Estate Institute of Australia,745756
Loyola University School of Medicine,791593
Instituts d'Administration des Entreprises (IAE),1051694
Leadership Buffalo,1496686
University of Central England,117771
Institut des Techniques de Marche,1070268
University of Kentucky School of Medicine,792302
Cheverus High School,421129
Association of Insolvency Accountants,792284
University of Mangalore,792379
Melbourne Institute of Engineering,1093627
Cambridge Marketing Colleges,1390300
Southern Wesleyan University,801068
Shingijutsu Co Ltd,1353238
University of Pennsylvania Faculty of Arts and Sciences,253616
Inst Theseus,65015
European Society of Cardiology (ESC),581465
Aggregation of Physics (Agrgation de Physique),2737219
Universidad del Sagrado Corazon,796161
Monsignor McClancy Memorial High School,1638873
International Association of Facilitators,482896
Hyderabad University,793878
Instituto Educacional Luzwell,1499065
United States Army Air Assault School,2422302
South Manchester University Hospitals NHS Trust,915098
Lebanese American University,577859
New Jersey Society of Professional Engineers,1230222
Rangoon Institute of Technology (RIT),794435
NASD Board of Arbitrators,832406
MJ Neely School of Business Texas Christian University,662921
Anna Maria College,794678
West Valley College (WVC),111322
Technion Institute of Management,661874
St Louis University School of Medicine,1233262
Kern Medical Center,1496543
Northern Colorado University,828855
Universidad del Valle de Atemajac,794921
Universidad de Guadalajara,794917
Fundacin Jimnez Daz,1004807
Canterbury College,1145786
Colorado Northwestern Community College,1638819
Central Queensland University,741809
National Examination Board in Occupational Safety and Health (NEBOSH),1101692
University of South West England,66383
Suburban Technical School,1499079
Temple University School of Pharmacy,930506
Pembroke College,63219
Institute for National Security Studies,1142303
Athens University of Economics and Business (AUEB),60097
Pontifcia Universidade Catlica de Campinas (Pontifical Catholic University of Campinas),935017
Cherkassy National University,1695611
Houston Geological Society,117887
Society of Exploration Geophysicists (SEG),493663
Almaty Institute of National Economy,2011410
Katholieke Universiteit Brabant (KUB) (Catholic University of Brabant),63158
Bocconi University of Milan P Baffi Centre for Monetary and Financial Economics,610071
Canadian Securities Course,1227054
Harvard International School,423286
Universidad Nacional de Educacin a Distancia (UNED University) (UNED),661394
Allen University,796538
Edison High School,1233933
BB&T University,948589
Novosibirsk State University,814573
Werner von Siemens Institute,801523
Frankfurt Chamber of Commerce,801528
Lourdes University (Lourdes College prior to 08/2011),796238
University of Glamorgan,62339
Leadership Texas,661081
Juran Institute,918065
Michael Hammer Institute,1345058
Union of Japanese Scientists and Engineers (JUSE),2071267
Nederlands Instituut voor Marketing (NIMA) (Netherlands Institute of Marketing),943706
Swansea Metropolitan University (SIHE) (West Glamorgan Institute of Higher Education),1330876
Brooklands College,796631
University of St Thomas School of Engineering,1450953
Association for Systems Management (ASM),531563
Province of British Columbia (Canada),840092
American College of Medical Practice Executives (ACMPE),863622
Society of Certified Retirement Financial Advisors,1580932
University of Michigan Flint,1194400
American Cosmetic Cellular Medicine Association (ACCMA),2704374
University of Southern Queensland (USQ),748872
St Michaels University School,1615240
Leadership Rutherford,742205
South African Society of Chartered Accountants,604698
Polytechnic of Wales,650205
Woodbridge School,1063866
Pontifcia Universidade Catlica de So Paulo (PUC-SP),1012649
American College of Financial Planning,797958
European Mentoring & Coaching Council (EMCC),1650400
interNational Association of Lighting Management Companies (NALMCO),2206260
School of Public and Environmental Affairs Indiana University,1264112
Institute of Chartered Accountants of Bermuda (ICAB),638074
George Williams College,821246
MTB Project Management Professionals Inc,798013
Queen Elizabeth Grammar School (QEGS) Wakefield,2733043
Chubb Institute of Computer Technology,770173
University of Hatfield,800148
Ateneo School of Law Ateneo de Manila University,802204
New York Merchant Marine Academy,800346
Leadership Palm Beach County Inc,856414
Tiftarea Academy,1513483
Abraham Baldwin Agricultural College (ABAC),606414
Greater Kansas City Chamber of Commerce,373252
Loughborough College,65195
Greater Tampa Chamber of Commerce,502153
Leadership Knoxville Inc,264972
St Francis College Pennsylvania,817429
Deendayal Upadhyaya Gorakhpur University,1043069
American Pharmaceutical Institute,464394
Reinhardt College,630703
University of Edinburgh Medical School,2390668
Marketing Institute of Ireland,39684
International Schools Services (ISS),1354735
National Council of Examiners for Engineering and Surveying (NCEES),754056
Hochschule fr Technik und Wirtschaft (HTW) University of Applied Sciences,1800146
Academy of Science (Russia),44378
Joplin Public School,561011
Blackhawk Community College,860022
Southwestern Paralegal Institute,801817
De Anza College,81988
CFA Society of the UK,634411
Naval Air Station Pensacola,1557960
Graduate School of Tianjin University,1748370
Brigham Young University Hawaii,1514276
Chicago School of Professional Psychology,736192
Medical School University of Sheffield,1499253
California Agricultural Leadership Foundation,1627830
Acadmie de Qubec,801629
Universit du Qubec  Trois-Rivires,829339
American Institute for Avalanche Research and Education (AIARE),1990566
Woodbury College,1192327
Texas Tech Medical School,486750
Al Azhr University,802375
Raffles Institution,897957
American Academy of Estate Planning Attorneys,1201039
American College of Veterinary Internal Medicine,802438
Cummings School of Veterinary Medicine Tufts University,955664
Pacific States University,373692
Los Angeles Trade-Technical College (LATTC),83237
Young Nam University,862928
Hongik University,1263242
Hartford Seminary,639138
Parkland College,752034
Sacred Heart Schools,421636
George Mason University School of Management,795371
United States Air Force Management School,803504
California Agricultural Education Foundation (CAEF),118467
University Torcuato Di Tella (UTDT),463317
IAE University,803544
AMES NATIONAL CORP,800969
Iowa School of Banking,802198
Straus Institute for the Advanced Study of Law & Justice,1884661
Moscow State Institute of Radio Engineering Electronics and Automation (MIREA),1701919
MRCP (UK),1344675
Birsa Institute of Technology (BIT) Sindri,1718483
National Institute of Medical Sciences Algeria,804177
Universidad Nacional Mayor de San Marcos (UNMSM) (National University of San Marcos),1004641
Universidad Nacional Federico Villarreal (UNFV),1556133
Jiangxi Normal University,804192
Shanghai Medical University (Formerly known as Fudan University Shanghai Medical College),804194
Shanghai Institute of Organic Chemistry,804196
Michigan Cancer Foundation,784027
Chancellor University (Myers University prior to 09/2008),374627
American College of Chest Physicians,262351
National Council for Soviet and East European Studies,78222
Central European University,576099
Tel Aviv Management College,587398
Dublin Institute of Technology,60545
Royal College of Physicians and Surgeons (RCPS),423697
Geneva Engineering School,923982
Human Resources Management Association Chicago (HRMAC),83912
University of St Michael's College,2441482
Witten/Herdecke University,77955
Israel Ministry of Justice,1295842
ABA/KBA School of Banking,806589
South Carolina Board of Accountancy,1027602
Greater Pittsburgh Chamber of Commerce,107277
Interdisciplinary Center (IDC),880086
Spencer College,806029
Barstow Junior College,806031
Oregon State Board of Examiners for Engineering and Land Surveying (OSBEELS),807606
US Department of Energy,90417
Technical University of Kosice,491253
Wingate University,485827
Technical College of Varkaus,806120
Lappeenranta University of Technology,52149
Whittingham College Brighton,65084
Istanbul Teknik niversitesi (Istanbul Technical University),1321174
Cetec University,806581
Heart Rhythm Society (Formerly known as North American Society of Pacing and Electrophysiology (NASPE)),638570
Kangwon National University,806732
Viterbo University,806777
Tbilisi State Medical University,806420
College of Management - Academic Studies Israel,805083
Hogeschool Brabant School of Management and Economics,1821304
Genentech Research and Educational Foundation,593283
American Council on Exercise (ACE),737428
Graduate School of Labor and Industrial Relations Michigan State University,816799
Norwalk State Technical College,1250770
Fonds de dveloppement du Collge Jean-de-Brbeuf,866655
Marist High School,1512541
Mount Sinai Medical Center,76973
Jersey City College,76742
St Aloysius Grammar School,825168
Universidad Nacional de Lomas de Zamora (UNLZ) (National University of Lomas de Zamora),1630534
Saint Peter's Preparatory School,1370096
Our Lady Star of the Sea,925175
St. Mary's High School Inc,957898
Tyndale University College & Seminary,1232937
Seneca College,646182
Queen's College London,2304225
College of Family Physicians of Canada (FCFP),1224563
Canadian Academy of Sport Medicine (CASM),1511920
Berklee College of Music,578009
Australian Institute of Materials Management (AIMM),877878
Eastern Gateway Community College (Jefferson Community College prior to 10/2009),808013
Eberly College of Arts & Sciences,130367
Universit Jean Moulin Lyon 3 (Jean Moulin Lyon 3 University),585428
Faulkner University (Formerly known as Alabama Christian College),94666
Hailey College of Commerce University of the Punjab,1956141
Institut Qubecois de Planification Financire (Quebec Institute of Financial Planning),1280355
Cannon School,811408
Dale Carnegie Institute of Human Relations and Public Speaking,383092
Gaston College,730972
American Association of Endodontists (AAE),856757
University of Valenciennes and Hainaut Cambrsis (Universit de Valenciennes et du Hainaut Cambresis),1496733
Philip Crosby Associates Inc,794607
Thomas J Watson School of Engineering Binghamton University,586034
Institute of Management (IFL) (Sweden),35439
Fettes College Edinburgh,63123
Wisener & Co,888332
Universit degli Studi di Catania (University of Catania),62694
Haarlem Business School Inholland,1716722
Pure Coaching Academy,2664170
York St John University,890547
Grangeville High School,811281
Archbishop John Carroll High School,1550132
Minnesota State University Moorhead,2063743
Universita di Scienze Gastronomiche (UNISG) (University of Gastronomic Sciences),1647267
Leadership Redding,2799403
Chartered Institute of Patent Attorneys (CIPA),1643333
Association of Patent and Trade Mark Attorneys (APTMA),2334462
Institute of Professional Representatives before the European Patent Office (European Patent Institute),1514283
Riverside College,811825
Myrtle Beach Area Chamber of Commerce,423232
State of Wisconsin,131351
Louisiana College,1265698
Louisiana State University at Alexandria (LSUA),2231216
Clearwater Christian College,812715
Human Resource Management Association (HRMA),812839
George H Atkinson Graduate School of Management (Willamette University MBA),2553375
Grambling State University,82934
University of Illinois Institute of Labour and Industrial Relations,136096
Canastota High School,834292
Rochester Business Institute,834300
Istituto Tecnico Industriale Carlo Zuccante (ITIS),1612842
Chios Energy Healing Institute,2531814
Windsor College,892498
School of Economic Science,2533078
Robert Morris Associates Commercial Lending School,812750
Liberal Arts College Indiana,814596
Naveen Jindal School of Management University of Texas Dallas,1943914
Leadership Rhode Islands Upsilon,813262
MBTI Business Training Institute,1908973
American Bakers Association (ABA),84781
Southeastern Trust School,1545900
ABA National Trust School,1546301
State of Tennessee,262702
Indiana State Medical Licensing Board,916437
Louisiana State Board of Medical Examiners (LSBME),1485087
Executive Banking Institute in Austin,876241
Hopkins School,461381
Leicester Business School De Montfort University,1296582
Women Unlimited Inc,805989
University of Moron,1493269
cole Nationale Superieure d'Electronique Informatique et Radiocommunications de Bordeaux (ENSEIRB),60588
University of Leoben,38930
Leadership West Michigan,1494459
PBA Advanced School of Banking,1943342
Westhampton College,1551190
German Medical Association (Bundesrztekammer) (The),1699258
National Association of Certified QuickBooks Advisors (NACQA),2321148
Oblate College,814555
Capilano University,1606404
Russian Institute Columbia University,1384821
College of Physicians of Philadelphia,63643
Holy Family College,91332
American Association for the Advancement of Arts and Sciences,625865
Weyerhaeuser Management School,931520
Weyerhaeuser Leadership Institute,931518
Illinois State Police,1610432
Nassau County Medical Center,755118
American Society of Laser Surgeons,632468
Dominican College New York,1334057
College of Business Administration University of Tennessee,896079
Institute for Financial Studies (The) (IEF),1095303
Saitama University,1745432
Miller School of Aeronautics,816008
Porter-Gaud School,631104
Charleston Southern University,816052
YWCA-NYC Academy of Women Leaders (AWL),1144068
SSA & Company (Six Sigma Academy prior to 04/2008),465403
University of Chambery,817089
Wigan Mining College,747348
Aetna Group School,742481
Leadership Rhode Island,1512468
Mississippi Society of Certified Public Accountants (MSCPA),113717
Coopers & Lybrand LLP (Ceased Trading 07/1998),77738
Misericordia University (College Misericordia prior to 08/2007),591769
Istanbul Universitesi Iktisat Fakultesi (Faculty of Economics Istanbul University),592846
Cornell Business School,816687
LOCKHEED MARTIN CORP,19048
International Association of Outsourcing Professionals (IAOP),1015971
Institute of Actuaries of Australia (IAA),927388
Louvain Institute of European Studies (Belgium),50637
Wahpeton State School of Science,817430
Tacoma Community College (TCC),734626
Real Estate Research Institute (RERI),461941
Global Association of Risk Professionals (GARP) Inc,600771
Central Aerological Observatory (CAO),1586215
Moscow Institute of Electronic Technology (MIET),1322284
Moscow Institute of Electrical Engineering,817683
Richard G Lugar Excellence in Public Service Series,1724646
National Society of Human Resource Management,867413
Engineering Council of South Africa,68716
Westfield Vocational Technical High School,2012331
America's Health Insurance Plans (AHIP),576628
G100 Network LLC,2158013
Leadership Akron,269252
Lyceum-Northwestern University (L-NU),2008587
Nursing and Midwifery Council,1371483
Lethbridge College (Formerly known as Lethbridge Community College),2005834
Institute of Religious Studies Archdiocese of New York,864388
Chattahoochee Valley Community College,818981
Weiner Neustadt Engineering School,818889
Schulich School of Medicine & Dentistry University of Western Ontario,1651306
Marycrest College,532595
International School of Theology,819282
EAGALA Canada,913605
National Technological University (NTU),819281
Minnesota Board of Architecture Engineering Land Surveying Landscape Architecture Geoscience and Interior Design,1483572
Spanish Indiana University,819471
Jordanhill School,70446
University of Jyvskyl,804023
Court of Master Sommeliers,1488244
Davenport College,253697
Presidency College,1011296
Spartanburg Methodist College,1226183
Limestone College,114087
CEO Advisors LLC,1929922
Corby College,820270
St Bernard's School,486500
Institute of Technology West Virginia University,1492568
Dakota Wesleyan University,1337516
School of Business Administration University of Texas,1194612
Defence Intelligence Agency (DIA),79871
East Central Community College,821708
Latin American University,592361
University of the Ozarks,422147
University of Crete,486022
University of Namur,62505
Protocol School of Washington (The),1334691
Worldwide ERC,1291549
Belfast Royal Academy,67788
Herbert Henry Dow High School,1954503
Centre d'tudes diplomatiques et stratgiques (CEDS),1732233
Leadership Philadelphia,1011134
CESMA Business School,822131
cole Suprieure d'lectronique de l'Ouest (ESEO),1015746
Leadership Greater Washington,1064181
Harbin Broadcasting University,1202533
Preston University,860645
Texas Board of Nursing,1354361
Grand Rapids High School,824821
Fountain Valley High School,770185
Swinburne College of Technology,822811
Wharton County Junior College,633927
Duluth East High School,822839
International Management Centers Association,822975
ED Technical Institute,823046
Southern New England School of Law,823062
University of Herfordshire,852350
Leadership Charlotte,491231
Peter F Drucker Academy,1701343
Vale Technical Institute,823352
Universidade Federal do Rio Grande do Norte (UFRN) (Federal University of Rio Grande do Norte),1629908
Northern Baptist Theological Seminary,1699876
University of South Dakota Stanford School of Medicine,1576444
Chemical Industry Institute of Toxicology (CIIT) Inc,814671
Brother Martin High School,1261484
D'Youville College,383224
Howard University College of Medicine,823454
Crowder College,823398
Knoxville College,113306
Institute of Gas Technology (IGT) Inc,262817
Texas Chiropractic College,823662
Leadership Washington,488807
Kossuth High School,823977
Cannon Financial Institution,823993
Spokane College,824031
Connecticut School of Finance & Management,1571976
Home Insurance Company School of Insurance,824728
cole Suprieure de Chimie Physique lectronique de Lyon (CPE),64035
Mandsaur Institute of Technology (MIT),1639268
Indian Institute of Mass Communication,824874
Grossmont College,1065955
Idaho Society of Certified Public Accountants Inc,837291
Delavan High School,2009954
Westside High School (WHS),1543476
Instituto de Allende Mexico,825516
Irish Management Institute (IMI),37248
University of Alabama College of Engineering,2026110
Oak Park River Forest High School,938032
North Carolina State University College of Textiles,1512605
Raritan Valley Community College,1327314
Kanagawa University,95347
Republic of Korea Army,1225323
Strake Jesuit College Preparatory,823708
Seaforth College of Technical and Further Education,826100
Gas Research Institute (GRI) Inc,115986
Canadian Management Accountants of Ontario,1195622
Court of Governors Henley Management College,63715
Universidad Nacional de San Antonio Abad del Cusco ( National University of San Antonio Abad in Cuzco),2025723
State of Colorado,460281
University of Latvia,62404
Board of Certification in Emergency Medicine (BCEM),1619412
Detroit Medical Center,93067
Cincinnati Country Day School (CCDS),107197
Melrose High School,1224867
Jackson School of Geosciences University of Texas at Austin,826077
Pontificia Universidad Catlica Argentina (UCA),1283462
St Georges College,1355654
Covenant Theological Seminary,256732
Council of Petroleum Accountants Societies Inc (COPAS),2597067
South San Antonio Independent School District,835987
Bank Marketing Association (USA),260916
Grand Valley State Colleges,825408
College of Staten Island,627531
Middlesex College,946829
Full Sail University,1827472
Hampton Roads Business College,828723
Meiji Gakuin University,828938
American Real Estate School Inc (The),1472336
Berkeley Public School,254897
Barstow Community College,831028
KU Leuven,2392077
BMS College of Engineering,829335
University of Newcastle upon Tyne Development Trust,38811
Somerville Public School,732205
Landor University,829811
Norwegian Society of Financial Analysts,536585
Institute of Marine and Coastal Sciences State University of New Jersey Rutgers,1880300
Europese Hogeschool Brussel,818201
Nottingham University Business School,1473337
University of Connecticut School of Pharmacy,1381450
Tokyo Institute of Technology,81924
College of Saint Scholastica,824805
Leadership Lehigh Valley (LLV),830183
Cork Institute of Technology,834689
Delbarton School,424051
La Salle High School,783573
Royal Institute of Chemistry,65125
Cincinnati Bible College and Seminary,463469
South Carolina State College,605712
Chartered Quality Institute (The) (Formerly known as Institute of Quality Assurance),1284289
Institute for Lean Systems (The),1705310
Collegiate School,79098
Babson Executive Education,830492
Permian High School,2230020
University of Peshawar,830500
Sacred Heart Seminary,830636
Babson College School of Management,1568171
MHS Inc,2726409
Martin University,82423
Crispus Attucks High School,830651
Amberton University,831126
Virginia Technical Institute (VTI),1682951
Lycee Technique d'Etat,830716
Tuskegee Institute of Technology,830734
School of Medicine West Virginia University,1607400
Southwestern Illinois College,781835
Howard University Medical Center,831054
Institute for Civic Leadership Inc,747150
Indiana Society of Professional Engineers,1499269
Institute of Corporate Public Affairs,1633380
Eagleton Institute of Politics,550207
Bethune-Cookman University (Formerly Known as Bethune-Cookman College),1260389
School of Media and Public Affairs George Washington University,641404
Greater Topeka Chamber of Commerce,378282
State of Indiana,108576
Association of International Certified Public Accountants (AICPA) (The),2469387
Laboratoire d'Electronique de Technologie de l'Information (LETI),595943
Israeli Intelligence Corps,2591507
North Central Texas College,1749222
Collin County Community College,1350264
Memphis University School,663980
Age Management Medicine Group (AMMG),1929206
American College of Emergency Physicians,632244
Lyon Business School,63994
Catholic Institute of Arts and Industries (ICAI),63115
Howard University Hospital,832607
University of Jos,832700
McKinley High School Foundation,1474676
Neumann University (Formerly known as Neumann College),1710891
University Center at Tulsa,1211775
Good Samaritan Hospital (GSH),81118
College de l Abitibi-Tmiscamingue,833013
Manual High School,1813769
International Law Academy of the Hague,829937
Halton College,833864
Kwansei Gakuin University,833283
California Department of Public Health (CDPH),1519276
Brown Institute for Radio and Television,1686303
Royal College of Science and Technology,440345
Mount Saint Agnes College,833646
St Francis Seminary Milwaukee,1484303
Office of the National Coordinator for Health Information Technology (ONC) (The),2679201
College of the Ozarks,941193
Leadership Murray,1897774
HIPAA Academy,2468157
University College London Hospital (UCLH),647010
Universidad Interamericana de Puerto Rico,924080
Gallup Organization Inc,81490
Hay Group Inc,494036
New School of New York,741598
New Jersey Association of Professional Mediators (NJAPM),1602822
College of Lake County,484288
Harvard Real Estate Institute,834530
Illinois Bankers School,570873
Joliet Junior College,834467
Creighton University School of Pharmacy and Health Professions,1553480
Consumer Bankers Association (CBA),81838
Laredo Community College,420008
Institute of Computer Management,1676756
Cupertino High School,2658374
University of Virginia School of Engineering and Applied Science (SEAS),1057866
Mercer County Community College,1244604
Universite Paris Pantheon Assas,1334959
Norwegian University of Agriculture,835280
Community College of Philadelphia,635389
Northwest Nazarene University,860726
Alleman High School,1557179
Great Bridge High School,1620140
Enterprise-Ozark Community College,835929
Thomas A Edison College,1628794
Lincoln High School,630726
California School Boards Association,480507
Oakmont High School,1794530
University of Missouri College of Agriculture Food & Natural Resources (CAFNR),1197652
Hefei University of Technology,1326469
Reading College of Art and Technology,1680476
Australian Institute of Agricultural Science & Technology (AIAST),1100336
Glendale University,1246648
University of Lima,890271
Van Buren Christian Academy (VBCA),1822939
Coggin College of Business University of North Florida,870903
Pasadena Nazarene College,836389
University of Pittsburgh School of Medicine,927016
Holland Christian School,1557091
Federal University,836441
Woods Hole Oceanographic Institution (WHOI),76950
University of Port Elizabeth,62602
Lorenz University,1906865
Grandview International University,836569
Chicago Theological Seminary,107382
St Joseph's Hospital School of Nursing,1375925
North Staffordshire College,69280
Saint Ursula Academy,566114
Sierra College,1380639
Bay Path College,821834
Kilgore College,1217622
Shanghai College of the Arts,836981
New Brunswick Theological Seminary,854132
Glasgow University Dialectic Society,1379338
University of Wisconsin-Stout,1356299
Hartford Hospital,78893
Talawanda School District,837128
Lehman Catholic High School,1373401
Pennsylvania State Board of Accountancy,1370983
Reid Kerr College,1557117
Trinity High School,567149
Patna Science College Patna University,1287020
Natural Gourmet Institute,1491321
Instituto Militar de Engenharia (IME),667993
Inver Hills Community College,837618
Rockefeller College Albany University,731067
Sparrow Hospital,482976
Pensacola Christian College,837806
University of Washington Medical Center,1212460
Greensboro College,268442
Leadership Spokane,620007
St Joseph's Institution,1604898
Hill School of Insurance,837916
Greater Washington Society of Certified Public Accountants (GWSCPA),1386039
Auburndale High School,1357531
Master's College,837913
Laredo Junior College,837925
Marywood University,851301
National Center for Housing Management (NCHM),850207
Texas Tech University Health Sciences Center,834799
Institute of Hazardous Materials Management (IHMM),860913
ABA Graduate School of Human Resource Management,1580985
Case Western School of Law,833871
Rome Free Academy,1822853
Northwood Institute,627919
Macomb Community College,850414
National Commission on Correctional Health Care,1053418
